Id,Reputation,CreationDate,LastAccessDate,numPosts,is_churn,gap1,gap2,gap3,gap4,num_answers,num_questions,ans_que_ratio,accepted_answerer_rep,max_rep_answerer,num_que_answered,time_for_first_ans,rep_questioner,rep_answerers,rep_co_answerers,num_answers_recvd,ans_score,que_score,ans_stddev,que_stddev,answering_speed,ans_comments,que_comments,relative_rank_pos
41,203,2010-07-20 19:17:34.247,2018-04-10 17:13:57.193,4.0,1,146.29600000000002,3.1429,14212.497216666668,5.553716666666667,0.0,4.0,0.0,7787.0,30582.0,4.0,0.0002179293543551488,0.0,3776.3529411764707,0.0,10.25,0.0,81.75,0.0,129.9932690565169,0.08341862977049673,0.0,241.5,0.0
43,348,2010-07-20 19:18:28.160,2019-06-19 15:19:33.313,12.0,0,1829590.7000000002,132.34438333333335,1008.8712333333334,74634.80055,1.0,3.0,0.5,17838.0,17838.0,3.0,0.003888622968287664,348.0,6172.666666666667,348.0,2.0,5.0,3.0,0.0,2.6457513110645907,0.007556044123771527,464.0,921.0,5.0
44,522,2010-07-20 19:18:39.377,2018-12-03 12:10:26.037,6.0,0,1434.123,48.096333333333334,37013.32938333334,5747.2697333333335,0.0,4.0,0.0,222063.0,222063.0,4.0,0.033242594900336625,0.0,38255.454545454544,0.0,4.25,0.0,19.5,0.0,27.934447074057747,0.07681787495620787,0.0,1198.5,0.0
45,2920,2010-07-20 19:18:47.830,2018-03-25 03:03:22.730,22.0,0,184.41000000000003,8.967883333333333,1360.7207833333334,520.57195,3.0,1.0,2.0,0.0,18711.0,1.0,0.03512257485937799,2529.0,18711.0,2145.875,2.0,27.333333333333332,15.0,40.525712002793156,0.0,0.03512257485937799,351.3333333333333,1162.0,25.666666666666668
48,553,2010-07-20 19:19:56.347,2017-09-14 06:35:06.540,4.0,1,234.216,25.648783333333334,1893.3666666666666,1.6622833333333336,2.0,2.0,1.0,24417.0,24417.0,2.0,0.15653045039028257,2850.5,14636.5,19480.3,2.5,7.0,22.5,21.213203435596427,20.506096654409877,0.16938462314682923,443.5,227.5,5.1
50,792,2010-07-20 19:20:25.783,2019-05-09 15:51:13.460,10.0,0,2127.59,8.4365,6.316666666666666,27.86606666666667,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3560.5,0.0,2183.375,0.0,14.0,0.0,13.140268896284683,0.0,0.0,407.25,0.0,11.767857142857142
51,7999,2010-07-20 19:21:33.223,2019-08-30 04:41:15.113,53.0,0,265.26,15.109666666666667,8.749500000000001,15.693333333333333,3.0,1.0,2.0,3874.0,30582.0,1.0,0.12701450293932728,218.0,10426.75,9868.8,4.0,26.333333333333332,14.0,38.7986254052039,0.0,0.054334768116431606,1605.0,591.0,24.777777777777775
52,383,2010-07-20 19:22:12.393,2019-07-17 08:46:11.943,6.0,0,776.8340000000001,9586.229,8494.3711,171434.75290000002,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9318.0,0.0,5299.333333333333,0.0,44.0,0.0,81.39205530435183,0.0,0.0,1445.0,0.0,23.375
54,218,2010-07-20 19:22:49.430,2017-11-27 15:39:52.120,4.0,1,140.133,2.002283333333333,893.1363333333334,441204.02561666665,1.0,3.0,0.5,1594.0,286579.0,3.0,0.11234019607108886,0.0,22537.95238095238,0.0,11.333333333333334,4.0,16.666666666666668,0.0,18.009256878986797,0.04755413723001388,1502.0,332.3333333333333,1.1428571428571428
55,630,2010-07-20 19:22:49.943,2017-12-07 09:05:26.133,6.0,0,228.24400000000003,62745.12871666667,16.61171666666667,231.49423333333334,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4836.0,0.0,2483.6666666666665,0.0,8.75,0.0,5.123475382979799,0.0,0.0,386.5,0.0,6.666666666666667
56,4301,2010-07-20 19:23:54.217,2019-07-31 21:59:01.333,29.0,0,225.216,6.190616666666667,13.289116666666668,7.3741,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3458.0,0.0,9263.47222222222,0.0,5.25,0.0,6.946221994724902,0.0,0.0,551.25,0.0,1.50625
59,2172,2010-07-20 19:26:06.223,2019-07-31 18:53:46.023,9.0,0,785.3340000000001,355.4357166666667,427.34833333333336,316.83428333333336,1.0,3.0,0.5,30582.0,62775.0,3.0,0.011663508555734302,1420.0,10979.666666666666,4688.5,4.333333333333333,27.0,28.0,0.0,11.789826122551595,0.054034859593634486,814.0,463.3333333333333,13.5
60,2386,2010-07-20 19:28:29.697,2019-07-16 18:43:52.583,11.0,0,763292.74,11491.939666666667,17747.7451,125619.88316666667,2.0,2.0,1.0,222063.0,222063.0,2.0,0.030519386550157214,15340.0,85394.2,1267.0,5.5,5.5,95.5,4.949747468305833,125.15790027001891,0.0,712.5,1050.5,5.166666666666667
67,547,2010-07-20 19:33:50.337,2019-08-25 17:13:28.447,5.0,0,7809.893000000001,213214.96333333335,56086.83016666667,376846.2402166667,1.0,3.0,0.5,182029.0,277882.0,3.0,0.029246018154628243,5775.0,54717.11111111111,1290.0,3.6666666666666665,28.0,7.666666666666667,0.0,4.041451884327381,0.0,449.0,708.6666666666666,14.0
72,30582,2010-07-20 19:41:06.357,2019-08-05 22:01:53.803,498.0,0,1026.386,12.993783333333335,37.201550000000005,14.466166666666668,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2648.0,0.0,9414.804166666665,0.0,50.25,0.0,73.68570643844933,0.0,0.0,1326.25,0.0,23.25
73,5775,2010-07-20 19:42:51.877,2013-12-01 04:08:32.473,32.0,0,3365.8230000000003,59.68566666666667,58.28616666666667,50.24705000000001,1.0,3.0,0.5,6599.0,134579.0,3.0,0.09471291463209294,7999.0,22846.363636363636,0.0,10.0,29.0,51.666666666666664,0.0,38.00438571182717,0.028189913196071257,1096.0,622.6666666666666,29.0
76,6599,2010-07-20 19:44:54.913,2016-08-08 23:28:45.420,24.0,0,1450.7540000000001,12.462333333333333,69.58583333333334,63.83016666666667,3.0,1.0,2.0,792.0,3874.0,1.0,0.05899008966493628,2776.0,2333.0,4108.333333333333,3.0,56.0,14.0,55.4346462061408,0.0,0.05899008966493628,1454.0,430.0,52.166666666666664
80,3312,2010-07-20 19:53:23.177,2019-08-31 19:33:16.383,8.0,0,2669.3,1046.4696000000001,121.61940000000001,7.414333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2697.0,0.0,4457.888888888889,0.0,18.5,0.0,10.082988974836116,0.0,0.0,553.25,0.0,8.541666666666668
82,620,2010-07-20 19:56:08.320,2016-04-22 17:24:33.987,7.0,0,1361.27,32.29878333333333,11428.549216666668,11567.381166666666,1.0,3.0,0.5,7999.0,286579.0,3.0,0.10650093543321622,0.0,46064.1,0.0,4.333333333333333,33.0,11.0,0.0,7.0,0.030232399496848663,424.0,517.0,33.0
85,609,2010-07-20 20:07:23.347,2016-03-14 03:12:20.553,5.0,0,14709.603000000001,9180.807383333335,16881.096400000002,7070.189266666667,0.0,4.0,0.0,82449.0,286579.0,4.0,0.04197765844073638,0.0,48322.416666666664,0.0,4.0,0.0,23.5,0.0,19.974984355438178,0.03624595782057888,0.0,1249.5,0.0
86,225,2010-07-20 20:07:32.893,2018-08-23 09:09:42.963,4.0,1,1297.874,802.8347166666667,463672.92028333334,10275.605766666667,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2213.5,0.0,0.0,0.0,2.5,0.0,2.6457513110645907,0.0,0.0,989.5,0.0,0.875
89,7205,2010-07-20 20:11:38.860,2019-08-27 19:08:34.413,46.0,0,44026.563,21.640333333333334,7.818733333333333,98.94366666666669,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2971.3333333333335,0.0,4586.25,0.0,27.75,0.0,18.136059844041835,0.0,0.0,517.5,0.0,22.708333333333336
91,313,2010-07-20 20:13:03.473,2019-07-02 18:48:43.117,9.0,0,87092.25700000001,31885.803950000005,1207.2342666666668,5.735616666666667,3.0,1.0,2.0,0.0,30582.0,1.0,0.17434916908091835,813.6666666666666,12406.0,581.5555555555555,8.0,6.666666666666667,17.0,8.082903768654761,0.0,0.0687618238118392,695.0,1095.0,5.888888888888889
92,781,2010-07-20 20:14:52.470,2019-08-12 14:40:28.930,18.0,0,329.75300000000004,28.290066666666668,1447.2026,2217.4567833333335,3.0,1.0,2.0,62775.0,62775.0,1.0,0.0072245078424440804,203.0,31392.333333333332,5299.333333333333,5.0,19.333333333333332,17.0,20.502032419575706,0.0,3.695663545434346e-05,668.3333333333334,688.0,9.583333333333334
96,2993,2010-07-20 20:25:37.483,2019-08-28 07:28:50.037,60.0,0,534.8000000000001,3.4091166666666672,19.064500000000002,34.722166666666666,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3148.5,0.0,3014.25,0.0,3.5,0.0,0.5773502691896257,0.0,0.0,445.75,0.0,1.35
97,1341,2010-07-20 20:32:57.387,2017-10-16 05:31:04.980,6.0,0,39601.020000000004,9.838883333333335,10.483450000000001,1619.1907666666668,2.0,2.0,1.0,4301.0,35224.0,2.0,0.10098595958541896,203.0,6961.875,2607.5,5.5,10.0,52.0,8.48528137423857,29.698484809834994,0.012607884088156844,291.0,264.5,4.571428571428571
99,857,2010-07-20 20:44:17.127,2019-06-02 02:12:39.433,28.0,0,5031.263,32.525000000000006,49.38928333333333,64.32816666666666,3.0,1.0,2.0,3874.0,5730.0,1.0,0.04262111322085621,995.0,2833.4166666666665,2118.7272727272725,19.0,11.666666666666666,73.0,2.8867513459481287,0.0,0.01125643720916267,1715.6666666666667,337.0,6.25
100,3474,2010-07-20 20:48:22.373,2018-10-04 13:01:05.743,27.0,0,43847.964,24.9921,225.9051166666667,1219.32095,3.0,1.0,2.0,24417.0,69037.0,1.0,0.004700028513506315,4116.333333333333,37025.0,0.0,3.0,5.333333333333333,14.0,4.509249752822894,0.0,5.0750437843058685e-05,922.0,492.0,5.166666666666667
104,1420,2010-07-20 20:55:40.483,2019-08-30 18:19:04.073,12.0,0,653.1270000000001,112.15395,51.97593333333334,1250.0054000000002,1.0,3.0,0.5,7999.0,24417.0,3.0,0.11706502376745163,1420.0,5103.578947368421,2583.5,11.333333333333334,2.0,24.0,0.0,6.557438524302,0.038745750315142685,1643.0,228.0,1.0
105,354,2010-07-20 20:58:04.427,2019-01-01 14:28:24.263,6.0,0,623.9060000000001,4012.260166666667,4572.7173999999995,3006.0930000000003,1.0,3.0,0.5,0.0,113632.0,3.0,0.010297316124687454,0.0,18173.7,0.0,5.666666666666667,12.0,21.333333333333332,0.0,7.571877794400365,0.0,445.0,620.6666666666666,12.0
106,3747,2010-07-20 21:06:09.213,2017-11-08 01:59:52.013,18.0,0,139.994,11.394666666666668,14.144166666666669,0.46226666666666666,2.0,2.0,1.0,7999.0,222063.0,2.0,0.28528432148690186,971.0,40289.818181818184,3079.125,11.5,6.0,73.0,2.8284271247461903,57.982756057296896,0.08584022458850088,737.5,147.0,6.0
113,995,2010-07-20 21:35:52.643,2019-05-23 16:08:34.623,5.0,0,162.077,39.021499999999996,1130.3123333333335,2668.816116666667,2.0,2.0,1.0,6044.0,222063.0,2.0,0.10135939846575656,3747.0,20999.4,4031.3333333333335,19.0,35.0,238.0,1.4142135623730951,318.1980515339464,0.032125298010789644,880.0,820.0,35.0
114,664,2010-07-20 21:38:48.073,2018-09-13 08:25:46.620,7.0,0,5508.8240000000005,45.2941,44.229400000000005,19.52455,3.0,1.0,2.0,0.0,6068.0,1.0,0.027950918187662457,616.6666666666666,4530.5,1001.5555555555557,3.0,9.666666666666666,11.0,6.027713773341707,0.0,0.010004497021411122,369.6666666666667,2053.0,8.777777777777777
115,1075,2010-07-20 21:40:12.880,2013-07-23 19:44:46.113,11.0,0,15514.807,68.83166666666668,656.0202166666667,9.113283333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1092.5,0.0,2951.0,0.0,14.75,0.0,8.65544144839919,0.0,0.0,310.0,0.0,4.666666666666666
120,2033,2010-07-20 22:14:22.863,2019-06-18 22:35:39.210,26.0,0,3334.2400000000002,816.3040666666668,99.14116666666668,474.60805,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4092.0,0.0,2000.0,0.0,23.5,0.0,19.638397762207248,0.0,0.0,356.25,0.0,17.458333333333332
121,253,2010-07-20 22:16:31.863,2016-04-26 17:48:19.430,32.0,0,9423.094000000001,17.119716666666665,407.88783333333333,696.8031666666667,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1514.5,0.0,1755.5833333333335,0.0,8.0,0.0,4.320493798938574,0.0,0.0,879.75,0.0,2.741666666666667
122,1763,2010-07-20 22:27:53.053,2019-01-02 08:42:13.383,9.0,0,848.224,4.1341,27.390833333333333,359.32506666666666,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4212.0,0.0,14608.942424242423,0.0,119.75,0.0,143.18839571231555,0.0,0.0,1177.5,0.0,108.89285714285714
123,5838,2010-07-20 23:04:55.970,2019-06-11 16:08:38.860,89.0,0,365.53000000000003,81.81521666666667,98.77340000000001,32.27116666666667,3.0,1.0,2.0,1973.0,13394.0,1.0,0.00041753662161516113,4247.0,7683.5,2118.7272727272725,5.0,6.666666666666667,27.0,1.5275252316519465,0.0,0.0,1176.6666666666667,803.0,3.984848484848485
124,202,2010-07-20 23:09:59.630,2018-11-05 22:43:04.390,4.0,1,1463.3600000000001,12775.683216666666,30861.803233333336,36861.09255000001,0.0,4.0,0.0,62775.0,62775.0,4.0,0.0026062607813678415,0.0,15900.2,0.0,1.5,0.0,4.5,0.0,2.3804761428476167,0.0021401340763346393,0.0,363.0,0.0
128,575,2010-07-20 23:39:37.490,2017-10-21 20:18:29.807,4.0,1,1154.4270000000001,5.788383333333333,132.12171666666669,1231.4499,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5664.333333333333,0.0,2118.7272727272725,0.0,15.75,0.0,13.59840676942217,0.0,0.0,699.0,0.0,4.951190476190477
129,384,2010-07-20 23:42:42.977,2019-02-14 19:02:34.647,8.0,0,394.68300000000005,1261.5463333333332,4360.0355500000005,225723.7931666667,2.0,2.0,1.0,5838.0,5838.0,2.0,0.07667961913233176,843.5,3197.5,384.0,2.0,3.0,10.5,1.4142135623730951,4.949747468305833,0.07758743503241698,347.5,375.5,3.0
130,2582,2010-07-20 23:49:24.087,2019-08-31 02:39:42.973,30.0,0,789.1930000000001,118920.94671666667,6438.946166666667,4243.581783333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3907.0,0.0,3345.1666666666665,0.0,12.25,0.0,12.658988901172163,0.0,0.0,442.75,0.0,5.75
136,6068,2010-07-21 00:23:43.783,2019-08-29 05:28:58.897,42.0,0,1610.4170000000001,11.865666666666668,1008.9392166666668,93.54906666666668,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1254.0,0.0,4093.363636363636,0.0,13.25,0.0,4.349329450233296,0.0,0.0,639.5,0.0,7.125
137,431,2010-07-21 01:00:20.560,2019-08-09 03:06:17.140,6.0,0,1687546.6030000001,17939.739116666668,1275.0186166666667,227392.90043333333,0.0,4.0,0.0,14491.0,31880.0,4.0,0.052110689183405966,0.0,6899.090909090909,0.0,3.5,0.0,4.25,0.0,1.707825127659933,0.06227981490439011,0.0,1178.0,0.0
139,17838,2010-07-21 01:34:19.790,2014-02-26 05:52:00.410,135.0,0,21104.933,9695.942116666667,3471.7378833333337,14127.564066666668,3.0,1.0,2.0,526.0,71134.0,1.0,0.05431387991201152,2776.0,18858.75,0.0,4.0,4.666666666666667,9.0,3.214550253664318,0.0,0.03413263750543626,455.6666666666667,344.0,3.6666666666666665
144,263,2010-07-21 02:52:08.043,2017-06-14 10:26:10.453,7.0,0,50327.87,11102.127166666667,10410.447116666668,229.86638333333335,2.0,2.0,1.0,3781.0,30582.0,1.0,0.10520889225557345,1763.0,17181.5,0.0,1.0,2.5,2.0,0.7071067811865476,1.4142135623730951,0.016756434610527397,660.0,1624.5,1.2142857142857142
145,4107,2010-07-21 03:04:03.600,2013-04-22 02:36:22.793,26.0,0,943.2800000000001,22.31661666666667,42.23955,48.86995,2.0,2.0,1.0,33315.0,315958.0,2.0,0.17379894069545646,5873.0,34230.41935483871,0.0,22.5,74.0,205.0,100.40916292848975,142.8355697996826,0.0021290368196006638,600.5,1140.5,73.25
148,183,2010-07-21 03:23:57.897,2019-07-19 13:02:05.753,4.0,1,18543140.970000003,42.81716666666667,2060.7534333333333,146792.0085,1.0,3.0,0.5,275257.0,275257.0,3.0,0.03653857123224911,183.0,84467.71428571429,183.0,2.6666666666666665,0.0,2.6666666666666665,0.0,0.5773502691896258,0.02335511846883843,393.0,871.6666666666666,0.0
149,422,2010-07-21 03:42:44.237,2019-05-25 15:43:02.467,7.0,0,35136.206000000006,271961.1850666667,7695.029883333334,46685.393950000005,0.0,4.0,0.0,7463.0,182029.0,4.0,0.005772242603316046,0.0,24612.666666666668,0.0,9.5,0.0,49.25,0.0,89.89762696163527,0.01696251669846071,0.0,188.0,0.0
152,13825,2010-07-21 04:13:51.943,2019-08-31 23:56:01.313,122.0,0,188347.67,548.3867333333334,828.7219333333335,1458.0742833333336,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.75,0.0,0.0,0.0,14.75,0.0,7.365459931328117,0.0,0.0,497.75,0.0,14.75
160,2133,2010-07-21 07:18:19.487,2017-04-07 01:52:40.367,29.0,0,104008.633,1301.7040000000002,170.76738333333336,2006.9425666666668,2.0,2.0,1.0,24417.0,315958.0,2.0,0.027266964028057707,15961.5,48649.47368421053,2133.0,12.5,30.0,46.0,25.45584412271571,57.982756057296896,2.9588674188921282e-05,3147.5,2695.5,30.0
161,370,2010-07-21 07:32:44.443,2018-10-20 17:52:24.710,4.0,1,7457406.5200000005,763220.0709,16130.859216666668,293.17745,2.0,2.0,1.0,68125.0,68125.0,2.0,0.08320436656515733,346.0,68125.0,370.0,1.0,1.0,2.0,1.4142135623730951,1.4142135623730951,0.0,906.5,661.0,1.0
163,3565,2010-07-21 08:13:39.290,2019-08-28 07:15:07.707,39.0,0,519180.08700000006,3235.4823333333334,2582.0135500000006,14592.808283333336,3.0,1.0,2.0,3565.0,13850.0,1.0,0.0305649004908723,4680.5,5971.333333333333,0.0,3.0,9.0,16.0,12.288205727444508,0.0,1.715734573699623e-06,722.6666666666666,203.0,5.166666666666667
171,6044,2010-07-21 12:03:21.157,2019-07-30 12:08:18.060,45.0,0,8913.41,19.120383333333336,1276.6173333333334,1581.63655,3.0,1.0,2.0,24417.0,24417.0,1.0,0.08804018153885432,2980.6666666666665,24417.0,6813.666666666666,7.0,34.0,55.0,17.349351572897472,0.0,0.0,1568.6666666666667,251.0,34.0
172,1973,2010-07-21 12:04:25.587,2019-08-19 17:36:02.450,50.0,0,706.293,205.57955,151.02640000000002,1300.17855,3.0,1.0,2.0,13394.0,13394.0,1.0,0.015431951907865074,589.0,5147.333333333333,2156.638888888889,5.0,2.3333333333333335,16.0,0.5773502691896258,0.0,0.005145649300363224,637.6666666666666,604.0,1.3386243386243386
173,18711,2010-07-21 12:37:43.490,2019-08-30 19:17:21.277,142.0,0,280.1,16.741283333333335,340.89660000000003,56.142833333333336,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2430.0,0.0,18711.0,0.0,18.25,0.0,9.945685831890462,0.0,0.0,698.5,0.0,18.25
176,1914,2010-07-21 13:19:14.133,2015-03-15 04:31:26.797,20.0,0,549244.697,5.501716666666667,7.456,11.339400000000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11338.0,0.0,0.0,0.0,4.0,0.0,2.943920288775949,0.0,0.0,717.25,0.0,3.5
180,388,2010-07-21 15:47:16.170,2018-07-18 18:07:36.410,5.0,0,122.763,9.541233333333334,19.396766666666668,438.60200000000003,3.0,1.0,2.0,2993.0,7205.0,1.0,0.06427747299542666,4881.0,3121.0,0.0,5.0,8.666666666666666,3.0,7.094598884597588,0.0,0.005614362484975297,971.0,184.0,2.9444444444444446
181,669,2010-07-21 17:41:37.893,2019-04-26 02:22:27.123,14.0,0,414079.55700000003,537.2382166666667,7213.369066666667,18434.335333333336,1.0,3.0,0.5,17838.0,30582.0,3.0,0.0013299195185904127,7999.0,11838.166666666666,0.0,2.6666666666666665,7.0,9.0,0.0,2.6457513110645907,0.009308570261010759,1056.0,772.6666666666666,7.0
184,321,2010-07-21 21:58:05.573,2018-07-27 18:51:09.290,5.0,1,18339.424000000003,4338.863,91407.59243333334,144559.52295,1.0,3.0,0.5,42251.0,42251.0,3.0,0.043415025940478,321.0,25197.0,321.0,1.6666666666666667,7.0,9.0,0.0,11.269427669584644,0.00023047512677860536,1355.0,806.3333333333334,7.0
196,3936,2010-07-23 03:40:59.740,2019-08-28 03:46:33.133,46.0,0,916700.7400000001,3064.4655000000002,1230.0816666666667,8669.609283333333,2.0,2.0,1.0,286579.0,286579.0,2.0,0.030355923199514304,7999.0,75788.0,0.0,2.0,3.5,8.0,3.5355339059327378,7.0710678118654755,0.045025878623738996,1512.0,728.5,3.5
205,35224,2010-07-27 19:20:58.870,2019-08-31 18:13:17.207,88.0,0,17274.997,348.26155000000006,897.8168833333334,88.63361666666668,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3233.5,0.0,0.0,0.0,61.5,0.0,74.66592261534039,0.0,0.0,1477.75,0.0,61.5
207,421,2010-07-27 19:34:44.453,2012-08-26 19:20:57.103,4.0,1,427669.58400000003,183.982,7320.564433333334,4413.795,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4334.333333333333,0.0,1487.2,0.0,11.75,0.0,14.008925726121902,0.0,0.0,352.0,0.0,10.25
210,328,2010-07-27 19:50:09.937,2019-08-22 20:06:25.027,7.0,1,2928.183,625.7276666666668,854.7348333333334,135241.593,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1862.25,0.0,9868.8,0.0,10.5,0.0,11.090536506409418,0.0,0.0,1134.25,0.0,9.0
215,629,2010-07-27 20:15:17.740,2017-08-23 15:16:34.597,16.0,0,291523.43,566.6972166666667,323.94711666666666,3.11895,3.0,1.0,2.0,30582.0,30582.0,1.0,0.01984896919340736,442.0,18210.0,5875.333333333333,3.0,3.0,11.0,4.358898943540674,0.0,0.0,426.3333333333333,410.0,2.8333333333333335
219,126,2010-07-27 20:23:07.770,2010-09-05 05:49:50.697,4.0,1,2108576.713,2561.8132333333338,3492.5398333333337,1675.1186000000002,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2105.3333333333335,0.0,15711.25,0.0,4.75,0.0,3.4034296427770228,0.0,0.0,2289.25,0.0,2.7333333333333334
221,107228,2010-07-27 20:29:40.420,2014-06-16 15:45:34.640,650.0,0,223.11,252.5886166666667,5.9766666666666675,91.86910000000002,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1175.5,0.0,0.0,0.0,13.75,0.0,16.99754884289693,0.0,0.0,978.75,0.0,12.5
223,2131,2010-07-27 20:39:40.943,2018-09-12 04:14:56.337,25.0,0,874445.2300000001,3217.3929500000004,829.1212166666667,107.04983333333334,3.0,1.0,2.0,47313.0,47313.0,1.0,0.001939943425429884,24417.0,47313.0,0.0,1.0,7.0,1.0,6.082762530298219,0.0,0.001939943425429884,736.6666666666666,376.0,7.0
