Id,Reputation,CreationDate,LastAccessDate,numPosts,is_churn,gap1,num_answers,num_questions,ans_que_ratio,accepted_answerer_rep,max_rep_answerer,num_que_answered,time_for_first_ans,rep_questioner,rep_answerers,rep_co_answerers,num_answers_recvd,ans_score,que_score,ans_stddev,que_stddev,answering_speed,ans_comments,que_comments,relative_rank_pos
17,151,2010-07-20 19:05:37.193,2017-06-12 16:13:03.763,1.0,1,1137.63,0.0,1.0,0.0,164.0,164.0,1.0,0.019438675837401956,0.0,164.0,0.0,2.0,0.0,8.0,0.0,0.0,0.019438675837401956,0.0,107.0,0.0
19,513,2010-07-20 19:06:33.633,2018-02-22 12:51:09.673,16.0,0,1570.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,252.0,0.0,5.5
22,129,2010-07-20 19:07:09.327,2019-07-26 10:14:55.067,1.0,1,1835.7430000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,13184.0,0.0,2.0,0.0,0.0,0.0,0.0,558.0,0.0,1.0
24,415,2010-07-20 19:07:58.247,2019-05-13 11:25:16.987,3.0,0,2131.85,0.0,1.0,0.0,332.0,7999.0,1.0,0.25332168053602866,0.0,3942.6666666666665,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,163.0,0.0
25,4315,2010-07-20 19:09:19.663,2019-08-31 16:03:24.880,29.0,0,1878.804,1.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,0.0,2954.5,0.0,12.0,0.0,0.0,0.0,0.0,1624.0,0.0,4.0
26,1293,2010-07-20 19:09:40.130,2017-08-04 22:15:22.100,17.0,0,51820.143000000004,0.0,1.0,0.0,24417.0,32848.0,1.0,0.005755730261154749,0.0,21034.333333333332,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,356.0,0.0
28,206,2010-07-20 19:09:52.127,2019-08-28 06:36:18.363,1.0,1,29545.956000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4107.0,0.0,543.0,0.0,2.0,0.0,0.0,0.0,0.0,90.0,0.0,2.0
29,109,2010-07-20 19:10:05.323,2018-11-21 04:31:42.120,1.0,1,129.03,0.0,1.0,0.0,0.0,5730.0,1.0,0.5161290322580645,0.0,4307.25,0.0,19.0,0.0,109.0,0.0,0.0,0.5161290322580645,0.0,121.0,0.0
30,1838,2010-07-20 19:11:53.463,2016-03-28 05:19:21.697,24.0,0,7624.740000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,3503.6,0.0,40.0,0.0,0.0,0.0,0.0,139.0,0.0,40.0
31,2776,2010-07-20 19:12:52.807,2019-07-23 19:28:09.000,12.0,0,77.796,1.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,2776.0,0.0,9.0,0.0,0.0,0.0,0.0,388.0,0.0,9.0
32,156,2010-07-20 19:12:54.617,2019-06-18 10:39:41.093,1.0,1,1616585.1,0.0,1.0,0.0,1938.0,1938.0,1.0,0.004310242645109706,0.0,793.6666666666666,0.0,3.0,0.0,10.0,0.0,0.0,0.0012482660997609923,0.0,426.0,0.0
33,3995,2010-07-20 19:13:29.857,2019-08-30 12:47:52.133,11.0,0,590.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,0.0,2954.5,0.0,-2.0,0.0,0.0,0.0,0.0,856.0,0.0,-0.3333333333333333
34,548,2010-07-20 19:13:36.783,2010-08-12 21:23:22.993,2.0,0,2318.1440000000002,0.0,1.0,0.0,1310.0,113609.0,1.0,0.1785098001880303,0.0,19889.666666666668,0.0,8.0,0.0,32.0,0.0,0.0,0.009759449785885223,0.0,410.0,0.0
35,1310,2010-07-20 19:14:45.970,2017-07-06 10:06:04.703,12.0,0,511.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,0.0,2954.5,0.0,7.0,0.0,0.0,0.0,0.0,1680.0,0.0,1.75
37,706,2010-07-20 19:14:55.563,2019-08-21 18:20:00.437,5.0,0,1902.4840000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,0.0,706.0,0.0,2.0,0.0,0.0,0.0,0.0,95.0,0.0,2.0
38,1594,2010-07-20 19:15:29.773,2019-08-17 19:54:22.843,7.0,0,151.477,0.0,1.0,0.0,2920.0,222063.0,1.0,0.2597515043941296,0.0,63288.0,0.0,13.0,0.0,51.0,0.0,0.0,0.21575861369949956,0.0,217.0,0.0
39,61,2010-07-20 19:15:44.047,2019-07-15 13:30:46.643,1.0,1,2047.4530000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,0.0,2954.5,0.0,6.0,0.0,0.0,0.0,0.0,1134.0,0.0,1.2
40,378,2010-07-20 19:17:04.217,2010-12-24 20:14:30.710,2.0,0,307.973,0.0,1.0,0.0,1594.0,18711.0,1.0,0.5880047040376323,0.0,4452.666666666667,0.0,7.0,0.0,35.0,0.0,0.0,0.1570346630919732,0.0,440.0,0.0
41,203,2010-07-20 19:17:34.247,2018-04-10 17:13:57.193,4.0,0,146.29600000000002,0.0,1.0,0.0,1341.0,3874.0,1.0,0.2989879258709269,0.0,2607.5,0.0,7.0,0.0,41.0,0.0,0.0,0.1501761243064659,0.0,124.0,0.0
43,348,2010-07-20 19:18:28.160,2019-06-19 15:19:33.313,12.0,0,1829590.7000000002,0.0,1.0,0.0,348.0,348.0,1.0,0.05330712991747168,0.0,340.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,654.0,0.0
44,522,2010-07-20 19:18:39.377,2018-12-03 12:10:26.037,6.0,0,1434.123,0.0,1.0,0.0,3747.0,7787.0,1.0,0.15374759769378604,0.0,2992.3333333333335,0.0,7.0,0.0,11.0,0.0,0.0,0.0379135970333474,0.0,1604.0,0.0
45,2920,2010-07-20 19:18:47.830,2018-03-25 03:03:22.730,22.0,0,184.41000000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1594.0,0.0,1736.5,0.0,74.0,0.0,0.0,0.0,0.0,292.0,0.0,74.0
48,553,2010-07-20 19:19:56.347,2017-09-14 06:35:06.540,4.0,0,234.216,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1594.0,0.0,1736.5,0.0,22.0,0.0,0.0,0.0,0.0,656.0,0.0,11.0
49,259,2010-07-20 19:20:21.523,2018-02-06 09:46:57.453,2.0,0,573.254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,0.0,2954.5,0.0,15.0,0.0,0.0,0.0,0.0,133.0,0.0,7.5
50,792,2010-07-20 19:20:25.783,2019-05-09 15:51:13.460,10.0,0,2127.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,0.0,486.5,0.0,2.0,0.0,0.0,0.0,0.0,935.0,0.0,1.0
51,7999,2010-07-20 19:21:33.223,2019-08-30 04:41:15.113,53.0,0,265.26,0.0,1.0,0.0,3874.0,30582.0,1.0,0.12701450293932728,0.0,10426.75,0.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,591.0,0.0
52,383,2010-07-20 19:22:12.393,2019-07-17 08:46:11.943,6.0,0,776.8340000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,871.0,0.0,83.0
53,151,2010-07-20 19:22:37.260,2017-04-11 16:40:02.233,1.0,1,219.383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,0.0,1426.0,0.0,5.0,0.0,0.0,0.0,0.0,182.0,0.0,2.5
54,218,2010-07-20 19:22:49.430,2017-11-27 15:39:52.120,4.0,0,140.133,0.0,1.0,0.0,1594.0,286579.0,1.0,0.13888020887583413,0.0,43696.375,0.0,10.0,0.0,16.0,0.0,0.0,0.03658022329446147,0.0,562.0,0.0
55,630,2010-07-20 19:22:49.943,2017-12-07 09:05:26.133,6.0,0,228.24400000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,0.0,1426.0,0.0,4.0,0.0,0.0,0.0,0.0,408.0,0.0,1.3333333333333333
56,4301,2010-07-20 19:23:54.217,2019-07-31 21:59:01.333,29.0,0,225.216,1.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,518.0,0.0,2.6
58,126,2010-07-20 19:25:17.987,2018-07-28 11:50:31.567,2.0,0,12309962.356,0.0,1.0,0.0,71134.0,71134.0,1.0,0.020685040268602142,0.0,71134.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,790.0,0.0
59,2172,2010-07-20 19:26:06.223,2019-07-31 18:53:46.023,9.0,0,785.3340000000001,0.0,1.0,0.0,30582.0,30582.0,1.0,0.1351333090093377,0.0,12064.333333333334,0.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,354.0,0.0
60,2386,2010-07-20 19:28:29.697,2019-07-16 18:43:52.583,11.0,0,763292.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30582.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,464.0,0.0,9.0
62,26,2010-07-20 19:29:05.013,2016-09-08 17:28:08.630,1.0,1,19629.767,0.0,1.0,0.0,0.0,3781.0,1.0,7.314485180993218e-05,0.0,2289.0,0.0,2.0,0.0,5.0,0.0,0.0,7.278467442692742e-05,0.0,1247.0,0.0
63,332,2010-07-20 19:30:37.553,2018-08-14 13:13:13.263,2.0,0,678.134,0.0,1.0,0.0,0.0,6599.0,1.0,0.07947272496079345,0.0,5450.0,0.0,3.0,0.0,24.0,0.0,0.0,0.03681026761064553,0.0,263.0,0.0
64,208,2010-07-20 19:31:37.863,2017-02-14 15:11:57.447,2.0,0,9337848.4,0.0,1.0,0.0,0.0,42251.0,1.0,0.023684896141730416,0.0,21857.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,605.0,0.0
66,164,2010-07-20 19:33:32.023,2017-03-28 18:30:04.617,3.0,0,2549.4300000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,164.0,0.0,2.0,0.0,0.0,0.0,0.0,194.0,0.0,2.0
67,547,2010-07-20 19:33:50.337,2019-08-25 17:13:28.447,5.0,0,7809.893000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5775.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,449.0,0.0,14.0
71,113,2010-07-20 19:38:33.807,2018-12-14 12:55:36.163,1.0,1,12289828.473000001,0.0,1.0,0.0,30582.0,30582.0,1.0,0.046862808347515834,0.0,30582.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,561.0,0.0
72,30582,2010-07-20 19:41:06.357,2019-08-05 22:01:53.803,498.0,0,1026.386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,13184.0,0.0,23.0,0.0,0.0,0.0,0.0,2241.0,0.0,23.0
73,5775,2010-07-20 19:42:51.877,2013-12-01 04:08:32.473,32.0,0,3365.8230000000003,0.0,1.0,0.0,5145.0,134579.0,1.0,0.055401662049861494,0.0,43668.0,0.0,10.0,0.0,51.0,0.0,0.0,0.0,0.0,1076.0,0.0
76,6599,2010-07-20 19:44:54.913,2016-08-08 23:28:45.420,24.0,0,1450.7540000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,6599.0,0.0,25.0,0.0,0.0,0.0,0.0,1180.0,0.0,25.0
77,263,2010-07-20 19:46:22.087,2019-08-22 09:57:28.787,2.0,1,12704484.206,0.0,1.0,0.0,8618.0,222063.0,1.0,0.005959116290863275,0.0,76910.66666666667,0.0,3.0,0.0,30.0,0.0,0.0,3.311148263417298e-06,0.0,627.0,0.0
79,101,2010-07-20 19:51:42.527,2019-08-20 13:47:27.793,2.0,0,612.486,0.0,1.0,0.0,0.0,286579.0,1.0,0.4150812867519889,0.0,29970.70588235294,0.0,22.0,0.0,169.0,0.0,0.0,0.020025656411758005,0.0,413.0,0.0
80,3312,2010-07-20 19:53:23.177,2019-08-31 19:33:16.383,8.0,0,2669.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,0.0,1418.3333333333333,0.0,10.0,0.0,0.0,0.0,0.0,579.0,0.0,5.0
82,620,2010-07-20 19:56:08.320,2016-04-22 17:24:33.987,7.0,0,1361.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,363.0,0.0,33.0,0.0,0.0,0.0,0.0,424.0,0.0,33.0
84,136,2010-07-20 20:03:39.113,2016-12-19 18:03:04.557,2.0,0,384.944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,111.0,0.0,25.0
85,609,2010-07-20 20:07:23.347,2016-03-14 03:12:20.553,5.0,0,14709.603000000001,0.0,1.0,0.0,7787.0,7787.0,1.0,0.03624595782057888,0.0,4742.0,0.0,4.0,0.0,25.0,0.0,0.0,0.0,0.0,1229.0,0.0
86,225,2010-07-20 20:07:32.893,2018-08-23 09:09:42.963,4.0,0,1297.874,1.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,914.0,0.0,3.0
88,449,2010-07-20 20:10:27.490,2019-08-01 06:55:31.900,2.0,0,5454.033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7999.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,101.0,0.0,27.0
89,7205,2010-07-20 20:11:38.860,2019-08-27 19:08:34.413,46.0,0,44026.563,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3747.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,659.0,0.0,32.0
90,128,2010-07-20 20:12:38.827,2016-12-04 18:39:21.000,1.0,1,1239425.6400000001,0.0,1.0,0.0,10542.0,10542.0,1.0,0.01670527441197434,0.0,10542.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,168.0,0.0
91,313,2010-07-20 20:13:03.473,2019-07-02 18:48:43.117,9.0,0,87092.25700000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,293.0,0.0,2.0
92,781,2010-07-20 20:14:52.470,2019-08-12 14:40:28.930,18.0,0,329.75300000000004,0.0,1.0,0.0,62775.0,62775.0,1.0,0.0072245078424440804,0.0,31392.333333333332,0.0,5.0,0.0,17.0,0.0,0.0,1.703790049362341e-06,0.0,688.0,0.0
96,2993,2010-07-20 20:25:37.483,2019-08-28 07:28:50.037,60.0,0,534.8000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,564.0,0.0,0.6
97,1341,2010-07-20 20:32:57.387,2017-10-16 05:31:04.980,6.0,0,39601.020000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,2607.5,0.0,16.0,0.0,0.0,0.0,0.0,336.0,0.0,8.0
99,857,2010-07-20 20:44:17.127,2019-06-02 02:12:39.433,28.0,0,5031.263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,0.0,1418.3333333333333,0.0,15.0,0.0,0.0,0.0,0.0,3793.0,0.0,15.0
100,3474,2010-07-20 20:48:22.373,2018-10-04 13:01:05.743,27.0,0,43847.964,0.0,1.0,0.0,24417.0,69037.0,1.0,0.004700028513506315,0.0,37025.0,0.0,3.0,0.0,14.0,0.0,0.0,5.0750437843058685e-05,0.0,492.0,0.0
102,158,2010-07-20 20:50:08.783,2018-12-06 05:08:03.733,2.0,0,31912.65,0.0,1.0,0.0,0.0,30582.0,1.0,0.18668674586333286,0.0,6375.055555555556,0.0,30.0,0.0,100.0,0.0,0.0,4.680889720689816e-05,0.0,154.0,0.0
104,1420,2010-07-20 20:55:40.483,2019-08-30 18:19:04.073,12.0,0,653.1270000000001,0.0,1.0,0.0,7999.0,7999.0,1.0,0.07999253403015717,0.0,3651.285714285714,0.0,9.0,0.0,17.0,0.0,0.0,0.0002215855563645365,0.0,160.0,0.0
105,354,2010-07-20 20:58:04.427,2019-01-01 14:28:24.263,6.0,0,623.9060000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,445.0,0.0,12.0
106,3747,2010-07-20 21:06:09.213,2017-11-08 01:59:52.013,18.0,0,139.994,0.0,1.0,0.0,7999.0,222063.0,1.0,0.3424931215964746,0.0,70017.0,0.0,14.0,0.0,114.0,0.0,0.0,0.0,0.0,137.0,0.0
108,429,2010-07-20 21:06:54.327,2018-10-28 22:28:28.160,3.0,0,433.5,0.0,1.0,0.0,0.0,62775.0,1.0,0.20662864699561945,0.0,14343.625,0.0,10.0,0.0,29.0,0.0,0.0,0.04204701876543333,0.0,241.0,0.0
113,995,2010-07-20 21:35:52.643,2019-05-23 16:08:34.623,5.0,0,162.077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3747.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,1197.0,0.0,34.0
114,664,2010-07-20 21:38:48.073,2018-09-13 08:25:46.620,7.0,0,5508.8240000000005,0.0,1.0,0.0,0.0,6068.0,1.0,0.027950918187662457,0.0,4530.5,0.0,3.0,0.0,11.0,0.0,0.0,0.010004497021411122,0.0,2053.0,0.0
115,1075,2010-07-20 21:40:12.880,2013-07-23 19:44:46.113,11.0,0,15514.807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,3503.6,0.0,18.0,0.0,0.0,0.0,0.0,281.0,0.0,9.0
117,185,2010-07-20 21:48:14.270,2019-02-15 21:41:19.667,1.0,1,7565.9400000000005,0.0,1.0,0.0,0.0,69037.0,1.0,0.09692896722185425,0.0,23147.8,0.0,6.0,0.0,15.0,0.0,0.0,4.7244464520227226e-05,0.0,236.0,0.0
120,2033,2010-07-20 22:14:22.863,2019-06-18 22:35:39.210,26.0,0,3334.2400000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5775.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,137.0,0.0,30.0
121,253,2010-07-20 22:16:31.863,2016-04-26 17:48:19.430,32.0,0,9423.094000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,650.0,0.0,14.0
122,1763,2010-07-20 22:27:53.053,2019-01-02 08:42:13.383,9.0,0,848.224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,995.0,0.0,0.0,0.0,328.0,0.0,0.0,0.0,0.0,2591.0,0.0,328.0
123,5838,2010-07-20 23:04:55.970,2019-06-11 16:08:38.860,89.0,0,365.53000000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,995.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2107.0,0.0,0.6666666666666666
124,202,2010-07-20 23:09:59.630,2018-11-05 22:43:04.390,4.0,0,1463.3600000000001,0.0,1.0,0.0,3874.0,7999.0,1.0,0.06907906098529767,0.0,5936.5,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,560.0,0.0
128,575,2010-07-20 23:39:37.490,2017-10-21 20:18:29.807,4.0,0,1154.4270000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7999.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1236.0,0.0,21.0
129,384,2010-07-20 23:42:42.977,2019-02-14 19:02:34.647,8.0,0,394.68300000000005,0.0,1.0,0.0,664.0,664.0,1.0,0.15117805499353712,0.0,588.5,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,271.0,0.0
130,2582,2010-07-20 23:49:24.087,2019-08-31 02:39:42.973,30.0,0,789.1930000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2776.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,567.0,0.0,30.0
132,441,2010-07-20 23:54:35.497,2019-05-24 21:21:46.377,1.0,1,20587693.436,0.0,1.0,0.0,107228.0,107228.0,1.0,0.05800553759532243,0.0,73028.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,272.0,0.0
134,38,2010-07-20 23:55:37.053,2017-01-18 12:30:29.033,1.0,1,10035938.387,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,395.0,0.0,1.0
135,220,2010-07-20 23:58:29.483,2019-01-30 06:40:23.880,3.0,0,838.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,346.0,0.0,12.0
136,6068,2010-07-21 00:23:43.783,2019-08-29 05:28:58.897,42.0,0,1610.4170000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,0.0,6068.0,0.0,17.0,0.0,0.0,0.0,0.0,431.0,0.0,17.0
137,431,2010-07-21 01:00:20.560,2019-08-09 03:06:17.140,6.0,0,1687546.6030000001,0.0,1.0,0.0,14491.0,14491.0,1.0,0.06227981490439011,0.0,7102.333333333333,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1236.0,0.0
139,17838,2010-07-21 01:34:19.790,2014-02-26 05:52:00.410,135.0,0,21104.933,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2776.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,292.0,0.0,3.0
143,424,2010-07-21 02:34:00.037,2018-04-18 18:50:07.770,3.0,0,103871.31000000001,0.0,1.0,0.0,4301.0,7205.0,1.0,0.0639023231689588,0.0,5084.333333333333,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,156.0,0.0
144,263,2010-07-21 02:52:08.043,2017-06-14 10:26:10.453,7.0,0,50327.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1763.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,268.0,0.0,1.5
145,4107,2010-07-21 03:04:03.600,2013-04-22 02:36:22.793,26.0,0,943.2800000000001,0.0,1.0,0.0,33315.0,33315.0,1.0,0.3968175234618361,0.0,7698.625,0.0,8.0,0.0,104.0,0.0,0.0,0.19877698793374735,0.0,747.0,0.0
148,183,2010-07-21 03:23:57.897,2019-07-19 13:02:05.753,4.0,0,18543140.970000003,0.0,1.0,0.0,275257.0,275257.0,1.0,0.02335511846883843,0.0,152489.66666666666,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,798.0,0.0
149,422,2010-07-21 03:42:44.237,2019-05-25 15:43:02.467,7.0,1,35136.206000000006,0.0,1.0,0.0,1838.0,152201.0,1.0,0.2898774784524408,0.0,18299.944444444445,0.0,30.0,0.0,184.0,0.0,0.0,3.1527381196538482e-06,0.0,139.0,0.0
152,13825,2010-07-21 04:13:51.943,2019-08-31 23:56:01.313,122.0,0,188347.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7787.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,805.0,0.0,16.0
153,101,2010-07-21 04:55:18.357,2019-05-07 08:54:12.713,1.0,1,18123773.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,296,2010-07-21 05:46:53.047,2018-03-11 07:49:17.733,2.0,0,72326.03600000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5775.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1007.0,0.0,3.0
157,181,2010-07-21 06:15:27.437,2017-09-25 13:24:53.487,2.0,0,35619.876000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,0.0,486.5,0.0,5.0,0.0,0.0,0.0,0.0,911.0,0.0,5.0
160,2133,2010-07-21 07:18:19.487,2017-04-07 01:52:40.367,29.0,0,104008.633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1341.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,2850.0,0.0,48.0
161,370,2010-07-21 07:32:44.443,2018-10-20 17:52:24.710,4.0,1,7457406.5200000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,370.0,0.0,2.0,0.0,0.0,0.0,0.0,542.0,0.0,2.0
163,3565,2010-07-21 08:13:39.290,2019-08-28 07:15:07.707,39.0,0,519180.08700000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963.0,0.0,0.0
165,169,2010-07-21 08:44:03.087,2019-07-17 13:12:54.977,1.0,1,176288.19600000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1179.0,0.0,6.0
166,348,2010-07-21 08:58:20.180,2019-08-27 12:46:35.730,3.0,0,85398.31700000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1420.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,609.0,0.0,5.0
