Id,Reputation,CreationDate,LastAccessDate,numPosts,is_churn,gap1,gap2,num_answers,num_questions,ans_que_ratio,accepted_answerer_rep,max_rep_answerer,num_que_answered,time_for_first_ans,rep_questioner,rep_answerers,rep_co_answerers,num_answers_recvd,ans_score,que_score,ans_stddev,que_stddev,answering_speed,ans_comments,que_comments,relative_rank_pos
145,4107,2010-07-21 03:04:03.600,2013-04-22 02:36:22.793,26.0,0,943.2800000000001,22.31661666666667,1.0,1.0,1.0,33315.0,33315.0,1.0,0.11203582158668865,7999.0,8769.0,0.0,8.0,3.0,104.0,0.0,0.0,0.0007364524056586056,316.0,747.0,1.5
148,183,2010-07-21 03:23:57.897,2019-07-19 13:02:05.753,4.0,0,18543140.970000003,42.81716666666667,1.0,1.0,1.0,275257.0,275257.0,1.0,0.02335511846883843,183.0,152489.66666666666,183.0,3.0,0.0,3.0,0.0,0.0,0.02335511846883843,393.0,798.0,0.0
149,422,2010-07-21 03:42:44.237,2019-05-25 15:43:02.467,7.0,0,35136.206000000006,271961.1850666667,0.0,2.0,0.0,1838.0,182029.0,2.0,0.0031439559255106706,0.0,26982.473684210527,0.0,16.0,0.0,93.5,0.0,127.9863273947651,5.046977954527388e-05,0.0,186.0,0.0
152,13825,2010-07-21 04:13:51.943,2019-08-31 23:56:01.313,122.0,0,188347.67,548.3867333333334,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5281.5,0.0,0.0,0.0,18.0,0.0,2.8284271247461903,0.0,0.0,642.0,0.0,18.0
156,296,2010-07-21 05:46:53.047,2018-03-11 07:49:17.733,2.0,1,72326.03600000001,1824.0869500000001,1.0,1.0,1.0,424.0,7205.0,1.0,0.08199521694567817,5775.0,4111.8,0.0,5.0,3.0,28.0,0.0,0.0,0.04104158821236996,1007.0,124.0,3.0
157,181,2010-07-21 06:15:27.437,2017-09-25 13:24:53.487,2.0,1,35619.876000000004,282.8622833333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,971.0,0.0,982.0,0.0,6.0,0.0,1.4142135623730951,0.0,0.0,564.5,0.0,6.0
160,2133,2010-07-21 07:18:19.487,2017-04-07 01:52:40.367,29.0,0,104008.633,1301.7040000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15961.5,0.0,0.0,0.0,30.0,0.0,25.45584412271571,0.0,0.0,3147.5,0.0,30.0
161,370,2010-07-21 07:32:44.443,2018-10-20 17:52:24.710,4.0,0,7457406.5200000005,763220.0709,1.0,1.0,1.0,68125.0,68125.0,1.0,0.08320436656515733,0.0,68125.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,542.0,367.0,2.0
163,3565,2010-07-21 08:13:39.290,2019-08-28 07:15:07.707,39.0,0,519180.08700000006,3235.4823333333334,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7999.0,0.0,0.0,0.0,2.0,0.0,2.8284271247461903,0.0,0.0,936.0,0.0,2.0
166,348,2010-07-21 08:58:20.180,2019-08-27 12:46:35.730,3.0,0,85398.31700000001,1492.9119333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4709.5,0.0,0.0,0.0,4.5,0.0,0.7071067811865476,0.0,0.0,707.5,0.0,1.9166666666666665
171,6044,2010-07-21 12:03:21.157,2019-07-30 12:08:18.060,45.0,0,8913.41,19.120383333333336,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3973.5,0.0,0.0,0.0,44.0,0.0,1.4142135623730951,0.0,0.0,1746.0,0.0,44.0
172,1973,2010-07-21 12:04:25.587,2019-08-19 17:36:02.450,50.0,0,706.293,205.57955,1.0,1.0,1.0,13394.0,13394.0,1.0,0.015431951907865074,522.0,3927.5,982.0,5.0,2.0,16.0,0.0,0.0,0.007718401763134899,1271.0,604.0,0.8
173,18711,2010-07-21 12:37:43.490,2019-08-30 19:17:21.277,142.0,0,280.1,16.741283333333335,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1577.0,0.0,6108.0,0.0,26.5,0.0,4.949747468305833,0.0,0.0,550.0,0.0,26.5
175,166,2010-07-21 13:02:52.953,2019-08-27 17:47:14.857,3.0,1,201209.54400000002,8634.982266666668,1.0,1.0,1.0,6068.0,6068.0,1.0,0.08389308665037276,355.0,3680.5,0.0,2.0,4.0,6.0,0.0,0.0,0.0,252.0,1232.0,4.0
176,1914,2010-07-21 13:19:14.133,2015-03-15 04:31:26.797,20.0,0,549244.697,5.501716666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1594.0,0.0,0.0,0.0,6.0,0.0,2.8284271247461903,0.0,0.0,474.5,0.0,5.0
177,31,2010-07-21 13:20:02.790,2010-08-02 12:06:12.650,2.0,1,1106.49,11.369833333333334,2.0,0.0,0.0,0.0,0.0,0.0,0.0,949.5,0.0,194.0,0.0,2.5,0.0,0.7071067811865476,0.0,0.0,319.5,0.0,0.95
179,133,2010-07-21 13:53:58.480,2018-12-12 15:43:58.567,2.0,1,19990.833000000002,8512.266166666666,0.0,2.0,0.0,24417.0,24417.0,2.0,0.027167059758928563,0.0,4995.142857142857,0.0,14.0,0.0,86.5,0.0,118.08683245815344,4.4051406737991875e-05,0.0,222.0,0.0
