Id,Reputation,CreationDate,LastAccessDate,numPosts,is_churn,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9,gap10,gap11,num_answers,num_questions,ans_que_ratio,accepted_answerer_rep,max_rep_answerer,num_que_answered,time_for_first_ans,rep_questioner,rep_answerers,rep_co_answerers,num_answers_recvd,ans_score,que_score,ans_stddev,que_stddev,answering_speed,ans_comments,que_comments,relative_rank_pos
43,348,2010-07-20 19:18:28.160,2019-06-19 15:19:33.313,12.0,0,1829590.7000000002,132.34438333333335,1008.8712333333334,74634.80055,7727.677716666667,2737.3929000000003,2639.572666666667,9094.778500000002,83262.06676666667,66436.19978333333,339748.2153833333,1.0,10.0,0.18181818181818182,312479.0,312479.0,10.0,0.008731457000220995,348.0,64897.0625,340.0,2.2,5.0,3.4,0.0,3.7178249316263163,0.01882562112373194,464.0,1187.4,5.0
45,2920,2010-07-20 19:18:47.830,2018-03-25 03:03:22.730,22.0,0,184.41000000000003,8.967883333333333,1360.7207833333334,520.57195,698.8680500000002,146.56221666666667,1523.6939,553.52155,1614.9738333333335,27.434050000000003,535.2962333333334,8.0,3.0,2.25,30582.0,30582.0,3.0,0.04861519613800882,9732.4,26625.0,11420.25,1.3333333333333333,21.0,11.666666666666666,23.814761328698157,2.8867513459481287,0.03512257485937799,697.75,741.0,19.6875
51,7999,2010-07-20 19:21:33.223,2019-08-30 04:41:15.113,53.0,0,265.26,15.109666666666667,8.749500000000001,15.693333333333333,57.00916666666667,8.870166666666668,7.6547833333333335,17.621833333333335,5.364050000000001,22.31345,20.359283333333334,8.0,3.0,2.25,5775.0,30582.0,3.0,0.02478429744020891,2971.3333333333335,7766.428571428572,6324.711111111112,5.0,51.0,14.0,61.80845989252373,2.0,0.08619111958091326,1357.625,526.6666666666666,49.641666666666666
56,4301,2010-07-20 19:23:54.217,2019-07-31 21:59:01.333,29.0,0,225.216,6.190616666666667,13.289116666666668,7.3741,86.47623333333334,611.2529333333333,25.83206666666667,3.94705,268.583,1157.5413833333334,11.1059,10.0,1.0,5.5,3474.0,24417.0,1.0,0.20843972444268427,4388.666666666667,13945.5,6583.183333333333,3.0,17.9,8.0,26.442600309181227,0.0,0.11688862064078784,673.4,772.0,15.917217553688142
60,2386,2010-07-20 19:28:29.697,2019-07-16 18:43:52.583,11.0,1,763292.74,11491.939666666667,17747.7451,125619.88316666667,72143.83883333333,80528.16816666667,4187.561333333334,7047.51645,2513.7331166666672,5236.76505,238448.13333333333,8.0,3.0,2.25,222063.0,222063.0,3.0,0.021725030155548806,13035.0,59870.9,2386.0,5.666666666666667,14.25,73.33333333333333,11.756457192295889,96.46933882500353,0.12510142024111454,1256.125,1063.6666666666667,13.791666666666668
72,30582,2010-07-20 19:41:06.357,2019-08-05 22:01:53.803,498.0,0,1026.386,12.993783333333335,37.201550000000005,14.466166666666668,16.307616666666668,79.60661666666667,18.240666666666666,337.0595,83.87476666666666,1143.024666666667,190.77295,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5332.2,0.0,24005.01593137255,0.0,43.36363636363637,0.0,54.20013418299392,0.0,0.0,905.0909090909091,0.0,31.56060606060606
73,5775,2010-07-20 19:42:51.877,2013-12-01 04:08:32.473,32.0,0,3365.8230000000003,59.68566666666667,58.28616666666667,50.24705000000001,116.19473333333333,684.0104333333334,675.19495,64.83716666666666,72.78988333333334,476.70745,65.80171666666666,5.0,6.0,0.8571428571428571,24417.0,134579.0,6.0,0.015535028317120156,5284.333333333333,27851.78947368421,15772.633333333333,6.166666666666667,14.4,31.5,14.467204291085407,32.874001885988875,0.013353552576497374,1214.8,618.3333333333334,13.2
76,6599,2010-07-20 19:44:54.913,2016-08-08 23:28:45.420,24.0,0,1450.7540000000001,12.462333333333333,69.58583333333334,63.83016666666667,21.089833333333335,19.860599999999998,22.8774,410.0087666666667,51.46383333333334,592.5731166666667,202.5066666666667,8.0,3.0,2.25,222063.0,286579.0,3.0,0.00022863654367840394,4275.5,103645.0,29704.416666666668,3.0,37.75,22.666666666666668,37.647803957962054,24.193663082165408,0.004541996572822856,977.625,928.6666666666666,33.851190476190474
89,7205,2010-07-20 20:11:38.860,2019-08-27 19:08:34.413,46.0,0,44026.563,21.640333333333334,7.818733333333333,98.94366666666669,146.99955,2.38105,4.157666666666667,24.425733333333334,362.98850000000004,82.81288333333333,10.265833333333335,10.0,1.0,5.5,0.0,1075.0,1.0,0.026435992074489573,2325.4,1075.0,5672.8,2.0,21.6,33.0,21.792965225809297,0.0,0.026435992074489573,399.3,599.0,11.905238095238094
92,781,2010-07-20 20:14:52.470,2019-08-12 14:40:28.930,18.0,0,329.75300000000004,28.290066666666668,1447.2026,2217.4567833333335,5787.429883333333,41.55145,114419.984,16594.139333333336,234719.81711666667,75158.78171666666,54.09628333333333,7.0,4.0,1.6,62775.0,312479.0,4.0,0.011865380729662577,10812.666666666666,87614.0,1872.0,3.0,10.142857142857142,5.25,14.84844067490558,7.889866919029751,0.006445994856242035,1377.857142857143,824.5,5.345238095238095
96,2993,2010-07-20 20:25:37.483,2019-08-28 07:28:50.037,60.0,0,534.8000000000001,3.4091166666666672,19.064500000000002,34.722166666666666,7.401783333333333,68.76805,58.488283333333335,75.557,912.4653833333334,386.0762833333334,144.2375,10.0,1.0,5.5,24417.0,24417.0,1.0,0.1208605269518975,5275.4,9201.333333333334,11212.155555555555,3.0,13.0,15.0,26.587382136812362,0.0,0.0016225043126925557,563.4,557.0,11.035864661654134
99,857,2010-07-20 20:44:17.127,2019-06-02 02:12:39.433,28.0,0,5031.263,32.525000000000006,49.38928333333333,64.32816666666666,339.1977666666667,2312.0354500000003,227.92450000000002,241.68021666666667,766.5225000000002,376.66583333333335,1262.0945666666667,8.0,3.0,2.25,24417.0,24417.0,3.0,0.0012805736332435833,30582.0,6428.583333333333,0.0,7.333333333333333,14.125,34.333333333333336,16.260710755859176,33.85754470326124,0.010780269641876034,1297.0,377.0,4.4859068627450975
100,3474,2010-07-20 20:48:22.373,2018-10-04 13:01:05.743,27.0,0,43847.964,24.9921,225.9051166666667,1219.32095,36.84571666666667,106.08938333333334,300.2819,1007.2708833333334,20.715716666666665,153.28266666666667,1142.9694000000002,8.0,3.0,2.25,35224.0,69037.0,3.0,0.0005103749024343944,4590.714285714285,30960.285714285714,12879.5,3.3333333333333335,17.875,27.0,26.07920627626539,17.578395831246947,0.041356722481716776,951.25,519.0,12.831140350877194
104,1420,2010-07-20 20:55:40.483,2019-08-30 18:19:04.073,12.0,1,653.1270000000001,112.15395,51.97593333333334,1250.0054000000002,6730.901383333334,37576.12100000001,6282.874616666667,9.8835,4.948383333333334,86169.92916666667,19104.804283333335,1.0,10.0,0.18181818181818182,7999.0,312479.0,10.0,0.05884329383575307,1420.0,45051.41025641026,5050.8,7.2,2.0,27.1,0.0,19.209083499451214,0.02587391415512372,1643.0,314.0,0.4444444444444444
106,3747,2010-07-20 21:06:09.213,2017-11-08 01:59:52.013,18.0,0,139.994,11.394666666666668,14.144166666666669,0.46226666666666666,297.18961666666667,148.47283333333334,162.40900000000002,1253.4805000000001,258.58250000000004,6.444883333333334,126.81523333333334,5.0,6.0,0.8571428571428571,7999.0,222063.0,6.0,0.04458157958480678,2206.5,31799.772727272728,5050.8,12.333333333333334,8.4,69.66666666666667,8.384509526501834,49.31801563999374,0.06827103509090247,445.4,314.1666666666667,7.033333333333334
115,1075,2010-07-20 21:40:12.880,2013-07-23 19:44:46.113,11.0,1,15514.807,68.83166666666668,656.0202166666667,9.113283333333333,39.99733333333334,402.6617666666667,2962.3294000000005,27.847883333333336,4380.745716666667,834902.7897333334,22.76316666666667,9.0,2.0,3.3333333333333335,173217.0,173217.0,2.0,0.0011037319476591915,11108.75,59714.333333333336,21134.823529411766,2.0,15.555555555555555,7.0,12.410792794087643,8.48528137423857,0.0009305672705370278,554.4444444444445,1023.5,8.488247863247864
120,2033,2010-07-20 22:14:22.863,2019-06-18 22:35:39.210,26.0,0,3334.2400000000002,816.3040666666668,99.14116666666668,474.60805,241.96161666666666,2878.1991666666668,2177.4327166666667,606.1027166666667,1285.0089,6.964,207.0952166666667,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8920.222222222223,0.0,12138.0,0.0,9.727272727272727,0.0,15.349859341967333,0.0,0.0,734.0,0.0,6.103535353535355
121,253,2010-07-20 22:16:31.863,2016-04-26 17:48:19.430,32.0,0,9423.094000000001,17.119716666666665,407.88783333333333,696.8031666666667,1131.98945,809.3990500000001,1510.2507833333334,1447.3677166666669,3.935666666666667,1021.3361666666667,1736.7572166666666,6.0,5.0,1.1666666666666667,24417.0,62775.0,5.0,0.0004955748936624715,555.0,13546.90909090909,6761.9,2.4,9.0,15.2,7.321202087089251,16.26960356001338,0.029264265210355387,1123.5,1584.4,6.0
123,5838,2010-07-20 23:04:55.970,2019-06-11 16:08:38.860,89.0,0,365.53000000000003,81.81521666666667,98.77340000000001,32.27116666666667,55.56100000000001,175.528,72.51360000000001,220.8619,93.28193333333334,8.322066666666666,497.0781,9.0,2.0,3.3333333333333335,13394.0,24417.0,2.0,0.0008286028568859311,4173.428571428572,13294.5,10133.646666666667,3.5,7.888888888888889,18.0,8.417904199449595,12.727922061357855,0.024514738493072903,854.8888888888889,432.5,5.766666666666667
130,2582,2010-07-20 23:49:24.087,2019-08-31 02:39:42.973,30.0,0,789.1930000000001,118920.94671666667,6438.946166666667,4243.581783333333,11792.212716666667,21527.854333333333,8342.038333333334,9833.598733333334,36336.93538333334,4528.594500000001,80215.69388333334,9.0,2.0,3.3333333333333335,30582.0,312479.0,2.0,0.022628525783602277,5673.0,115399.33333333333,17718.3,2.5,11.444444444444445,10.0,11.663094691280602,5.656854249492381,0.0171266406608143,1162.3333333333333,707.0,8.222222222222221
136,6068,2010-07-21 00:23:43.783,2019-08-29 05:28:58.897,42.0,0,1610.4170000000001,11.865666666666668,1008.9392166666668,93.54906666666668,1850.9523333333336,266.99205,535.7601666666667,1.3307833333333334,0.6447666666666667,0.25766666666666665,128.28273333333334,10.0,1.0,5.5,286579.0,286579.0,1.0,0.014354077287615277,3306.2,76468.0,56385.25,5.0,14.0,139.0,17.530925056406275,0.0,0.00014926313900535566,605.5,147.0,7.127777777777777
139,17838,2010-07-21 01:34:19.790,2014-02-26 05:52:00.410,135.0,0,21104.933,9695.942116666667,3471.7378833333337,14127.564066666668,3166.231,14.947333333333335,5452.348433333334,19124.002233333336,12816.707383333334,4395.53295,57.480050000000006,10.0,1.0,5.5,0.0,71134.0,1.0,0.05431387991201152,15923.2,24969.666666666668,15475.0,4.0,9.4,9.0,17.60176758800724,0.0,0.027190044149979845,990.4,344.0,8.2
145,4107,2010-07-21 03:04:03.600,2013-04-22 02:36:22.793,26.0,0,943.2800000000001,22.31661666666667,42.23955,48.86995,59.61833333333334,2025.935666666667,9106.16805,12776.037450000002,15316.038666666667,7154.639,57157.043,3.0,8.0,0.4444444444444444,286579.0,315958.0,8.0,7.430192783853175e-05,5284.333333333333,37320.95652173913,16353.382352941177,8.0,147.33333333333334,62.25,145.51403139674653,103.97080634211017,0.03814729383921595,625.6666666666666,989.5,146.83333333333334
152,13825,2010-07-21 04:13:51.943,2019-08-31 23:56:01.313,122.0,0,188347.67,548.3867333333334,828.7219333333335,1458.0742833333336,4357.054833333334,2861.1534500000002,25.690600000000003,3595.197566666667,33.51766666666667,820.2908333333334,147.23783333333333,10.0,1.0,5.5,13825.0,13825.0,1.0,0.00015952679121247626,45165.142857142855,13825.0,74851.16666666667,1.0,12.7,12.0,8.680117766738217,0.0,0.0,506.8,1099.0,12.15
160,2133,2010-07-21 07:18:19.487,2017-04-07 01:52:40.367,29.0,0,104008.633,1301.7040000000002,170.76738333333336,2006.9425666666668,2040.7333833333334,62.30938333333334,2406.273666666667,512.2449,10205.401000000002,153.91733333333335,1330.7236000000003,6.0,5.0,1.1666666666666667,24417.0,315958.0,5.0,0.040827569387815094,30582.0,42347.833333333336,0.0,8.2,15.666666666666666,27.8,17.084105673598096,34.77355316903925,0.002500204864040771,1644.5,2272.6,14.111111111111109
163,3565,2010-07-21 08:13:39.290,2019-08-28 07:15:07.707,39.0,0,519180.08700000006,3235.4823333333334,2582.0135500000006,14592.808283333336,2.9858833333333337,29.731383333333333,24333.549283333337,50.66695000000001,47331.25533333334,18637.901166666667,43476.29233333333,8.0,3.0,2.25,19770.0,19770.0,3.0,0.014665052641835907,5265.5,6930.571428571428,6284.166666666666,3.3333333333333335,4.375,9.666666666666666,7.854707414756362,7.767453465154029,0.011127129231832464,623.125,535.6666666666666,2.9419642857142856
171,6044,2010-07-21 12:03:21.157,2019-07-30 12:08:18.060,45.0,0,8913.41,19.120383333333336,1276.6173333333334,1581.63655,320.05178333333333,1189.3474500000002,2434.034166666667,242.73038333333335,1296.1033833333336,1495.8745666666666,9080.264433333334,8.0,3.0,2.25,24417.0,113632.0,3.0,0.007662863630018553,5353.0,34413.875,18417.277777777777,5.333333333333333,21.875,31.333333333333332,15.198096685346586,20.79262689833426,0.002864445576865204,1311.5,263.6666666666667,21.875
172,1973,2010-07-21 12:04:25.587,2019-08-19 17:36:02.450,50.0,0,706.293,205.57955,151.02640000000002,1300.17855,160.70355,1277.263,3.34995,15355.49805,314.80723333333333,1115.3038833333335,1610.018616666667,9.0,2.0,3.3333333333333335,13394.0,19770.0,2.0,0.007519092385396343,4411.0,9093.5,11686.766666666668,5.0,5.222222222222222,9.5,2.5385910352879693,9.192388155425117,0.005278050142027739,505.6666666666667,1341.0,2.3703703703703702
173,18711,2010-07-21 12:37:43.490,2019-08-30 19:17:21.277,142.0,0,280.1,16.741283333333335,340.89660000000003,56.142833333333336,981.1301666666667,1444.2477333333334,2463.314766666667,4772.165116666667,23687.252,19.490383333333334,11644.050400000002,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8425.57142857143,0.0,17183.666666666668,0.0,15.454545454545455,0.0,12.209534277470508,0.0,0.0,933.1818181818181,0.0,13.606060606060607
176,1914,2010-07-21 13:19:14.133,2015-03-15 04:31:26.797,20.0,0,549244.697,5.501716666666667,7.456,11.339400000000001,68.71716666666667,52.031666666666666,24.053550000000005,77.30183333333335,12.221833333333334,7747.805216666667,4372.255566666668,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9779.25,0.0,8521.375,0.0,11.363636363636363,0.0,25.275572109341965,0.0,0.0,623.7272727272727,0.0,10.568181818181818
181,669,2010-07-21 17:41:37.893,2019-04-26 02:22:27.123,14.0,0,414079.55700000003,537.2382166666667,7213.369066666667,18434.335333333336,10313.716383333334,1406.4203833333333,101492.1279,60.12038333333334,15008.133883333334,32265.110566666666,8694.886266666666,3.0,8.0,0.4444444444444444,312479.0,312479.0,8.0,0.0026347103670852482,7999.0,65736.70833333333,0.0,3.75,2.6666666666666665,9.0,3.7859388972001824,4.105745103771404,0.02940251544033011,1105.0,647.25,2.6666666666666665
196,3936,2010-07-23 03:40:59.740,2019-08-28 03:46:33.133,46.0,0,916700.7400000001,3064.4655000000002,1230.0816666666667,8669.609283333333,118.61233333333334,23498.499933333333,7.418233333333334,7979.705383333334,10369.902116666668,8893.879933333335,1143.2362833333334,3.0,8.0,0.4444444444444444,286579.0,286579.0,8.0,0.007567410254061611,7999.0,122416.58333333333,0.0,2.25,3.3333333333333335,7.875,2.516611478423583,7.434235478033847,0.004322212285534185,1474.6666666666667,627.5,2.8333333333333335
205,35224,2010-07-27 19:20:58.870,2019-08-31 18:13:17.207,88.0,0,17274.997,348.26155000000006,897.8168833333334,88.63361666666668,288.16016666666667,2154.094716666667,304.48583333333335,114.57333333333334,827.6976166666667,406.06005000000005,850.9182333333334,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4859.8,0.0,35224.0,0.0,45.54545454545455,0.0,53.701701344303125,0.0,0.0,1308.7272727272727,0.0,44.27272727272727
215,629,2010-07-27 20:15:17.740,2017-08-23 15:16:34.597,16.0,0,291523.43,566.6972166666667,323.94711666666666,3.11895,10.494666666666667,13205.801933333334,428474.79311666667,7866.98855,133784.96283333335,142698.79845,92131.82071666668,5.0,6.0,0.8571428571428571,346372.0,346372.0,6.0,0.06351296564266125,0.0,78004.27272727272,0.0,6.833333333333333,3.8,36.0,3.8987177379235853,49.96798975344115,0.0365537687110893,398.2,716.5,2.21
221,107228,2010-07-27 20:29:40.420,2014-06-16 15:45:34.640,650.0,0,223.11,252.5886166666667,5.9766666666666675,91.86910000000002,6.610500000000001,26.164066666666667,813.6247166666667,2873.9478833333337,180.57206666666667,1528.3651666666667,365.78443333333337,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5920.555555555556,0.0,62394.7,0.0,13.181818181818182,0.0,11.556973494978536,0.0,0.0,1457.0,0.0,11.333333333333334
223,2131,2010-07-27 20:39:40.943,2018-09-12 04:14:56.337,25.0,0,874445.2300000001,3217.3929500000004,829.1212166666667,107.04983333333334,4172.0475,261.32550000000003,2034.5128333333334,130491.67606666667,11539.319933333334,14262.9509,68.20626666666666,9.0,2.0,3.3333333333333335,47313.0,47313.0,2.0,0.0033484568246070503,17968.833333333332,47313.0,2215.3333333333335,1.0,7.444444444444445,23.0,6.002314368456369,31.11269837220809,0.007081610575159674,541.7777777777778,343.0,7.0
226,19770,2010-07-27 20:44:37.420,2011-01-10 11:54:42.660,196.0,0,336584.617,2615.282383333333,47.443000000000005,67.5635,1481.1370500000003,1522.2121166666666,2231.6936166666665,301.5433833333334,45.36305000000001,147.64761666666666,1062.93755,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7577.5,0.0,15431.458333333334,0.0,6.636363636363637,0.0,4.6102652260521255,0.0,0.0,1132.6363636363637,0.0,6.136363636363637
232,286579,2010-07-27 21:00:44.887,2019-09-01 02:51:18.723,1436.0,0,129.806,5.61,5.7615,13.910950000000001,7.039550000000001,13.501783333333334,14.11145,19.59926666666667,8.143400000000002,44.56216666666667,16.614500000000003,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9874.2,0.0,154550.3267973856,0.0,33.90909090909091,0.0,39.465059344829434,0.0,0.0,1015.6363636363636,0.0,27.166666666666664
233,953,2010-07-27 21:02:39.857,2019-08-21 16:31:24.280,15.0,0,942.34,15.223166666666668,113.76516666666667,8443.181383333334,1008.3027833333333,1756.0025,1299.1528333333333,1243.241266666667,514.8561166666667,5.1993833333333335,4086.7536666666665,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2682.6666666666665,0.0,6238.666666666667,0.0,9.545454545454545,0.0,9.595453468842797,0.0,0.0,920.6363636363636,0.0,8.5
237,19006,2010-07-27 21:18:39.403,2019-08-31 17:09:23.470,130.0,0,765615.087,79.64678333333335,71.93288333333334,1351.9667166666668,10423.293233333334,9799.815216666668,8255.804216666667,23678.8219,11423.964883333334,4017.961883333334,17609.379233333333,4.0,7.0,0.625,286579.0,286579.0,7.0,3.083322297045097e-05,1099.5,90268.4,19006.0,2.7142857142857144,5.5,14.714285714285714,4.509249752822894,13.792682670100668,0.004641224704901331,622.25,863.2857142857143,4.527777777777778
242,222063,2010-07-27 21:36:11.267,2019-09-01 03:57:37.820,1912.0,0,21761.096,29.109,19.32345,17.502833333333335,487.96233333333333,876.2213833333334,6775.559616666667,5420.155216666667,55.76623333333334,156.32726666666667,2156.4764,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6325.0,0.0,155081.0,0.0,13.636363636363637,0.0,11.758169307104973,0.0,0.0,1155.0,0.0,9.412121212121212
247,5730,2010-07-27 21:56:25.567,2019-06-20 19:25:44.927,68.0,0,226.36300000000003,1.8114500000000002,1105.0684333333334,63.621233333333336,8.100666666666667,48.33488333333334,5.471216666666667,19.719283333333337,5.9893833333333335,7.261333333333334,3.0345000000000004,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10101.4,0.0,4568.0,0.0,28.272727272727273,0.0,60.051795825089044,0.0,0.0,483.72727272727275,0.0,24.103896103896105
249,2517,2010-07-27 21:58:53.070,2012-02-02 23:43:09.523,41.0,0,941004.177,1531.5604333333333,4615.752833333334,6825.025733333334,1070.4619333333335,499.48740000000004,1047.3404333333335,1337.3909500000002,12.33205,12899.67395,3260.180216666667,5.0,6.0,0.8571428571428571,286579.0,286579.0,6.0,0.013208658760134757,2993.0,126885.9,0.0,1.6666666666666667,3.8,8.333333333333334,2.949576240750525,5.750362307426087,0.025866747314665005,498.2,686.0,3.5
251,2950,2010-07-27 22:08:39.287,2018-11-05 20:34:59.070,32.0,0,8119.106000000001,70.91816666666666,1098.8462333333334,283.0063333333334,5394.9816,194.96373333333335,8643.154266666668,22135.97595,28942.3895,35242.81616666667,5629.709616666668,7.0,4.0,1.6,222063.0,222063.0,4.0,0.00011213557565629667,5929.0,37204.333333333336,10426.75,2.75,10.285714285714286,34.5,9.516902257112267,61.7170964968379,0.00729249218674045,1475.4285714285713,779.75,3.8738095238095234
263,1898,2010-07-27 22:32:24.477,2019-07-02 15:04:15.210,19.0,0,7741.150000000001,877.4661,35.960233333333335,7.773716666666667,8.764833333333334,250.47428333333335,61.57038333333334,9.145716666666667,3007.2003333333337,63.78128333333334,7555.451783333334,10.0,1.0,5.5,24417.0,52622.0,1.0,0.04566199620548811,8749.714285714286,29540.75,31424.888888888887,9.0,11.6,22.0,8.604908160140027,0.0,0.0012337415525604425,569.9,246.0,7.283333333333334
264,111821,2010-07-27 22:38:16.220,2019-08-28 02:07:43.113,777.0,0,19075.453,1476.7704,1679.2172666666668,94229.24866666667,14.465900000000001,18990.7715,9801.7996,1521.3271166666668,7195.214783333334,397.18210000000005,137056.26345000003,2.0,9.0,0.3,286579.0,286579.0,8.0,5.0371609692622536e-05,748.0,99377.25,111821.0,1.6666666666666667,6.0,8.777777777777779,5.656854249492381,7.378647873726218,0.04017746866660724,568.5,545.7777777777778,5.25
271,1545,2010-07-27 22:55:19.987,2019-06-21 11:14:39.207,39.0,0,377.87,29.160383333333336,74.60005000000001,8168.644116666667,7.4672833333333335,5029.839883333334,454.3372166666667,3108.8712333333333,414.2867166666667,40676.56888333334,1961.2536666666667,10.0,1.0,5.5,10542.0,286579.0,1.0,0.12735419536558085,6924.428571428572,109234.33333333333,22111.823529411766,3.0,4.8,7.0,4.341018825626588,0.0,0.0,916.3,533.0,2.316269841269841
272,769,2010-07-27 23:00:04.300,2019-05-19 14:52:31.040,12.0,1,549.253,1230.9608333333335,17.648500000000002,12.510166666666667,131.33906666666667,4.962000000000001,25.457383333333333,158227.81555,38.84395,73.43683333333334,193494.76688333333,8.0,3.0,2.25,346372.0,346372.0,3.0,0.04336972133267443,3701.0,160910.25,4568.0,1.3333333333333333,5.5,8.333333333333334,9.98570406702931,11.015141094572204,0.0,635.375,459.3333333333333,4.5375000000000005
