Id,Reputation,CreationDate,LastAccessDate,numPosts,is_churn,gap1,gap2,gap3,gap4,gap5,num_answers,num_questions,ans_que_ratio,accepted_answerer_rep,max_rep_answerer,num_que_answered,time_for_first_ans,rep_questioner,rep_answerers,rep_co_answerers,num_answers_recvd,ans_score,que_score,ans_stddev,que_stddev,answering_speed,ans_comments,que_comments,relative_rank_pos
35,1310,2010-07-20 19:14:45.970,2017-07-06 10:06:04.703,12.0,0,511.6,11.154783333333334,12.145100000000001,4.818616666666667,6.439383333333334,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2172.0,0.0,12064.333333333334,0.0,13.6,0.0,9.838699100999074,0.0,0.0,733.8,0.0,9.975238095238094
37,706,2010-07-20 19:14:55.563,2019-08-21 18:20:00.437,5.0,1,1902.4840000000002,8.4541,20.073833333333333,314136.47956666665,435219.2678833334,3.0,2.0,1.3333333333333333,286579.0,286579.0,2.0,0.10404140154172015,386.0,79796.25,0.0,3.5,2.0,56.0,1.0,63.63961030678928,0.10984395324056097,162.33333333333334,424.5,0.85
38,1594,2010-07-20 19:15:29.773,2019-08-17 19:54:22.843,7.0,0,151.477,5.883,3.74555,4.71045,1426.0620000000001,3.0,2.0,1.3333333333333333,18711.0,222063.0,2.0,0.1932003149165133,0.0,45718.375,0.0,8.5,15.666666666666666,32.0,5.686240703077327,26.870057685088806,0.1566263660682337,523.3333333333334,218.0,5.185185185185185
43,348,2010-07-20 19:18:28.160,2019-06-19 15:19:33.313,12.0,0,1829590.7000000002,132.34438333333335,1008.8712333333334,74634.80055,7727.677716666667,1.0,4.0,0.4,42251.0,312479.0,4.0,0.005019956698411292,348.0,74649.6,348.0,2.0,5.0,2.5,0.0,2.3804761428476167,0.007556044123771527,464.0,1023.0,5.0
44,522,2010-07-20 19:18:39.377,2018-12-03 12:10:26.037,6.0,0,1434.123,48.096333333333334,37013.32938333334,5747.2697333333335,4427.406100000001,0.0,5.0,0.0,222063.0,222063.0,5.0,0.0383220070512493,0.0,48375.42857142857,0.0,4.2,0.0,15.8,0.0,25.567557568137012,0.07681787495620787,0.0,1187.6,0.0
45,2920,2010-07-20 19:18:47.830,2018-03-25 03:03:22.730,22.0,0,184.41000000000003,8.967883333333333,1360.7207833333334,520.57195,698.8680500000002,4.0,1.0,2.5,0.0,18711.0,1.0,0.03512257485937799,2903.3333333333335,18711.0,2253.25,2.0,20.75,15.0,35.612497806247745,0.0,0.03512257485937799,449.75,1162.0,19.416666666666668
50,792,2010-07-20 19:20:25.783,2019-05-09 15:51:13.460,10.0,0,2127.59,8.4365,6.316666666666666,27.86606666666667,259.33605,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2659.3333333333335,0.0,2507.5833333333335,0.0,16.6,0.0,12.77888884058391,0.0,0.0,364.4,0.0,14.814285714285713
51,7999,2010-07-20 19:21:33.223,2019-08-30 04:41:15.113,53.0,0,265.26,15.109666666666667,8.749500000000001,15.693333333333333,57.00916666666667,4.0,1.0,2.5,3874.0,30582.0,1.0,0.12701450293932728,620.0,10426.75,7999.0,4.0,22.5,14.0,32.593455375785695,0.0,0.054334768116431606,1751.0,591.0,21.25
52,383,2010-07-20 19:22:12.393,2019-07-17 08:46:11.943,6.0,0,776.8340000000001,9586.229,8494.3711,171434.75290000002,73612.42466666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9325.333333333334,0.0,3428.5,0.0,35.4,0.0,73.0636708631588,0.0,0.0,1382.6,0.0,18.8
55,630,2010-07-20 19:22:49.943,2017-12-07 09:05:26.133,6.0,0,228.24400000000003,62745.12871666667,16.61171666666667,231.49423333333334,88469.67916666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,17807.0,0.0,29632.25,0.0,8.6,0.0,4.449719092257397,0.0,0.0,478.0,0.0,5.2
56,4301,2010-07-20 19:23:54.217,2019-07-31 21:59:01.333,29.0,0,225.216,6.190616666666667,13.289116666666668,7.3741,86.47623333333334,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3863.6666666666665,0.0,8934.944444444445,0.0,4.6,0.0,6.18869937870632,0.0,0.0,579.0,0.0,1.3192857142857144
59,2172,2010-07-20 19:26:06.223,2019-07-31 18:53:46.023,9.0,0,785.3340000000001,355.4357166666667,427.34833333333336,316.83428333333336,9140.2875,2.0,3.0,0.75,30582.0,62775.0,3.0,0.011663508555734302,1420.0,10979.666666666666,4688.5,4.333333333333333,21.0,28.0,8.48528137423857,11.789826122551595,0.054034859593634486,753.0,463.3333333333333,9.25
60,2386,2010-07-20 19:28:29.697,2019-07-16 18:43:52.583,11.0,0,763292.74,11491.939666666667,17747.7451,125619.88316666667,72143.83883333333,3.0,2.0,1.3333333333333333,222063.0,222063.0,2.0,0.030519386550157214,10599.0,85394.2,2048.5,5.5,16.333333333333332,95.5,19.087517736293876,125.15790027001891,0.0,844.6666666666666,1050.5,16.333333333333332
67,547,2010-07-20 19:33:50.337,2019-08-25 17:13:28.447,5.0,1,7809.893000000001,213214.96333333335,56086.83016666667,376846.2402166667,95210.45628333333,1.0,4.0,0.4,182029.0,277882.0,4.0,0.013386883096867986,5775.0,67448.3,1290.0,3.0,28.0,6.5,0.0,4.041451884327381,0.0,449.0,785.75,14.0
72,30582,2010-07-20 19:41:06.357,2019-08-05 22:01:53.803,498.0,0,1026.386,12.993783333333335,37.201550000000005,14.466166666666668,16.307616666666668,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5085.5,0.0,11245.541666666668,0.0,41.0,0.0,67.08203932499369,0.0,0.0,1094.4,0.0,18.759999999999998
73,5775,2010-07-20 19:42:51.877,2013-12-01 04:08:32.473,32.0,0,3365.8230000000003,59.68566666666667,58.28616666666667,50.24705000000001,116.19473333333333,2.0,3.0,0.75,6599.0,134579.0,3.0,0.09471291463209294,4304.0,23914.238095238095,3219.5,10.0,17.5,51.666666666666664,16.263455967290593,38.00438571182717,0.028183640898131683,1862.5,622.6666666666666,16.0
76,6599,2010-07-20 19:44:54.913,2016-08-08 23:28:45.420,24.0,0,1450.7540000000001,12.462333333333333,69.58583333333334,63.83016666666667,21.089833333333335,4.0,1.0,2.5,792.0,3874.0,1.0,0.05899008966493628,1885.5,2333.0,3317.708333333333,3.0,47.75,14.0,48.17589300331304,0.0,0.0407418423068873,1159.0,430.0,40.275
80,3312,2010-07-20 19:53:23.177,2019-08-31 19:33:16.383,8.0,0,2669.3,1046.4696000000001,121.61940000000001,7.414333333333333,352.04766666666666,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2377.75,0.0,3641.8541666666665,0.0,19.0,0.0,8.803408430829505,0.0,0.0,583.0,0.0,8.6
82,620,2010-07-20 19:56:08.320,2016-04-22 17:24:33.987,7.0,0,1361.27,32.29878333333333,11428.549216666668,11567.381166666666,5608.859833333334,2.0,3.0,0.75,7999.0,286579.0,3.0,0.10650093543321622,0.0,46064.1,0.0,4.333333333333333,18.0,11.0,21.213203435596427,7.0,0.06967277315181207,569.0,517.0,16.676470588235293
85,609,2010-07-20 20:07:23.347,2016-03-14 03:12:20.553,5.0,1,14709.603000000001,9180.807383333335,16881.096400000002,7070.189266666667,151183.19495,0.0,5.0,0.0,82449.0,286579.0,5.0,0.04779551168281624,0.0,43629.642857142855,0.0,3.8,0.0,20.0,0.0,18.986837546047525,0.020200513448020353,0.0,1176.4,0.0
89,7205,2010-07-20 20:11:38.860,2019-08-27 19:08:34.413,46.0,0,44026.563,21.640333333333334,7.818733333333333,98.94366666666669,146.99955,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2551.75,0.0,4412.166666666667,0.0,23.2,0.0,18.7136313953225,0.0,0.0,649.6,0.0,18.657142857142855
91,313,2010-07-20 20:13:03.473,2019-07-02 18:48:43.117,9.0,0,87092.25700000001,31885.803950000005,1207.2342666666668,5.735616666666667,12961.104716666667,4.0,1.0,2.5,0.0,30582.0,1.0,0.17434916908091835,813.6666666666666,12406.0,1556.7222222222224,8.0,7.5,17.0,6.8068592855540455,0.0,0.0687618238118392,582.75,1095.0,4.916666666666666
92,781,2010-07-20 20:14:52.470,2019-08-12 14:40:28.930,18.0,0,329.75300000000004,28.290066666666668,1447.2026,2217.4567833333335,5787.429883333333,4.0,1.0,2.5,62775.0,62775.0,1.0,0.0072245078424440804,1075.0,31392.333333333332,0.0,5.0,16.5,17.0,17.67295485574875,0.0,3.695663545434346e-05,1435.75,688.0,8.2
96,2993,2010-07-20 20:25:37.483,2019-08-28 07:28:50.037,60.0,0,534.8000000000001,3.4091166666666672,19.064500000000002,34.722166666666666,7.401783333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3348.0,0.0,2889.305555555555,0.0,5.4,0.0,4.277849927241488,0.0,0.0,414.8,0.0,1.6491596638655461
97,1341,2010-07-20 20:32:57.387,2017-10-16 05:31:04.980,6.0,1,39601.020000000004,9.838883333333335,10.483450000000001,1619.1907666666668,70.69250000000001,2.0,3.0,0.75,4301.0,35224.0,3.0,0.03252766523105213,0.0,5828.916666666667,0.0,5.0,10.0,36.666666666666664,8.48528137423857,33.85754470326124,0.008769162928196383,291.0,289.0,4.666666666666667
99,857,2010-07-20 20:44:17.127,2019-06-02 02:12:39.433,28.0,0,5031.263,32.525000000000006,49.38928333333333,64.32816666666666,339.1977666666667,4.0,1.0,2.5,3874.0,5730.0,1.0,0.04262111322085621,995.0,2833.4166666666665,2527.0833333333335,19.0,9.75,73.0,4.5,0.0,0.015737105210833175,1347.25,337.0,2.944444444444444
100,3474,2010-07-20 20:48:22.373,2018-10-04 13:01:05.743,27.0,0,43847.964,24.9921,225.9051166666667,1219.32095,36.84571666666667,4.0,1.0,2.5,24417.0,69037.0,1.0,0.004700028513506315,4116.333333333333,37025.0,4656.0,3.0,4.75,14.0,3.8622100754188224,0.0,5.0750437843058685e-05,793.25,492.0,3.963235294117647
104,1420,2010-07-20 20:55:40.483,2019-08-30 18:19:04.073,12.0,0,653.1270000000001,112.15395,51.97593333333334,1250.0054000000002,6730.901383333334,1.0,4.0,0.4,7999.0,24417.0,4.0,0.12422013049324707,1420.0,5276.318181818182,4313.75,9.5,2.0,22.25,0.0,6.3966136874651625,0.03299279935935243,1643.0,213.25,0.5714285714285714
105,354,2010-07-20 20:58:04.427,2019-01-01 14:28:24.263,6.0,1,623.9060000000001,4012.260166666667,4572.7173999999995,3006.0930000000003,38512.68350000001,1.0,4.0,0.4,0.0,222063.0,4.0,0.013418511809883836,0.0,36709.09090909091,0.0,4.5,12.0,17.5,0.0,9.848857801796104,9.456135306688724e-07,445.0,1006.25,12.0
106,3747,2010-07-20 21:06:09.213,2017-11-08 01:59:52.013,18.0,0,139.994,11.394666666666668,14.144166666666669,0.46226666666666666,297.18961666666667,2.0,3.0,0.75,7999.0,222063.0,3.0,0.1561050066344628,971.0,34807.692307692305,3944.25,8.666666666666666,6.0,51.0,2.8284271247461903,55.97320787662612,0.09108779930343011,737.5,157.66666666666666,5.0
113,995,2010-07-20 21:35:52.643,2019-05-23 16:08:34.623,5.0,1,162.077,39.021499999999996,1130.3123333333335,2668.816116666667,3020.6430000000005,3.0,2.0,1.3333333333333333,6044.0,222063.0,2.0,0.10135939846575656,2371.0,21850.416666666668,3149.416666666667,19.0,27.333333333333332,238.0,13.316656236958785,318.1980515339464,0.03134373517102666,2177.0,820.0,23.833333333333332
114,664,2010-07-20 21:38:48.073,2018-09-13 08:25:46.620,7.0,0,5508.8240000000005,45.2941,44.229400000000005,19.52455,1825.9787833333335,4.0,1.0,2.5,0.0,6068.0,1.0,0.027950918187662457,817.5,4530.5,1719.0833333333333,3.0,14.25,11.0,10.404326023342406,0.0,0.010004497021411122,521.0,2053.0,13.5
115,1075,2010-07-20 21:40:12.880,2013-07-23 19:44:46.113,11.0,0,15514.807,68.83166666666668,656.0202166666667,9.113283333333333,39.99733333333334,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2097.3333333333335,0.0,15095.464285714286,0.0,16.4,0.0,8.35463942968217,0.0,0.0,395.4,0.0,4.438961038961038
120,2033,2010-07-20 22:14:22.863,2019-06-18 22:35:39.210,26.0,0,3334.2400000000002,816.3040666666668,99.14116666666668,474.60805,241.96161666666666,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4873.4,0.0,2022.8333333333333,0.0,19.2,0.0,19.53714411064217,0.0,0.0,348.0,0.0,14.366666666666665
121,253,2010-07-20 22:16:31.863,2016-04-26 17:48:19.430,32.0,0,9423.094000000001,17.119716666666665,407.88783333333333,696.8031666666667,1131.98945,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1456.6666666666667,0.0,1653.5,0.0,6.6,0.0,4.878524367060187,0.0,0.0,771.6,0.0,2.06
122,1763,2010-07-20 22:27:53.053,2019-01-02 08:42:13.383,9.0,0,848.224,4.1341,27.390833333333333,359.32506666666666,104.75593333333335,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4212.0,0.0,11394.170634920636,0.0,96.6,0.0,134.37559302194725,0.0,0.0,980.4,0.0,84.49333333333334
123,5838,2010-07-20 23:04:55.970,2019-06-11 16:08:38.860,89.0,0,365.53000000000003,81.81521666666667,98.77340000000001,32.27116666666667,55.56100000000001,4.0,1.0,2.5,1973.0,13394.0,1.0,0.00041753662161516113,4212.0,7683.5,8919.861111111111,5.0,4.75,27.0,4.031128874149275,0.0,0.0004128695683240852,1144.5,803.0,2.8541666666666665
129,384,2010-07-20 23:42:42.977,2019-02-14 19:02:34.647,8.0,0,394.68300000000005,1261.5463333333332,4360.0355500000005,225723.7931666667,5032.2373333333335,2.0,3.0,0.75,10798.0,71134.0,3.0,0.09150479637641006,843.5,15787.0,918.6666666666666,2.0,3.0,8.333333333333334,1.4142135623730951,5.131601439446884,0.07758743503241698,347.5,459.0,2.3333333333333335
130,2582,2010-07-20 23:49:24.087,2019-08-31 02:39:42.973,30.0,0,789.1930000000001,118920.94671666667,6438.946166666667,4243.581783333333,11792.212716666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5673.0,0.0,3812.0277777777774,0.0,16.2,0.0,14.078352176302452,0.0,0.0,619.6,0.0,10.9
136,6068,2010-07-21 00:23:43.783,2019-08-29 05:28:58.897,42.0,0,1610.4170000000001,11.865666666666668,1008.9392166666668,93.54906666666668,1850.9523333333336,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2603.0,0.0,6994.861111111112,0.0,22.8,0.0,21.684095554115235,0.0,0.0,808.8,0.0,11.8
137,431,2010-07-21 01:00:20.560,2019-08-09 03:06:17.140,6.0,0,1687546.6030000001,17939.739116666668,1275.0186166666667,227392.90043333333,100905.99206666667,0.0,5.0,0.0,173285.0,173285.0,5.0,0.06325154697471014,0.0,16332.5625,0.0,4.6,0.0,4.8,0.0,1.9235384061671346,0.02875525336028558,0.0,1008.8,0.0
139,17838,2010-07-21 01:34:19.790,2014-02-26 05:52:00.410,135.0,0,21104.933,9695.942116666667,3471.7378833333337,14127.564066666668,3166.231,4.0,1.0,2.5,526.0,71134.0,1.0,0.05431387991201152,1938.5,18858.75,20079.5,4.0,5.25,9.0,2.872281323269014,0.0,0.03413263750543626,519.25,344.0,4.5
144,263,2010-07-21 02:52:08.043,2017-06-14 10:26:10.453,7.0,0,50327.87,11102.127166666667,10410.447116666668,229.86638333333335,17430.040233333337,3.0,2.0,1.3333333333333333,3781.0,30582.0,1.0,0.10520889225557345,1763.0,17181.5,0.0,1.0,2.6666666666666665,2.0,0.5773502691896258,1.4142135623730951,0.016756434610527397,712.0,1624.5,1.8095238095238095
145,4107,2010-07-21 03:04:03.600,2013-04-22 02:36:22.793,26.0,0,943.2800000000001,22.31661666666667,42.23955,48.86995,59.61833333333334,3.0,2.0,1.3333333333333333,33315.0,315958.0,2.0,0.17379894069545646,5284.333333333333,35353.0,27171.428571428572,22.5,147.33333333333334,205.0,145.51403139674653,142.8355697996826,0.014369903075794754,625.6666666666666,1140.5,146.83333333333334
149,422,2010-07-21 03:42:44.237,2019-05-25 15:43:02.467,7.0,0,35136.206000000006,271961.1850666667,7695.029883333334,46685.393950000005,1605.5247166666668,0.0,5.0,0.0,50225.0,182029.0,5.0,0.007048777114707145,0.0,26484.80769230769,0.0,8.2,0.0,40.0,0.0,80.55432949258531,0.020896747402738378,0.0,205.8,0.0
152,13825,2010-07-21 04:13:51.943,2019-08-31 23:56:01.313,122.0,0,188347.67,548.3867333333334,828.7219333333335,1458.0742833333336,4357.054833333334,5.0,0.0,0.0,0.0,0.0,0.0,0.0,60349.2,0.0,0.0,0.0,14.2,0.0,6.496152707564685,0.0,0.0,718.0,0.0,14.2
160,2133,2010-07-21 07:18:19.487,2017-04-07 01:52:40.367,29.0,0,104008.633,1301.7040000000002,170.76738333333336,2006.9425666666668,2040.7333833333334,2.0,3.0,0.75,24417.0,315958.0,3.0,0.037876850994362034,15961.5,45747.47619047619,2133.0,9.333333333333334,30.0,41.0,25.45584412271571,41.90465367951393,2.9588674188921282e-05,3147.5,2008.3333333333333,30.0
163,3565,2010-07-21 08:13:39.290,2019-08-28 07:15:07.707,39.0,0,519180.08700000006,3235.4823333333334,2582.0135500000006,14592.808283333336,2.9858833333333337,4.0,1.0,2.5,3565.0,13850.0,1.0,0.0305649004908723,4680.5,5971.333333333333,18994.666666666668,3.0,7.0,16.0,10.801234497346433,0.0,0.003073930620440437,611.25,203.0,4.125
171,6044,2010-07-21 12:03:21.157,2019-07-30 12:08:18.060,45.0,0,8913.41,19.120383333333336,1276.6173333333334,1581.63655,320.05178333333333,4.0,1.0,2.5,24417.0,24417.0,1.0,0.08804018153885432,4235.25,24417.0,6813.666666666666,7.0,27.25,55.0,19.56825660774783,0.0,0.0,1373.25,251.0,27.25
172,1973,2010-07-21 12:04:25.587,2019-08-19 17:36:02.450,50.0,0,706.293,205.57955,151.02640000000002,1300.17855,160.70355,4.0,1.0,2.5,13394.0,13394.0,1.0,0.015431951907865074,1901.25,7525.5,2076.4375,5.0,3.5,16.0,2.3804761428476167,0.0,0.007717651908472976,551.25,604.0,2.7337662337662336
173,18711,2010-07-21 12:37:43.490,2019-08-30 19:17:21.277,142.0,0,280.1,16.741283333333335,340.89660000000003,56.142833333333336,981.1301666666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3472.25,0.0,15550.25,0.0,18.0,0.0,8.631338250816034,0.0,0.0,599.2,0.0,16.3
176,1914,2010-07-21 13:19:14.133,2015-03-15 04:31:26.797,20.0,0,549244.697,5.501716666666667,7.456,11.339400000000001,68.71716666666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8666.5,0.0,1878.5,0.0,3.4,0.0,2.8809720581775866,0.0,0.0,665.0,0.0,2.85
180,388,2010-07-21 15:47:16.170,2018-07-18 18:07:36.410,5.0,1,122.763,9.541233333333334,19.396766666666668,438.60200000000003,6991.946166666667,3.0,2.0,1.3333333333333333,30582.0,50225.0,2.0,0.10618745448319007,4881.0,13843.42857142857,0.0,5.0,8.666666666666666,27.5,7.094598884597588,34.64823227814083,0.005614362484975297,971.0,207.0,3.2222222222222228
181,669,2010-07-21 17:41:37.893,2019-04-26 02:22:27.123,14.0,0,414079.55700000003,537.2382166666667,7213.369066666667,18434.335333333336,10313.716383333334,1.0,4.0,0.4,71134.0,222063.0,4.0,0.0017631407578593136,7999.0,37738.09090909091,0.0,3.5,7.0,8.25,0.0,2.6299556396765835,0.01586897427988242,1056.0,862.75,7.0
184,321,2010-07-21 21:58:05.573,2018-07-27 18:51:09.290,5.0,1,18339.424000000003,4338.863,91407.59243333334,144559.52295,535298.19755,2.0,3.0,0.75,42251.0,42251.0,3.0,0.043415025940478,321.0,25197.0,321.0,1.6666666666666667,4.0,9.0,4.242640687119285,11.269427669584644,0.00023047512677860536,1982.0,806.3333333333334,3.75
196,3936,2010-07-23 03:40:59.740,2019-08-28 03:46:33.133,46.0,0,916700.7400000001,3064.4655000000002,1230.0816666666667,8669.609283333333,118.61233333333334,2.0,3.0,0.75,286579.0,286579.0,3.0,0.0318339372054366,7999.0,117946.2,0.0,3.0,3.5,13.333333333333334,3.5355339059327378,10.503967504392488,0.045025878623738996,1512.0,781.0,3.5
205,35224,2010-07-27 19:20:58.870,2019-08-31 18:13:17.207,88.0,0,17274.997,348.26155000000006,897.8168833333334,88.63361666666668,288.16016666666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4822.0,0.0,0.0,0.0,73.4,0.0,69.9235296591927,0.0,0.0,1343.0,0.0,73.4
210,328,2010-07-27 19:50:09.937,2019-08-22 20:06:25.027,7.0,0,2928.183,625.7276666666668,854.7348333333334,135241.593,332101.65771666664,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2687.25,0.0,0.0,0.0,9.2,0.0,10.03493896344168,0.0,0.0,1068.0,0.0,7.673333333333334
215,629,2010-07-27 20:15:17.740,2017-08-23 15:16:34.597,16.0,0,291523.43,566.6972166666667,323.94711666666666,3.11895,10.494666666666667,4.0,1.0,2.5,30582.0,30582.0,1.0,0.01984896919340736,492.5,18210.0,6323.5,3.0,4.25,11.0,4.349329450233296,0.0,0.0,375.0,410.0,2.3333333333333335
221,107228,2010-07-27 20:29:40.420,2014-06-16 15:45:34.640,650.0,0,223.11,252.5886166666667,5.9766666666666675,91.86910000000002,6.610500000000001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2075.0,0.0,0.0,0.0,13.0,0.0,14.815532390029054,0.0,0.0,997.6,0.0,11.3
223,2131,2010-07-27 20:39:40.943,2018-09-12 04:14:56.337,25.0,0,874445.2300000001,3217.3929500000004,829.1212166666667,107.04983333333334,4172.0475,3.0,2.0,1.3333333333333333,47313.0,47313.0,2.0,0.0033484568246070503,24417.0,47313.0,0.0,1.0,7.0,23.0,6.082762530298219,31.11269837220809,0.007081610575159674,736.6666666666666,343.0,7.0
226,19770,2010-07-27 20:44:37.420,2011-01-10 11:54:42.660,196.0,0,336584.617,2615.282383333333,47.443000000000005,67.5635,1481.1370500000003,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9874.333333333334,0.0,0.0,0.0,10.4,0.0,4.277849927241488,0.0,0.0,1471.4,0.0,9.6
227,868,2010-07-27 20:49:48.907,2019-07-26 00:33:32.880,10.0,0,4570.29,14271.031933333335,494.45111666666674,7011.249616666667,7152.568266666667,3.0,2.0,1.3333333333333333,6044.0,6044.0,2.0,0.014735050891795979,504.0,3547.3333333333335,0.0,3.0,8.0,8.0,6.0,9.899494936611665,0.0022555201317765077,556.6666666666666,596.5,4.277777777777778
232,286579,2010-07-27 21:00:44.887,2019-09-01 02:51:18.723,1436.0,0,129.806,5.61,5.7615,13.910950000000001,7.039550000000001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0.0,12.437845472588892,0.0,0.0,928.6,0.0,13.1
233,953,2010-07-27 21:02:39.857,2019-08-21 16:31:24.280,15.0,0,942.34,15.223166666666668,113.76516666666667,8443.181383333334,1008.3027833333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2728.6666666666665,0.0,6353.25,0.0,13.8,0.0,12.070625501605125,0.0,0.0,1121.8,0.0,12.0
237,19006,2010-07-27 21:18:39.403,2019-08-31 17:09:23.470,130.0,0,765615.087,79.64678333333335,71.93288333333334,1351.9667166666668,10423.293233333334,2.0,3.0,0.75,286579.0,286579.0,3.0,0.001080734467143871,1146.5,165213.0,14773.0,2.6666666666666665,4.0,14.666666666666666,1.4142135623730951,21.1266025033211,0.0,550.5,607.0,2.5
241,152,2010-07-27 21:32:42.220,2019-07-15 21:31:58.960,9.0,0,9583574.49,102103.91278333333,82493.65238333333,8391.364450000001,1527.0450500000002,0.0,5.0,0.0,346372.0,346372.0,5.0,0.04688820195936418,0.0,67420.4,0.0,2.2,0.0,5.6,0.0,2.4083189157584592,0.0,0.0,444.8,0.0
242,222063,2010-07-27 21:36:11.267,2019-09-01 03:57:37.820,1912.0,0,21761.096,29.109,19.32345,17.502833333333335,487.96233333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5048.0,0.0,112488.0,0.0,15.4,0.0,11.970797801316335,0.0,0.0,1352.8,0.0,13.266666666666666
