Id,Reputation,CreationDate,LastAccessDate,numPosts,is_churn,gap1,gap2,gap3,gap4,gap5,gap6,num_answers,num_questions,ans_que_ratio,accepted_answerer_rep,max_rep_answerer,num_que_answered,time_for_first_ans,rep_questioner,rep_answerers,rep_co_answerers,num_answers_recvd,ans_score,que_score,ans_stddev,que_stddev,answering_speed,ans_comments,que_comments,relative_rank_pos
35,1310,2010-07-20 19:14:45.970,2017-07-06 10:06:04.703,12.0,0,511.6,11.154783333333334,12.145100000000001,4.818616666666667,6.439383333333334,145.18778333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2172.0,0.0,12064.333333333334,0.0,14.5,0.0,9.071934744033381,0.0,0.0,761.6666666666666,0.0,8.95
38,1594,2010-07-20 19:15:29.773,2019-08-17 19:54:22.843,7.0,0,151.477,5.883,3.74555,4.71045,1426.0620000000001,2771.473333333334,3.0,3.0,1.0,24417.0,222063.0,3.0,0.1593083891797742,0.0,36115.0,0.0,6.666666666666667,15.666666666666666,26.333333333333332,5.686240703077327,21.385353243127252,0.11749457312914811,523.3333333333334,352.6666666666667,5.236111111111111
43,348,2010-07-20 19:18:28.160,2019-06-19 15:19:33.313,12.0,0,1829590.7000000002,132.34438333333335,1008.8712333333334,74634.80055,7727.677716666667,2737.3929000000003,1.0,5.0,0.3333333333333333,275257.0,312479.0,5.0,0.006297175850446061,348.0,66187.7,348.0,2.6,5.0,3.8,0.0,3.5637059362410923,0.01328480990840818,464.0,1210.2,5.0
44,522,2010-07-20 19:18:39.377,2018-12-03 12:10:26.037,6.0,1,1434.123,48.096333333333334,37013.32938333334,5747.2697333333335,4427.406100000001,14407.209733333333,0.0,6.0,0.0,222063.0,222063.0,5.0,0.0383220070512493,0.0,48375.42857142857,0.0,3.5,0.0,13.5,0.0,23.552069972722144,0.07405203206580355,0.0,1289.1666666666667,0.0
45,2920,2010-07-20 19:18:47.830,2018-03-25 03:03:22.730,22.0,0,184.41000000000003,8.967883333333333,1360.7207833333334,520.57195,698.8680500000002,146.56221666666667,5.0,1.0,3.0,0.0,18711.0,1.0,0.03512257485937799,3046.0,18711.0,2253.25,2.0,18.8,15.0,31.148033645801785,0.0,0.03512257485937799,453.6,1162.0,16.7
50,792,2010-07-20 19:20:25.783,2019-05-09 15:51:13.460,10.0,0,2127.59,8.4365,6.316666666666666,27.86606666666667,259.33605,1198.7265000000002,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2349.5,0.0,2202.6875,0.0,14.166666666666666,0.0,12.890565025113007,0.0,0.0,324.1666666666667,0.0,12.44047619047619
51,7999,2010-07-20 19:21:33.223,2019-08-30 04:41:15.113,53.0,0,265.26,15.109666666666667,8.749500000000001,15.693333333333333,57.00916666666667,8.870166666666668,5.0,1.0,3.0,3874.0,30582.0,1.0,0.12701450293932728,2183.5,10426.75,7093.75,4.0,40.2,14.0,48.612755527741896,0.0,0.054334768116431606,1440.2,591.0,39.2
52,383,2010-07-20 19:22:12.393,2019-07-17 08:46:11.943,6.0,1,776.8340000000001,9586.229,8494.3711,171434.75290000002,73612.42466666667,33142.728500000005,5.0,1.0,3.0,0.0,3874.0,1.0,0.0010001421368666843,9325.333333333334,3874.0,3428.5,3.0,35.4,9.0,73.0636708631588,0.0,0.0,1382.6,173.0,18.8
55,630,2010-07-20 19:22:49.943,2017-12-07 09:05:26.133,6.0,1,228.24400000000003,62745.12871666667,16.61171666666667,231.49423333333334,88469.67916666667,98902.57255,6.0,0.0,0.0,0.0,0.0,0.0,0.0,13630.5,0.0,38472.666666666664,0.0,7.5,0.0,4.806245936279166,0.0,0.0,537.8333333333334,0.0,4.777777777777778
56,4301,2010-07-20 19:23:54.217,2019-07-31 21:59:01.333,29.0,0,225.216,6.190616666666667,13.289116666666668,7.3741,86.47623333333334,611.2529333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3863.6666666666665,0.0,8934.944444444445,0.0,4.5,0.0,5.540758070878027,0.0,0.0,577.6666666666666,0.0,1.2593073593073594
59,2172,2010-07-20 19:26:06.223,2019-07-31 18:53:46.023,9.0,0,785.3340000000001,355.4357166666667,427.34833333333336,316.83428333333336,9140.2875,7054.390383333333,3.0,3.0,1.0,30582.0,62775.0,3.0,0.011663508555734302,1420.0,10979.666666666666,4688.5,4.333333333333333,20.666666666666668,28.0,6.027713773341708,11.789826122551595,0.054034859593634486,1214.0,463.3333333333333,13.666666666666666
60,2386,2010-07-20 19:28:29.697,2019-07-16 18:43:52.583,11.0,0,763292.74,11491.939666666667,17747.7451,125619.88316666667,72143.83883333333,80528.16816666667,4.0,2.0,1.6666666666666667,222063.0,222063.0,2.0,0.030519386550157214,9639.0,85394.2,2048.5,5.5,17.5,95.5,15.758595538097085,125.15790027001891,0.0,819.5,1050.5,17.5
72,30582,2010-07-20 19:41:06.357,2019-08-05 22:01:53.803,498.0,0,1026.386,12.993783333333335,37.201550000000005,14.466166666666668,16.307616666666668,79.60661666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3650.6666666666665,0.0,17961.13888888889,0.0,35.166666666666664,0.0,61.677926899877775,0.0,0.0,972.6666666666666,0.0,16.133333333333333
73,5775,2010-07-20 19:42:51.877,2013-12-01 04:08:32.473,32.0,0,3365.8230000000003,59.68566666666667,58.28616666666667,50.24705000000001,116.19473333333333,684.0104333333334,2.0,4.0,0.6,6599.0,134579.0,4.0,0.01657916551533573,7999.0,25229.25,0.0,8.0,17.5,43.25,16.263455967290593,35.302266216207705,0.00841557868655172,1862.5,565.5,16.0
76,6599,2010-07-20 19:44:54.913,2016-08-08 23:28:45.420,24.0,0,1450.7540000000001,12.462333333333333,69.58583333333334,63.83016666666667,21.089833333333335,19.860599999999998,5.0,1.0,3.0,792.0,3874.0,1.0,0.05899008966493628,4275.5,2333.0,3367.0416666666665,3.0,51.6,14.0,42.600469480981076,0.0,0.0407418423068873,1315.0,430.0,46.233333333333334
80,3312,2010-07-20 19:53:23.177,2019-08-31 19:33:16.383,8.0,1,2669.3,1046.4696000000001,121.61940000000001,7.414333333333333,352.04766666666666,1102.8099333333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2723.6,0.0,8231.8,0.0,17.333333333333332,0.0,8.86942313043338,0.0,0.0,1007.3333333333334,0.0,8.388888888888888
82,620,2010-07-20 19:56:08.320,2016-04-22 17:24:33.987,7.0,1,1361.27,32.29878333333333,11428.549216666668,11567.381166666666,5608.859833333334,10172.355883333334,2.0,4.0,0.6,7999.0,286579.0,4.0,0.07336241337885878,0.0,40897.153846153844,0.0,4.25,18.0,9.25,21.213203435596427,6.701989754294367,0.06514000102413833,569.0,474.5,16.7
89,7205,2010-07-20 20:11:38.860,2019-08-27 19:08:34.413,46.0,0,44026.563,21.640333333333334,7.818733333333333,98.94366666666669,146.99955,2.38105,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2551.75,0.0,4980.333333333333,0.0,20.833333333333332,0.0,17.71346004220143,0.0,0.0,556.3333333333334,0.0,14.422619047619046
91,313,2010-07-20 20:13:03.473,2019-07-02 18:48:43.117,9.0,0,87092.25700000001,31885.803950000005,1207.2342666666668,5.735616666666667,12961.104716666667,7196.781000000001,4.0,2.0,1.6666666666666667,82449.0,222063.0,2.0,0.022968436965325887,313.0,52363.142857142855,288.6666666666667,5.0,7.5,11.5,6.8068592855540455,7.7781745930520225,0.0687618238118392,582.75,1138.5,4.916666666666666
92,781,2010-07-20 20:14:52.470,2019-08-12 14:40:28.930,18.0,0,329.75300000000004,28.290066666666668,1447.2026,2217.4567833333335,5787.429883333333,41.55145,5.0,1.0,3.0,62775.0,62775.0,1.0,0.0072245078424440804,15828.5,31392.333333333332,0.0,5.0,13.4,17.0,16.80178561939177,0.0,0.0024328070377842557,1372.2,688.0,6.6933333333333325
96,2993,2010-07-20 20:25:37.483,2019-08-28 07:28:50.037,60.0,0,534.8000000000001,3.4091166666666672,19.064500000000002,34.722166666666666,7.401783333333333,68.76805,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4510.75,0.0,6706.555555555556,0.0,19.166666666666668,0.0,33.93768799825154,0.0,0.0,454.8333333333333,0.0,16.06532999164578
97,1341,2010-07-20 20:32:57.387,2017-10-16 05:31:04.980,6.0,1,39601.020000000004,9.838883333333335,10.483450000000001,1619.1907666666668,70.69250000000001,612544.8293999999,2.0,4.0,0.6,4301.0,35224.0,4.0,0.03252766523105213,0.0,5828.916666666667,0.0,4.5,10.0,29.25,8.48528137423857,31.372758884101984,0.008769162928196383,291.0,324.75,4.666666666666667
99,857,2010-07-20 20:44:17.127,2019-06-02 02:12:39.433,28.0,0,5031.263,32.525000000000006,49.38928333333333,64.32816666666666,339.1977666666667,2312.0354500000003,5.0,1.0,3.0,3874.0,5730.0,1.0,0.04262111322085621,0.0,2833.4166666666665,0.0,19.0,9.2,73.0,4.08656334834051,0.0,0.015737105210833175,1349.6,337.0,2.7954545454545454
100,3474,2010-07-20 20:48:22.373,2018-10-04 13:01:05.743,27.0,0,43847.964,24.9921,225.9051166666667,1219.32095,36.84571666666667,106.08938333333334,5.0,1.0,3.0,24417.0,69037.0,1.0,0.004700028513506315,4024.0,37025.0,4656.0,3.0,4.6,14.0,3.361547262794322,0.0,5.0750437843058685e-05,686.0,492.0,3.9631578947368427
104,1420,2010-07-20 20:55:40.483,2019-08-30 18:19:04.073,12.0,0,653.1270000000001,112.15395,51.97593333333334,1250.0054000000002,6730.901383333334,37576.12100000001,1.0,5.0,0.3333333333333333,7999.0,62775.0,5.0,0.11151583097322466,1420.0,8437.68,4313.75,8.4,2.0,19.4,0.0,8.44393273303382,0.03294659216806841,1643.0,319.2,0.5714285714285714
105,354,2010-07-20 20:58:04.427,2019-01-01 14:28:24.263,6.0,1,623.9060000000001,4012.260166666667,4572.7173999999995,3006.0930000000003,38512.68350000001,556407.7742166667,1.0,5.0,0.3333333333333333,20011.0,222063.0,5.0,0.013572169741155195,0.0,35317.583333333336,0.0,3.8,12.0,15.4,0.0,9.736529155710468,0.14310102834518015,445.0,926.0,12.0
106,3747,2010-07-20 21:06:09.213,2017-11-08 01:59:52.013,18.0,0,139.994,11.394666666666668,14.144166666666669,0.46226666666666666,297.18961666666667,148.47283333333334,2.0,4.0,0.6,7999.0,222063.0,4.0,0.12183272975368468,971.0,33769.64705882353,3944.25,12.75,6.0,70.75,2.8284271247461903,60.406263472148865,0.08388902001892042,737.5,233.75,5.0
114,664,2010-07-20 21:38:48.073,2018-09-13 08:25:46.620,7.0,0,5508.8240000000005,45.2941,44.229400000000005,19.52455,1825.9787833333335,57160.084500000004,4.0,2.0,1.6666666666666667,107228.0,107228.0,2.0,0.03920087705428929,887.0,41188.6,1163.8333333333333,4.5,14.25,13.5,10.404326023342406,3.5355339059327378,0.010004497021411122,521.0,1845.5,13.5
115,1075,2010-07-20 21:40:12.880,2013-07-23 19:44:46.113,11.0,0,15514.807,68.83166666666668,656.0202166666667,9.113283333333333,39.99733333333334,402.6617666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3374.25,0.0,10481.511111111111,0.0,20.5,0.0,12.517987058628874,0.0,0.0,544.0,0.0,11.00915750915751
120,2033,2010-07-20 22:14:22.863,2019-06-18 22:35:39.210,26.0,0,3334.2400000000002,816.3040666666668,99.14116666666668,474.60805,241.96161666666666,2878.1991666666668,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5034.166666666667,0.0,2214.8333333333335,0.0,16.333333333333332,0.0,18.832595855767376,0.0,0.0,312.8333333333333,0.0,12.316666666666668
121,253,2010-07-20 22:16:31.863,2016-04-26 17:48:19.430,32.0,0,9423.094000000001,17.119716666666665,407.88783333333333,696.8031666666667,1131.98945,809.3990500000001,5.0,1.0,3.0,3474.0,3474.0,1.0,0.0019338810578703267,1456.6666666666667,3474.0,1653.5,1.0,6.6,7.0,4.878524367060187,0.0,0.0,771.6,1634.0,2.1
122,1763,2010-07-20 22:27:53.053,2019-01-02 08:42:13.383,9.0,0,848.224,4.1341,27.390833333333333,359.32506666666666,104.75593333333335,15.210233333333333,5.0,1.0,3.0,0.0,275257.0,1.0,0.6280355049405459,5284.333333333333,25089.8,15791.35,30.0,96.6,90.0,134.37559302194725,0.0,0.0009635874343772362,980.4,1835.0,77.97428571428571
123,5838,2010-07-20 23:04:55.970,2019-06-11 16:08:38.860,89.0,0,365.53000000000003,81.81521666666667,98.77340000000001,32.27116666666667,55.56100000000001,175.528,5.0,1.0,3.0,1973.0,13394.0,1.0,0.00041753662161516113,4657.25,7683.5,12787.166666666666,5.0,8.4,27.0,8.87693640846886,0.0,0.0004128695683240852,940.0,803.0,6.066666666666667
129,384,2010-07-20 23:42:42.977,2019-02-14 19:02:34.647,8.0,0,394.68300000000005,1261.5463333333332,4360.0355500000005,225723.7931666667,5032.2373333333335,166213.90806666669,3.0,3.0,1.0,10798.0,71134.0,3.0,0.09150479637641006,617.6666666666666,15787.0,685.3333333333334,2.0,2.3333333333333335,8.333333333333334,1.5275252316519468,5.131601439446884,0.07758743503241698,278.6666666666667,459.0,1.857142857142857
130,2582,2010-07-20 23:49:24.087,2019-08-31 02:39:42.973,30.0,0,789.1930000000001,118920.94671666667,6438.946166666667,4243.581783333333,11792.212716666667,21527.854333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5673.0,0.0,3812.0277777777774,0.0,15.166666666666666,0.0,12.843935014888025,0.0,0.0,1210.5,0.0,10.75
136,6068,2010-07-21 00:23:43.783,2019-08-29 05:28:58.897,42.0,0,1610.4170000000001,11.865666666666668,1008.9392166666668,93.54906666666668,1850.9523333333336,266.99205,5.0,1.0,3.0,286579.0,286579.0,1.0,0.014354077287615277,3005.0,76468.0,7218.444444444445,5.0,22.8,139.0,21.684095554115235,0.0,0.0,808.8,147.0,12.1
137,431,2010-07-21 01:00:20.560,2019-08-09 03:06:17.140,6.0,1,1687546.6030000001,17939.739116666668,1275.0186166666667,227392.90043333333,100905.99206666667,10337.589833333333,0.0,6.0,0.0,173285.0,173285.0,6.0,0.06958548122129479,0.0,22182.071428571428,0.0,4.333333333333333,0.0,10.666666666666666,0.0,14.472963299430655,0.07562146122158188,0.0,890.5,0.0
139,17838,2010-07-21 01:34:19.790,2014-02-26 05:52:00.410,135.0,0,21104.933,9695.942116666667,3471.7378833333337,14127.564066666668,3166.231,14.947333333333335,5.0,1.0,3.0,526.0,71134.0,1.0,0.05431387991201152,1938.5,18858.75,17104.25,4.0,4.4,9.0,3.1304951684997055,0.0,0.03413263750543626,581.6,344.0,3.4666666666666663
144,263,2010-07-21 02:52:08.043,2017-06-14 10:26:10.453,7.0,0,50327.87,11102.127166666667,10410.447116666668,229.86638333333335,17430.040233333337,12264.069666666668,4.0,2.0,1.6666666666666667,3781.0,30582.0,1.0,0.10520889225557345,1763.0,17181.5,3197.8333333333335,1.0,2.0,2.0,1.4142135623730951,1.4142135623730951,0.016756434610527397,900.0,1624.5,1.0
145,4107,2010-07-21 03:04:03.600,2013-04-22 02:36:22.793,26.0,0,943.2800000000001,22.31661666666667,42.23955,48.86995,59.61833333333334,2025.935666666667,3.0,3.0,1.0,33315.0,315958.0,3.0,0.07320349473483864,5284.333333333333,33783.117647058825,14068.35,16.333333333333332,147.33333333333334,149.33333333333334,145.51403139674653,139.63285191291243,0.0189278180038285,625.6666666666666,1602.6666666666667,146.83333333333334
149,422,2010-07-21 03:42:44.237,2019-05-25 15:43:02.467,7.0,0,35136.206000000006,271961.1850666667,7695.029883333334,46685.393950000005,1605.5247166666668,10451.34195,1.0,5.0,0.3333333333333333,50225.0,182029.0,5.0,0.007048777114707145,0.0,27483.36,0.0,8.2,15.0,40.0,0.0,80.55432949258531,0.019218370436330793,102.0,205.8,15.0
152,13825,2010-07-21 04:13:51.943,2019-08-31 23:56:01.313,122.0,0,188347.67,548.3867333333334,828.7219333333335,1458.0742833333336,4357.054833333334,2861.1534500000002,6.0,0.0,0.0,0.0,0.0,0.0,0.0,51491.833333333336,0.0,0.0,0.0,12.0,0.0,7.92464510246358,0.0,0.0,718.8333333333334,0.0,12.0
160,2133,2010-07-21 07:18:19.487,2017-04-07 01:52:40.367,29.0,0,104008.633,1301.7040000000002,170.76738333333336,2006.9425666666668,2040.7333833333334,62.30938333333334,3.0,3.0,1.0,24417.0,315958.0,3.0,0.037876850994362034,20835.0,45747.47619047619,2133.0,9.333333333333334,26.666666666666668,41.0,18.903262505010435,41.90465367951393,2.4149215785451528e-05,2581.3333333333335,2008.3333333333333,24.666666666666668
163,3565,2010-07-21 08:13:39.290,2019-08-28 07:15:07.707,39.0,0,519180.08700000006,3235.4823333333334,2582.0135500000006,14592.808283333336,2.9858833333333337,29.731383333333333,5.0,1.0,3.0,3565.0,13850.0,1.0,0.0305649004908723,4308.666666666667,5971.333333333333,12483.0,3.0,6.8,16.0,9.364827814754525,0.0,0.012237587243917726,664.6,203.0,4.5
171,6044,2010-07-21 12:03:21.157,2019-07-30 12:08:18.060,45.0,0,8913.41,19.120383333333336,1276.6173333333334,1581.63655,320.05178333333333,1189.3474500000002,5.0,1.0,3.0,24417.0,24417.0,1.0,0.08804018153885432,5430.25,24417.0,6813.666666666666,7.0,26.8,55.0,16.976454282328802,0.0,0.0,1341.8,251.0,26.8
172,1973,2010-07-21 12:04:25.587,2019-08-19 17:36:02.450,50.0,0,706.293,205.57955,151.02640000000002,1300.17855,160.70355,1277.263,5.0,1.0,3.0,13394.0,13394.0,1.0,0.015431951907865074,3248.0,7525.5,5156.395833333334,5.0,4.4,16.0,2.8809720581775866,0.0,0.007717651908472976,593.0,604.0,2.7203463203463203
173,18711,2010-07-21 12:37:43.490,2019-08-30 19:17:21.277,142.0,0,280.1,16.741283333333335,340.89660000000003,56.142833333333336,981.1301666666667,1444.2477333333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8894.2,0.0,15076.5,0.0,22.0,0.0,12.47397290361014,0.0,0.0,753.6666666666666,0.0,19.305555555555557
176,1914,2010-07-21 13:19:14.133,2015-03-15 04:31:26.797,20.0,0,549244.697,5.501716666666667,7.456,11.339400000000001,68.71716666666667,52.031666666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8594.0,0.0,1906.0,0.0,4.0,0.0,2.9664793948382653,0.0,0.0,607.1666666666666,0.0,3.5416666666666665
181,669,2010-07-21 17:41:37.893,2019-04-26 02:22:27.123,14.0,0,414079.55700000003,537.2382166666667,7213.369066666667,18434.335333333336,10313.716383333334,1406.4203833333333,2.0,4.0,0.6,71134.0,222063.0,4.0,0.0017631407578593136,7999.0,37738.09090909091,0.0,3.5,3.5,8.25,4.949747468305833,2.6299556396765835,0.01586897427988242,902.0,862.75,3.5
196,3936,2010-07-23 03:40:59.740,2019-08-28 03:46:33.133,46.0,0,916700.7400000001,3064.4655000000002,1230.0816666666667,8669.609283333333,118.61233333333334,23498.499933333333,2.0,4.0,0.6,286579.0,286579.0,4.0,0.006324302817421567,7999.0,101261.5,0.0,2.5,3.5,10.5,3.5355339059327378,10.279429296739517,0.045025878623738996,1512.0,630.25,3.5
205,35224,2010-07-27 19:20:58.870,2019-08-31 18:13:17.207,88.0,0,17274.997,348.26155000000006,897.8168833333334,88.63361666666668,288.16016666666667,2154.094716666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5076.0,0.0,0.0,0.0,61.833333333333336,0.0,68.65978929960875,0.0,0.0,1292.8333333333333,0.0,61.833333333333336
210,328,2010-07-27 19:50:09.937,2019-08-22 20:06:25.027,7.0,0,2928.183,625.7276666666668,854.7348333333334,135241.593,332101.65771666664,37272.908,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2687.25,0.0,3197.8333333333335,0.0,8.0,0.0,9.444575162494075,0.0,0.0,940.0,0.0,6.727777777777778
215,629,2010-07-27 20:15:17.740,2017-08-23 15:16:34.597,16.0,1,291523.43,566.6972166666667,323.94711666666666,3.11895,10.494666666666667,13205.801933333334,4.0,2.0,1.6666666666666667,30582.0,52622.0,2.0,0.031925702505130056,492.5,16372.75,7735.916666666667,13.5,4.25,73.5,4.349329450233296,88.38834764831844,0.051873598371402284,375.0,248.5,2.35
221,107228,2010-07-27 20:29:40.420,2014-06-16 15:45:34.640,650.0,0,223.11,252.5886166666667,5.9766666666666675,91.86910000000002,6.610500000000001,26.164066666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7660.5,0.0,0.0,0.0,12.333333333333334,0.0,13.351654079801001,0.0,0.0,999.8333333333334,0.0,10.916666666666666
223,2131,2010-07-27 20:39:40.943,2018-09-12 04:14:56.337,25.0,0,874445.2300000001,3217.3929500000004,829.1212166666667,107.04983333333334,4172.0475,261.32550000000003,4.0,2.0,1.6666666666666667,47313.0,47313.0,2.0,0.0033484568246070503,24417.0,47313.0,0.0,1.0,5.75,23.0,5.560275772537426,31.11269837220809,0.007081610575159674,736.5,343.0,5.25
226,19770,2010-07-27 20:44:37.420,2011-01-10 11:54:42.660,196.0,0,336584.617,2615.282383333333,47.443000000000005,67.5635,1481.1370500000003,1522.2121166666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7553.75,0.0,11524.333333333334,0.0,9.166666666666666,0.0,4.875106836436169,0.0,0.0,1304.0,0.0,8.25
227,868,2010-07-27 20:49:48.907,2019-07-26 00:33:32.880,10.0,0,4570.29,14271.031933333335,494.45111666666674,7011.249616666667,7152.568266666667,7275.077783333333,4.0,2.0,1.6666666666666667,6044.0,6044.0,2.0,0.014735050891795979,467.5,3547.3333333333335,868.0,3.0,7.75,8.0,4.924428900898052,9.899494936611665,0.0022555201317765077,788.25,596.5,5.116666666666667
232,286579,2010-07-27 21:00:44.887,2019-09-01 02:51:18.723,1436.0,0,129.806,5.61,5.7615,13.910950000000001,7.039550000000001,13.501783333333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5838.0,0.0,0.0,0.0,26.833333333333332,0.0,32.88414004754673,0.0,0.0,957.0,0.0,25.916666666666668
233,953,2010-07-27 21:02:39.857,2019-08-21 16:31:24.280,15.0,0,942.34,15.223166666666668,113.76516666666667,8443.181383333334,1008.3027833333333,1756.0025,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2708.6666666666665,0.0,11176.166666666668,0.0,12.833333333333334,0.0,11.052903087726168,0.0,0.0,1157.0,0.0,11.333333333333334
237,19006,2010-07-27 21:18:39.403,2019-08-31 17:09:23.470,130.0,0,765615.087,79.64678333333335,71.93288333333334,1351.9667166666668,10423.293233333334,9799.815216666668,2.0,4.0,0.6,286579.0,286579.0,4.0,0.001600657051934741,1146.5,209767.0,14335.4,3.0,4.0,16.75,1.4142135623730951,17.745891543302825,0.0,550.5,712.0,2.2142857142857144
241,152,2010-07-27 21:32:42.220,2019-07-15 21:31:58.960,9.0,1,9583574.49,102103.91278333333,82493.65238333333,8391.364450000001,1527.0450500000002,19013.53855,0.0,6.0,0.0,346372.0,346372.0,6.0,0.02462969088711699,0.0,77708.5,0.0,2.3333333333333335,0.0,5.5,0.0,2.16794833886788,0.09829619921363038,0.0,452.3333333333333,0.0
242,222063,2010-07-27 21:36:11.267,2019-09-01 03:57:37.820,1912.0,0,21761.096,29.109,19.32345,17.502833333333335,487.96233333333333,876.2213833333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5048.0,0.0,112488.0,0.0,14.833333333333334,0.0,10.796604404472115,0.0,0.0,1612.8333333333333,0.0,12.055555555555555
247,5730,2010-07-27 21:56:25.567,2019-06-20 19:25:44.927,68.0,0,226.36300000000003,1.8114500000000002,1105.0684333333334,63.621233333333336,8.100666666666667,48.33488333333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5953.0,0.0,0.0,0.0,16.5,0.0,21.833460559425756,0.0,0.0,596.0,0.0,9.107142857142858
