Id,Reputation,CreationDate,LastAccessDate,numPosts,is_churn,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9,gap10,num_answers,num_questions,ans_que_ratio,accepted_answerer_rep,max_rep_answerer,num_que_answered,time_for_first_ans,rep_questioner,rep_answerers,rep_co_answerers,num_answers_recvd,ans_score,que_score,ans_stddev,que_stddev,answering_speed,ans_comments,que_comments,relative_rank_pos
56,4301,2010-07-20 19:23:54.217,2019-07-31 21:59:01.333,29.0,0,225.216,6.190616666666667,13.289116666666668,7.3741,86.47623333333334,611.2529333333333,25.83206666666667,3.94705,268.583,1157.5413833333334,9.0,1.0,5.0,3474.0,24417.0,1.0,0.20843972444268427,4388.666666666667,13945.5,6583.183333333333,3.0,18.77777777777778,8.0,27.891655462601076,0.0,0.11688862064078784,686.8888888888889,772.0,16.5746861707646
60,2386,2010-07-20 19:28:29.697,2019-07-16 18:43:52.583,11.0,0,763292.74,11491.939666666667,17747.7451,125619.88316666667,72143.83883333333,80528.16816666667,4187.561333333334,7047.51645,2513.7331166666672,5236.76505,7.0,3.0,2.0,222063.0,222063.0,3.0,0.021725030155548806,14283.2,59870.9,2386.0,5.666666666666667,14.285714285714286,73.33333333333333,12.69795634100603,96.46933882500353,0.12510142024111454,1011.7142857142857,1063.6666666666667,13.761904761904763
72,30582,2010-07-20 19:41:06.357,2019-08-05 22:01:53.803,498.0,0,1026.386,12.993783333333335,37.201550000000005,14.466166666666668,16.307616666666668,79.60661666666667,18.240666666666666,337.0595,83.87476666666666,1143.024666666667,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5332.2,0.0,24642.979166666664,0.0,33.8,0.0,46.326858060716546,0.0,0.0,872.2,0.0,20.816666666666666
73,5775,2010-07-20 19:42:51.877,2013-12-01 04:08:32.473,32.0,0,3365.8230000000003,59.68566666666667,58.28616666666667,50.24705000000001,116.19473333333333,684.0104333333334,675.19495,64.83716666666666,72.78988333333334,476.70745,4.0,6.0,0.7142857142857143,24417.0,134579.0,6.0,0.015535028317120156,5284.333333333333,27851.78947368421,15772.633333333333,6.166666666666667,16.5,31.5,15.800843859321775,32.874001885988875,0.013353552576497374,1399.5,618.3333333333334,15.75
76,6599,2010-07-20 19:44:54.913,2016-08-08 23:28:45.420,24.0,0,1450.7540000000001,12.462333333333333,69.58583333333334,63.83016666666667,21.089833333333335,19.860599999999998,22.8774,410.0087666666667,51.46383333333334,592.5731166666667,7.0,3.0,2.0,222063.0,286579.0,3.0,0.00022911682378666832,4275.5,90788.375,29704.416666666668,3.0,41.714285714285715,22.666666666666668,38.818871208534155,24.193663082165408,0.01361667875484176,1071.142857142857,928.6666666666666,37.306122448979586
89,7205,2010-07-20 20:11:38.860,2019-08-27 19:08:34.413,46.0,0,44026.563,21.640333333333334,7.818733333333333,98.94366666666669,146.99955,2.38105,4.157666666666667,24.425733333333334,362.98850000000004,82.81288333333333,9.0,1.0,5.0,792.0,1075.0,1.0,0.11521334631403701,2551.75,933.5,5949.0,2.0,23.22222222222222,33.0,22.465405503672628,0.0,0.07082466919426329,422.3333333333333,599.0,12.45026455026455
92,781,2010-07-20 20:14:52.470,2019-08-12 14:40:28.930,18.0,0,329.75300000000004,28.290066666666668,1447.2026,2217.4567833333335,5787.429883333333,41.55145,114419.984,16594.139333333336,234719.81711666667,75158.78171666666,6.0,4.0,1.4,62775.0,312479.0,4.0,0.011865380729662577,15828.5,87614.0,2963.0,3.0,11.833333333333334,5.25,15.510211689937268,7.889866919029751,0.0024328070377842557,1259.1666666666667,824.5,6.236111111111111
96,2993,2010-07-20 20:25:37.483,2019-08-28 07:28:50.037,60.0,0,534.8000000000001,3.4091166666666672,19.064500000000002,34.722166666666666,7.401783333333333,68.76805,58.488283333333335,75.557,912.4653833333334,386.0762833333334,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5275.4,0.0,11116.166666666666,0.0,13.0,0.0,26.587382136812362,0.0,0.0,563.4,0.0,10.982857142857142
99,857,2010-07-20 20:44:17.127,2019-06-02 02:12:39.433,28.0,0,5031.263,32.525000000000006,49.38928333333333,64.32816666666666,339.1977666666667,2312.0354500000003,227.92450000000002,241.68021666666667,766.5225000000002,376.66583333333335,7.0,3.0,2.0,24417.0,24417.0,3.0,0.0012828209746360635,30582.0,5995.0,0.0,7.333333333333333,14.428571428571429,34.333333333333336,17.539072028446874,33.85754470326124,0.015328961581730345,1445.5714285714287,377.0,4.604641856742697
100,3474,2010-07-20 20:48:22.373,2018-10-04 13:01:05.743,27.0,0,43847.964,24.9921,225.9051166666667,1219.32095,36.84571666666667,106.08938333333334,300.2819,1007.2708833333334,20.715716666666665,153.28266666666667,8.0,2.0,3.0,30582.0,69037.0,2.0,0.009186162638253661,4590.714285714285,30249.666666666668,12879.5,3.5,17.875,30.5,26.07920627626539,23.33452377915607,0.05165173593498923,951.25,462.0,12.827380952380953
104,1420,2010-07-20 20:55:40.483,2019-08-30 18:19:04.073,12.0,0,653.1270000000001,112.15395,51.97593333333334,1250.0054000000002,6730.901383333334,37576.12100000001,6282.874616666667,9.8835,4.948383333333334,86169.92916666667,1.0,9.0,0.2,7999.0,286579.0,9.0,0.1001612967845998,1420.0,36883.39473684211,5050.8,7.777777777777778,2.0,30.0,0.0,17.90251378996816,0.028929594611010974,1643.0,253.22222222222223,0.4444444444444444
106,3747,2010-07-20 21:06:09.213,2017-11-08 01:59:52.013,18.0,0,139.994,11.394666666666668,14.144166666666669,0.46226666666666666,297.18961666666667,148.47283333333334,162.40900000000002,1253.4805000000001,258.58250000000004,6.444883333333334,4.0,6.0,0.7142857142857143,7999.0,222063.0,6.0,0.04458157958480678,2206.5,31799.772727272728,5050.8,12.333333333333334,9.5,69.66666666666667,9.255628917943215,49.31801563999374,0.07021810698361895,515.75,314.1666666666667,8.458333333333334
115,1075,2010-07-20 21:40:12.880,2013-07-23 19:44:46.113,11.0,0,15514.807,68.83166666666668,656.0202166666667,9.113283333333333,39.99733333333334,402.6617666666667,2962.3294000000005,27.847883333333336,4380.745716666667,834902.7897333334,9.0,1.0,5.0,5145.0,5145.0,1.0,0.001682347076052743,11108.75,2963.0,22340.0,3.0,15.555555555555555,13.0,12.410792794087643,0.0,0.0009305672705370278,554.4444444444445,1172.0,8.476851851851851
120,2033,2010-07-20 22:14:22.863,2019-06-18 22:35:39.210,26.0,0,3334.2400000000002,816.3040666666668,99.14116666666668,474.60805,241.96161666666666,2878.1991666666668,2177.4327166666667,606.1027166666667,1285.0089,6.964,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9035.375,0.0,12138.0,0.0,10.5,0.0,15.953056133543816,0.0,0.0,684.7,0.0,6.670238095238095
121,253,2010-07-20 22:16:31.863,2016-04-26 17:48:19.430,32.0,0,9423.094000000001,17.119716666666665,407.88783333333333,696.8031666666667,1131.98945,809.3990500000001,1510.2507833333334,1447.3677166666669,3.935666666666667,1021.3361666666667,6.0,4.0,1.4,8841.0,62775.0,4.0,0.00039824568395515237,555.0,13111.111111111111,6617.916666666667,2.25,9.0,16.0,7.321202087089251,18.672618098881223,0.029264265210355387,1123.5,1743.0,5.333333333333333
123,5838,2010-07-20 23:04:55.970,2019-06-11 16:08:38.860,89.0,0,365.53000000000003,81.81521666666667,98.77340000000001,32.27116666666667,55.56100000000001,175.528,72.51360000000001,220.8619,93.28193333333334,8.322066666666666,8.0,2.0,3.0,13394.0,24417.0,2.0,0.0008286028568859311,3535.8333333333335,13294.5,10133.646666666667,3.5,8.5,18.0,8.783100656536798,12.727922061357855,0.024514738493072903,897.5,432.5,6.186111111111112
130,2582,2010-07-20 23:49:24.087,2019-08-31 02:39:42.973,30.0,0,789.1930000000001,118920.94671666667,6438.946166666667,4243.581783333333,11792.212716666667,21527.854333333333,8342.038333333334,9833.598733333334,36336.93538333334,4528.594500000001,8.0,2.0,3.0,30582.0,312479.0,2.0,0.022628525783602277,5673.0,115399.33333333333,17718.3,2.5,12.625,10.0,11.879604370516722,5.656854249492381,0.0171266406608143,1296.375,707.0,9.0
136,6068,2010-07-21 00:23:43.783,2019-08-29 05:28:58.897,42.0,0,1610.4170000000001,11.865666666666668,1008.9392166666668,93.54906666666668,1850.9523333333336,266.99205,535.7601666666667,1.3307833333333334,0.6447666666666667,0.25766666666666665,9.0,1.0,5.0,286579.0,286579.0,1.0,0.014354077287615277,3306.2,76468.0,45521.0,5.0,14.11111111111111,139.0,18.590618900701266,0.0,0.00014926313900535566,646.0,147.0,6.5033670033670035
139,17838,2010-07-21 01:34:19.790,2014-02-26 05:52:00.410,135.0,0,21104.933,9695.942116666667,3471.7378833333337,14127.564066666668,3166.231,14.947333333333335,5452.348433333334,19124.002233333336,12816.707383333334,4395.53295,9.0,1.0,5.0,0.0,71134.0,1.0,0.05431387991201152,15923.2,24969.666666666668,15475.0,4.0,9.777777777777779,9.0,18.62644476126468,0.0,0.027190044149979845,1016.0,344.0,8.88888888888889
145,4107,2010-07-21 03:04:03.600,2013-04-22 02:36:22.793,26.0,0,943.2800000000001,22.31661666666667,42.23955,48.86995,59.61833333333334,2025.935666666667,9106.16805,12776.037450000002,15316.038666666667,7154.639,3.0,7.0,0.5,286579.0,315958.0,7.0,0.0006444366426012132,5284.333333333333,38098.24444444444,16643.5,9.0,147.33333333333334,70.0,145.51403139674653,109.77704678119193,0.04191635813142672,625.6666666666666,994.2857142857143,146.83333333333334
152,13825,2010-07-21 04:13:51.943,2019-08-31 23:56:01.313,122.0,0,188347.67,548.3867333333334,828.7219333333335,1458.0742833333336,4357.054833333334,2861.1534500000002,25.690600000000003,3595.197566666667,33.51766666666667,820.2908333333334,9.0,1.0,5.0,13825.0,13825.0,1.0,0.00015952679121247626,51491.833333333336,13825.0,74851.16666666667,1.0,13.777777777777779,12.0,8.467257197253693,0.0,0.0,556.0,1099.0,13.333333333333334
160,2133,2010-07-21 07:18:19.487,2017-04-07 01:52:40.367,29.0,0,104008.633,1301.7040000000002,170.76738333333336,2006.9425666666668,2040.7333833333334,62.30938333333334,2406.273666666667,512.2449,10205.401000000002,153.91733333333335,5.0,5.0,1.0,24417.0,315958.0,5.0,0.040827569387815094,30582.0,39123.307692307695,0.0,8.2,17.2,27.8,18.633303518163384,34.77355316903925,0.0022925210534378627,1825.0,2272.6,15.333333333333332
163,3565,2010-07-21 08:13:39.290,2019-08-28 07:15:07.707,39.0,0,519180.08700000006,3235.4823333333334,2582.0135500000006,14592.808283333336,2.9858833333333337,29.731383333333333,24333.549283333337,50.66695000000001,47331.25533333334,18637.901166666667,8.0,2.0,3.0,19770.0,19770.0,2.0,0.025609932556242613,5265.5,8378.4,6284.166666666666,3.0,4.375,8.5,7.854707414756362,10.606601717798213,0.014687536855499287,623.125,409.0,2.9419642857142856
171,6044,2010-07-21 12:03:21.157,2019-07-30 12:08:18.060,45.0,0,8913.41,19.120383333333336,1276.6173333333334,1581.63655,320.05178333333333,1189.3474500000002,2434.034166666667,242.73038333333335,1296.1033833333336,1495.8745666666666,8.0,2.0,3.0,24417.0,113632.0,2.0,0.007194894646656624,5353.0,37341.0,18417.277777777777,6.0,21.875,35.5,15.198096685346586,27.577164466275352,0.00010863546308794639,1311.5,330.5,21.875
172,1973,2010-07-21 12:04:25.587,2019-08-19 17:36:02.450,50.0,0,706.293,205.57955,151.02640000000002,1300.17855,160.70355,1277.263,3.34995,15355.49805,314.80723333333333,1115.3038833333335,8.0,2.0,3.0,13394.0,19770.0,2.0,0.007519092385396343,4411.0,9093.5,11590.77777777778,5.0,5.125,9.5,2.6958963523950885,9.192388155425117,0.005278050142027739,549.0,1341.0,2.486011904761905
173,18711,2010-07-21 12:37:43.490,2019-08-30 19:17:21.277,142.0,0,280.1,16.741283333333335,340.89660000000003,56.142833333333336,981.1301666666667,1444.2477333333334,2463.314766666667,4772.165116666667,23687.252,19.490383333333334,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8425.57142857143,0.0,17183.666666666668,0.0,16.8,0.0,11.979612310551252,0.0,0.0,976.0,0.0,14.916666666666668
176,1914,2010-07-21 13:19:14.133,2015-03-15 04:31:26.797,20.0,0,549244.697,5.501716666666667,7.456,11.339400000000001,68.71716666666667,52.031666666666666,24.053550000000005,77.30183333333335,12.221833333333334,7747.805216666667,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9779.25,0.0,8521.375,0.0,11.6,0.0,26.62997475694552,0.0,0.0,586.1,0.0,11.175
181,669,2010-07-21 17:41:37.893,2019-04-26 02:22:27.123,14.0,0,414079.55700000003,537.2382166666667,7213.369066666667,18434.335333333336,10313.716383333334,1406.4203833333333,101492.1279,60.12038333333334,15008.133883333334,32265.110566666666,3.0,7.0,0.5,286579.0,286579.0,7.0,0.0023081094287209893,7999.0,48217.0,0.0,3.857142857142857,2.6666666666666665,9.428571428571429,3.7859388972001824,4.237025012007948,0.02940251544033011,1105.0,703.2857142857143,2.6666666666666665
196,3936,2010-07-23 03:40:59.740,2019-08-28 03:46:33.133,46.0,0,916700.7400000001,3064.4655000000002,1230.0816666666667,8669.609283333333,118.61233333333334,23498.499933333333,7.418233333333334,7979.705383333334,10369.902116666668,8893.879933333335,3.0,7.0,0.5,286579.0,286579.0,7.0,0.008521725520374604,7999.0,128979.45454545454,0.0,2.4285714285714284,3.3333333333333335,8.571428571428571,2.516611478423583,7.742892285985964,0.004362292250384086,1474.6666666666667,667.4285714285714,2.8333333333333335
205,35224,2010-07-27 19:20:58.870,2019-08-31 18:13:17.207,88.0,0,17274.997,348.26155000000006,897.8168833333334,88.63361666666668,288.16016666666667,2154.094716666667,304.48583333333335,114.57333333333334,827.6976166666667,406.06005000000005,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4859.8,0.0,35224.0,0.0,48.9,0.0,55.37839530599155,0.0,0.0,1245.5,0.0,47.5
215,629,2010-07-27 20:15:17.740,2017-08-23 15:16:34.597,16.0,0,291523.43,566.6972166666667,323.94711666666666,3.11895,10.494666666666667,13205.801933333334,428474.79311666667,7866.98855,133784.96283333335,142698.79845,5.0,5.0,1.0,42251.0,346372.0,5.0,0.05686387754401881,0.0,65224.857142857145,0.0,8.0,3.8,43.2,3.8987177379235853,52.2704505433041,0.0365537687110893,398.2,739.4,2.21
221,107228,2010-07-27 20:29:40.420,2014-06-16 15:45:34.640,650.0,0,223.11,252.5886166666667,5.9766666666666675,91.86910000000002,6.610500000000001,26.164066666666667,813.6247166666667,2873.9478833333337,180.57206666666667,1528.3651666666667,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6553.5,0.0,62394.7,0.0,14.0,0.0,11.841546445554409,0.0,0.0,1555.4,0.0,11.966666666666667
223,2131,2010-07-27 20:39:40.943,2018-09-12 04:14:56.337,25.0,0,874445.2300000001,3217.3929500000004,829.1212166666667,107.04983333333334,4172.0475,261.32550000000003,2034.5128333333334,130491.67606666667,11539.319933333334,14262.9509,8.0,2.0,3.0,47313.0,47313.0,2.0,0.0033484568246070503,21267.0,47313.0,2257.5,1.0,6.375,23.0,5.423164600647327,31.11269837220809,0.007081610575159674,601.25,343.0,5.875
226,19770,2010-07-27 20:44:37.420,2011-01-10 11:54:42.660,196.0,0,336584.617,2615.282383333333,47.443000000000005,67.5635,1481.1370500000003,1522.2121166666666,2231.6936166666665,301.5433833333334,45.36305000000001,147.64761666666666,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8073.285714285715,0.0,13985.27777777778,0.0,6.9,0.0,4.7714428286071575,0.0,0.0,1112.6,0.0,6.35
227,868,2010-07-27 20:49:48.907,2019-07-26 00:33:32.880,10.0,1,4570.29,14271.031933333335,494.45111666666674,7011.249616666667,7152.568266666667,7275.077783333333,140488.54983333332,522025.483,142420.59228333333,129776.44738333333,5.0,5.0,1.0,37288.0,37288.0,4.0,0.000563470238523291,504.0,9945.0,868.0,1.8,7.6,4.6,4.277849927241488,5.856620185738529,0.0022555201317765077,692.6,515.4,5.96
232,286579,2010-07-27 21:00:44.887,2019-09-01 02:51:18.723,1436.0,0,129.806,5.61,5.7615,13.910950000000001,7.039550000000001,13.501783333333334,14.11145,19.59926666666667,8.143400000000002,44.56216666666667,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9874.2,0.0,155400.94444444447,0.0,37.0,0.0,40.171853053820875,0.0,0.0,1035.3,0.0,29.583333333333332
233,953,2010-07-27 21:02:39.857,2019-08-21 16:31:24.280,15.0,0,942.34,15.223166666666668,113.76516666666667,8443.181383333334,1008.3027833333333,1756.0025,1299.1528333333333,1243.241266666667,514.8561166666667,5.1993833333333335,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2682.6666666666665,0.0,6238.666666666667,0.0,10.2,0.0,9.852241707685955,0.0,0.0,923.5,0.0,9.15
237,19006,2010-07-27 21:18:39.403,2019-08-31 17:09:23.470,130.0,0,765615.087,79.64678333333335,71.93288333333334,1351.9667166666668,10423.293233333334,9799.815216666668,8255.804216666667,23678.8219,11423.964883333334,4017.961883333334,4.0,6.0,0.7142857142857143,286579.0,286579.0,6.0,2.5805600651855803e-05,1099.5,108381.625,19006.0,2.8333333333333335,5.5,15.666666666666666,4.509249752822894,14.854853303438128,0.004641224704901331,622.25,725.0,4.607142857142858
242,222063,2010-07-27 21:36:11.267,2019-09-01 03:57:37.820,1912.0,0,21761.096,29.109,19.32345,17.502833333333335,487.96233333333333,876.2213833333334,6775.559616666667,5420.155216666667,55.76623333333334,156.32726666666667,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6325.0,0.0,155081.0,0.0,14.8,0.0,11.707547423208101,0.0,0.0,1242.1,0.0,10.153333333333332
247,5730,2010-07-27 21:56:25.567,2019-06-20 19:25:44.927,68.0,0,226.36300000000003,1.8114500000000002,1105.0684333333334,63.621233333333336,8.100666666666667,48.33488333333334,5.471216666666667,19.719283333333337,5.9893833333333335,7.261333333333334,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12271.75,0.0,0.0,0.0,30.8,0.0,62.6804949282027,0.0,0.0,514.4,0.0,26.364285714285717
249,2517,2010-07-27 21:58:53.070,2012-02-02 23:43:09.523,41.0,0,941004.177,1531.5604333333333,4615.752833333334,6825.025733333334,1070.4619333333335,499.48740000000004,1047.3404333333335,1337.3909500000002,12.33205,12899.67395,5.0,5.0,1.0,286579.0,286579.0,5.0,0.011079549987088632,2993.0,108444.0,0.0,1.2,3.8,9.0,2.949576240750525,6.164414002968976,0.019246256087911424,498.2,716.6,3.5
251,2950,2010-07-27 22:08:39.287,2018-11-05 20:34:59.070,32.0,0,8119.106000000001,70.91816666666666,1098.8462333333334,283.0063333333334,5394.9816,194.96373333333335,8643.154266666668,22135.97595,28942.3895,35242.81616666667,7.0,3.0,2.0,222063.0,222063.0,3.0,8.420255525873732e-05,5929.0,48051.333333333336,10426.75,2.6666666666666665,10.285714285714286,45.666666666666664,9.516902257112267,70.46512139586034,0.0015363504675815968,1475.4285714285713,863.6666666666666,3.8404761904761906
263,1898,2010-07-27 22:32:24.477,2019-07-02 15:04:15.210,19.0,0,7741.150000000001,877.4661,35.960233333333335,7.773716666666667,8.764833333333334,250.47428333333335,61.57038333333334,9.145716666666667,3007.2003333333337,63.78128333333334,9.0,1.0,5.0,24417.0,52622.0,1.0,0.04566199620548811,9637.0,29540.75,46188.33333333333,9.0,11.88888888888889,22.0,9.07530226004132,0.0,0.0012337415525604425,525.5555555555555,246.0,7.092592592592593
264,111821,2010-07-27 22:38:16.220,2019-08-28 02:07:43.113,777.0,0,19075.453,1476.7704,1679.2172666666668,94229.24866666667,14.465900000000001,18990.7715,9801.7996,1521.3271166666668,7195.214783333334,397.18210000000005,1.0,9.0,0.2,286579.0,286579.0,8.0,5.0371609692622536e-05,0.0,99377.25,0.0,1.6666666666666667,2.0,8.777777777777779,0.0,7.378647873726218,0.04017746866660724,250.0,545.7777777777778,0.5
271,1545,2010-07-27 22:55:19.987,2019-06-21 11:14:39.207,39.0,0,377.87,29.160383333333336,74.60005000000001,8168.644116666667,7.4672833333333335,5029.839883333334,454.3372166666667,3108.8712333333333,414.2867166666667,40676.56888333334,9.0,1.0,5.0,10542.0,286579.0,1.0,0.12735419536558085,6924.428571428572,109234.33333333333,23387.75,3.0,4.777777777777778,7.0,4.603742438977711,0.0,0.0,934.4444444444445,533.0,2.025132275132275
272,769,2010-07-27 23:00:04.300,2019-05-19 14:52:31.040,12.0,0,549.253,1230.9608333333335,17.648500000000002,12.510166666666667,131.33906666666667,4.962000000000001,25.457383333333333,158227.81555,38.84395,73.43683333333334,8.0,2.0,3.0,275257.0,275257.0,2.0,0.03811915029872707,3701.0,99089.66666666667,780.5,1.5,5.5,11.0,9.98570406702931,14.142135623730951,0.0,635.375,353.5,4.583333333333333
273,1224,2010-07-27 23:01:56.827,2019-06-01 12:13:53.467,11.0,0,135763.76,4398.377883333334,478.80955,14201.978233333333,445134.69350000005,89359.36438333333,154896.94045000002,213249.25460000001,256.6935666666667,8542.5641,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6781.4,0.0,5858.916666666667,0.0,4.7,0.0,5.250396810400778,0.0,0.0,572.0,0.0,2.65
