Id,Reputation,CreationDate,LastAccessDate,numPosts,is_churn,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9,gap10,gap11,gap12,gap13,gap14,gap15,gap16,gap17,gap18,gap19,gap20,num_answers,num_questions,ans_que_ratio,accepted_answerer_rep,max_rep_answerer,num_que_answered,time_for_first_ans,rep_questioner,rep_answerers,rep_co_answerers,num_answers_recvd,ans_score,que_score,ans_stddev,que_stddev,answering_speed,ans_comments,que_comments,relative_rank_pos
76,6599,2010-07-20 19:44:54.913,2016-08-08 23:28:45.420,24.0,0,1450.7540000000001,12.462333333333333,69.58583333333334,63.83016666666667,21.089833333333335,19.860599999999998,22.8774,410.0087666666667,51.46383333333334,592.5731166666667,202.5066666666667,703.6597833333333,15.472333333333333,2352.6231,95.46545,1502.6195500000001,0.5655,214.8251166666667,3086.9787833333335,5.892383333333333,13.0,7.0,1.75,222063.0,286579.0,7.0,0.0003695251740788884,4781.333333333333,53730.541666666664,12515.1875,6.142857142857143,54.15384615384615,114.85714285714286,98.05002647785308,220.524698973024,0.1190381434939845,1178.8461538461538,1036.5714285714287,51.7008547008547
89,7205,2010-07-20 20:11:38.860,2019-08-27 19:08:34.413,46.0,0,44026.563,21.640333333333334,7.818733333333333,98.94366666666669,146.99955,2.38105,4.157666666666667,24.425733333333334,362.98850000000004,82.81288333333333,10.265833333333335,503.05783333333335,129.9225,334.76550000000003,322.06238333333334,145.42295000000001,687.0200000000001,90.67166666666667,181.69978333333336,1.7508333333333335,19.0,1.0,10.0,0.0,0.0,1.0,0.0,5266.4,0.0,56581.6,2.0,16.473684210526315,33.0,18.51536425378373,0.0,0.0,515.5263157894736,599.0,7.719423558897242
96,2993,2010-07-20 20:25:37.483,2019-08-28 07:28:50.037,60.0,0,534.8000000000001,3.4091166666666672,19.064500000000002,34.722166666666666,7.401783333333333,68.76805,58.488283333333335,75.557,912.4653833333334,386.0762833333334,144.2375,198.21855000000002,607.9146166666667,2190.136716666667,4059.7662166666673,13.353066666666669,2399.6538333333333,424.3663333333334,8174.908216666667,1462.7877166666667,14.0,6.0,2.142857142857143,35224.0,173285.0,6.0,0.021998567404404916,8936.125,33546.333333333336,10435.454761904763,3.1666666666666665,10.142857142857142,20.5,22.674476137980964,23.019556902772912,0.06201206362214303,820.5714285714286,665.1666666666666,8.076785714285714
99,857,2010-07-20 20:44:17.127,2019-06-02 02:12:39.433,28.0,0,5031.263,32.525000000000006,49.38928333333333,64.32816666666666,339.1977666666667,2312.0354500000003,227.92450000000002,241.68021666666667,766.5225000000002,376.66583333333335,1262.0945666666667,129.6256,574.0452833333334,1390.1765000000003,637.0970500000001,303.1626666666667,1310.5136666666667,220.65800000000002,1060.1971166666667,857.3412833333334,14.0,6.0,2.142857142857143,286579.0,286579.0,6.0,0.0012033838310961742,13116.666666666666,28425.866666666665,2826.1666666666665,4.5,10.214285714285714,19.5,13.734731782705374,26.942531432662374,0.020448926428506535,974.2857142857143,633.5,4.057456140350877
100,3474,2010-07-20 20:48:22.373,2018-10-04 13:01:05.743,27.0,0,43847.964,24.9921,225.9051166666667,1219.32095,36.84571666666667,106.08938333333334,300.2819,1007.2708833333334,20.715716666666665,153.28266666666667,1142.9694000000002,2488.1555000000003,4080.9775500000005,15816.9045,701.0888833333335,256.6030666666667,245.52221666666668,40066.428,11588.024116666667,20291.725933333335,15.0,5.0,2.6666666666666665,69037.0,69037.0,5.0,0.0008237185653276176,4965.9,33472.36363636364,11976.642857142857,3.0,14.333333333333334,19.4,21.21544810026972,16.2265215003093,0.03748497683938095,1196.8666666666666,672.4,10.001825396825398
120,2033,2010-07-20 22:14:22.863,2019-06-18 22:35:39.210,26.0,0,3334.2400000000002,816.3040666666668,99.14116666666668,474.60805,241.96161666666666,2878.1991666666668,2177.4327166666667,606.1027166666667,1285.0089,6.964,207.0952166666667,2866.3328833333335,2145.9491666666668,8541.050000000001,701.5529,57771.088383333336,23980.580883333336,24244.930500000002,74.37866666666667,348.8881166666667,17.0,3.0,4.5,19770.0,312479.0,3.0,0.15505598813304836,10867.0,76512.28571428571,6204.82,3.0,6.823529411764706,3.3333333333333335,12.807396759869114,0.5773502691896257,0.013444715330560733,744.9411764705883,689.0,4.199579831932773
121,253,2010-07-20 22:16:31.863,2016-04-26 17:48:19.430,32.0,0,9423.094000000001,17.119716666666665,407.88783333333333,696.8031666666667,1131.98945,809.3990500000001,1510.2507833333334,1447.3677166666669,3.935666666666667,1021.3361666666667,1736.7572166666666,1262.3185666666666,1208.2746000000002,9697.985283333335,7993.813050000001,699.8592333333333,2127.637,2236.938166666667,6044.23005,2879.3172833333333,15.0,5.0,2.6666666666666665,24417.0,62775.0,5.0,0.0004955748936624715,1883.8,13546.90909090909,5800.3,2.4,6.6,15.2,5.500649312321488,16.26960356001338,0.02660307265640175,1013.4666666666667,1584.4,3.6487830687830685
123,5838,2010-07-20 23:04:55.970,2019-06-11 16:08:38.860,89.0,0,365.53000000000003,81.81521666666667,98.77340000000001,32.27116666666667,55.56100000000001,175.528,72.51360000000001,220.8619,93.28193333333334,8.322066666666666,497.0781,118.69416666666667,171.90945000000002,661.8217166666667,9.517566666666669,922.3168833333334,460.13505000000004,81.05295000000001,15.480383333333334,616.06345,15.0,5.0,2.6666666666666665,33315.0,33315.0,5.0,0.001923807143540965,10743.5,11397.181818181818,8726.205,3.0,8.8,20.6,12.68407325293079,16.622274212634082,0.018652320993419826,946.6666666666666,501.2,5.5003174603174605
130,2582,2010-07-20 23:49:24.087,2019-08-31 02:39:42.973,30.0,0,789.1930000000001,118920.94671666667,6438.946166666667,4243.581783333333,11792.212716666667,21527.854333333333,8342.038333333334,9833.598733333334,36336.93538333334,4528.594500000001,80215.69388333334,4190.685066666667,12953.684716666668,53188.017,64723.186050000004,69402.93783333334,115660.90978333334,18217.38161666667,5633.962933333333,9207.947283333335,14.0,6.0,2.142857142857143,30582.0,312479.0,6.0,0.0016685002557532808,5652.0,61489.916666666664,3603.8,3.6666666666666665,8.428571428571429,12.0,10.463962227306896,12.425779653607254,0.014915005517176335,803.7857142857143,506.0,6.321428571428571
136,6068,2010-07-21 00:23:43.783,2019-08-29 05:28:58.897,42.0,0,1610.4170000000001,11.865666666666668,1008.9392166666668,93.54906666666668,1850.9523333333336,266.99205,535.7601666666667,1.3307833333333334,0.6447666666666667,0.25766666666666665,128.28273333333334,199.15043333333332,3478.1214000000004,539.1563333333334,351.1352666666667,16.465500000000002,1478.0639,169.79143333333334,802.8816166666668,60.85255,17.0,3.0,4.5,286579.0,286579.0,3.0,0.010179193389405608,6710.75,38377.333333333336,37467.64166666667,4.333333333333333,15.176470588235293,49.0,19.004063033064952,77.9487010796203,0.015680126156855292,764.5882352941177,314.6666666666667,10.257843137254904
139,17838,2010-07-21 01:34:19.790,2014-02-26 05:52:00.410,135.0,0,21104.933,9695.942116666667,3471.7378833333337,14127.564066666668,3166.231,14.947333333333335,5452.348433333334,19124.002233333336,12816.707383333334,4395.53295,57.480050000000006,4243.545,1535.2673833333333,51.514950000000006,4216.93295,23667.393050000002,28.38161666666667,2294.756716666667,986.7098333333334,13204.647166666668,17.0,3.0,4.5,71134.0,346372.0,3.0,0.005479454723630915,18701.666666666668,53021.13333333333,23759.69444444445,6.333333333333333,11.764705882352942,12.333333333333334,22.046908546791503,12.34233905438241,0.015305530764108285,1120.0588235294117,659.3333333333334,10.426470588235293
145,4107,2010-07-21 03:04:03.600,2013-04-22 02:36:22.793,26.0,0,943.2800000000001,22.31661666666667,42.23955,48.86995,59.61833333333334,2025.935666666667,9106.16805,12776.037450000002,15316.038666666667,7154.639,57157.043,10004.404216666668,15384.584666666668,30585.468116666667,11514.706216666667,1860.913616666667,3460.7881,728.06695,3028.2097166666667,808.0565,7.0,13.0,0.5714285714285714,286579.0,315958.0,13.0,0.00011075377933908475,4114.0,53640.80487804878,28069.990909090906,5.461538461538462,68.85714285714286,41.46153846153846,111.85769020117864,84.01350624018278,0.04035549709613419,745.5714285714286,872.9230769230769,68.85714285714286
152,13825,2010-07-21 04:13:51.943,2019-08-31 23:56:01.313,122.0,0,188347.67,548.3867333333334,828.7219333333335,1458.0742833333336,4357.054833333334,2861.1534500000002,25.690600000000003,3595.197566666667,33.51766666666667,820.2908333333334,147.23783333333333,50.750933333333336,20.88611666666667,155.48916666666668,943.16895,17.893933333333333,1608.6679000000001,35.76788333333334,1883.6182166666667,33.45,16.0,4.0,3.4,113632.0,286579.0,4.0,0.0005427687247334232,76521.25,51585.7,20346.95333333333,3.25,10.875,13.75,8.277479487541282,5.315072906367325,0.013439422671852662,569.625,851.0,9.491666666666667
160,2133,2010-07-21 07:18:19.487,2017-04-07 01:52:40.367,29.0,0,104008.633,1301.7040000000002,170.76738333333336,2006.9425666666668,2040.7333833333334,62.30938333333334,2406.273666666667,512.2449,10205.401000000002,153.91733333333335,1330.7236000000003,655.3607833333334,666.8910500000001,742.4597333333334,5191.784333333333,29.859433333333335,1516.8052833333336,7486.774550000001,11803.4284,3686.075766666667,12.0,8.0,1.4444444444444444,24417.0,315958.0,8.0,0.03777314027541296,31388.333333333332,58203.82142857143,8638.0,6.125,10.333333333333334,21.0,12.99883444658393,28.02040073130392,0.024529384487550536,1342.9166666666667,2058.375,8.677777777777777
163,3565,2010-07-21 08:13:39.290,2019-08-28 07:15:07.707,39.0,0,519180.08700000006,3235.4823333333334,2582.0135500000006,14592.808283333336,2.9858833333333337,29.731383333333333,24333.549283333337,50.66695000000001,47331.25533333334,18637.901166666667,43476.29233333333,47506.732,28972.920050000004,2959.5168333333336,12617.284116666668,79515.62543333335,1036.8003333333334,17440.037066666668,41820.14866666667,146783.157,9.0,11.0,0.8333333333333334,173217.0,173217.0,10.0,1.4299505975376746e-05,5265.5,50866.1,6144.944444444445,1.7272727272727273,3.888888888888889,6.090909090909091,7.490735018081411,4.867330797357941,0.0166638102447183,659.4444444444445,663.7272727272727,2.5444444444444443
171,6044,2010-07-21 12:03:21.157,2019-07-30 12:08:18.060,45.0,0,8913.41,19.120383333333336,1276.6173333333334,1581.63655,320.05178333333333,1189.3474500000002,2434.034166666667,242.73038333333335,1296.1033833333336,1495.8745666666666,9080.264433333334,1426.75395,1207.47755,377.1180666666667,939.4830000000001,1102.6188833333333,5100.456283333334,1248.7857666666669,2675.062166666667,364.44145000000003,16.0,4.0,3.4,24417.0,113632.0,4.0,0.005076958654687187,5997.25,53538.2,14757.416666666666,4.25,14.3125,26.75,14.036707828642252,19.29378138157474,0.0018115226630226063,1072.875,234.75,14.1875
172,1973,2010-07-21 12:04:25.587,2019-08-19 17:36:02.450,50.0,0,706.293,205.57955,151.02640000000002,1300.17855,160.70355,1277.263,3.34995,15355.49805,314.80723333333333,1115.3038833333335,1610.018616666667,13747.467216666668,560.6107166666667,17555.3979,1482.6643333333334,1521.5352166666669,1166.3045,382.1567833333334,3263.6689333333334,1.749,13.0,7.0,1.75,14491.0,286579.0,7.0,0.01724539910715778,3891.0,84325.53846153847,13777.991452991453,3.2857142857142856,16.76923076923077,8.571428571428571,31.945667014880765,5.094347941825426,0.03890328740655121,423.0769230769231,848.0,12.829670329670328
173,18711,2010-07-21 12:37:43.490,2019-08-30 19:17:21.277,142.0,0,280.1,16.741283333333335,340.89660000000003,56.142833333333336,981.1301666666667,1444.2477333333334,2463.314766666667,4772.165116666667,23687.252,19.490383333333334,11644.050400000002,2308.2175,10397.162266666668,19796.764233333335,179.65560000000002,22170.3304,5771.104933333334,9882.024566666667,2326.492,3630.6870500000005,19.0,1.0,10.0,0.0,1553.0,1.0,0.03867407232180437,9648.444444444445,1553.0,15896.17857142857,2.0,10.421052631578947,17.0,11.206723128321402,0.0,0.03867407232180437,800.0,613.0,9.82330827067669
176,1914,2010-07-21 13:19:14.133,2015-03-15 04:31:26.797,20.0,1,549244.697,5.501716666666667,7.456,11.339400000000001,68.71716666666667,52.031666666666666,24.053550000000005,77.30183333333335,12.221833333333334,7747.805216666667,4372.255566666668,64.21971666666667,1381.0528833333335,4794.011,11280.692733333333,179246.5216,58935.39861666667,67355.15483333333,81945.21471666667,283454.203,17.0,3.0,4.5,113632.0,113632.0,1.0,0.07947546195112258,24536.25,113632.0,8067.777777777778,0.3333333333333333,9.352941176470589,3.6666666666666665,20.621412343940545,0.5773502691896258,0.0,637.5882352941177,459.0,8.705882352941176
196,3936,2010-07-23 03:40:59.740,2019-08-28 03:46:33.133,46.0,0,916700.7400000001,3064.4655000000002,1230.0816666666667,8669.609283333333,118.61233333333334,23498.499933333333,7.418233333333334,7979.705383333334,10369.902116666668,8893.879933333335,1143.2362833333334,34543.43166666667,17202.551616666668,5827.543716666667,60240.16883333334,425.64145,8305.323883333334,4473.40895,30162.37016666667,51884.59676666667,3.0,17.0,0.2222222222222222,286579.0,286579.0,17.0,4.760209209857947e-05,7999.0,115370.14285714286,0.0,1.8823529411764706,3.3333333333333335,6.235294117647059,2.516611478423583,5.695715624097487,0.012031778443366588,1474.6666666666667,619.4705882352941,1.8333333333333333
205,35224,2010-07-27 19:20:58.870,2019-08-31 18:13:17.207,88.0,0,17274.997,348.26155000000006,897.8168833333334,88.63361666666668,288.16016666666667,2154.094716666667,304.48583333333335,114.57333333333334,827.6976166666667,406.06005000000005,850.9182333333334,3441.38905,1465.0641666666668,1250.3106666666667,449.8792833333334,1253.1081666666666,4397.978216666667,3196.6717166666667,3185.3185000000003,25184.044116666668,20.0,0.0,0.0,0.0,0.0,0.0,0.0,14899.166666666666,0.0,29439.75,0.0,31.95,0.0,42.64970537320338,0.0,0.0,1267.8,0.0,28.625
221,107228,2010-07-27 20:29:40.420,2014-06-16 15:45:34.640,650.0,0,223.11,252.5886166666667,5.9766666666666675,91.86910000000002,6.610500000000001,26.164066666666667,813.6247166666667,2873.9478833333337,180.57206666666667,1528.3651666666667,365.78443333333337,1532.080666666667,4341.961566666667,650.0054333333334,521.217,4557.534566666667,612.3084333333334,27.13906666666667,188.93421666666666,19.35921666666667,20.0,0.0,0.0,0.0,0.0,0.0,0.0,8199.444444444445,0.0,97577.1,0.0,17.1,0.0,19.172073989337505,0.0,0.0,2232.6,0.0,16.09166666666667
223,2131,2010-07-27 20:39:40.943,2018-09-12 04:14:56.337,25.0,0,874445.2300000001,3217.3929500000004,829.1212166666667,107.04983333333334,4172.0475,261.32550000000003,2034.5128333333334,130491.67606666667,11539.319933333334,14262.9509,68.20626666666666,50440.35,1811.8187333333335,59464.271166666666,962.9103333333334,15461.376550000003,1014.8439500000001,820.337,2451.986833333334,149944.2846,18.0,2.0,6.333333333333333,47313.0,47313.0,2.0,0.0033484568246070503,12060.416666666666,47313.0,2217.0625,1.0,7.333333333333333,23.0,9.343132111185136,31.11269837220809,0.007081610575159674,564.0,343.0,6.722222222222222
226,19770,2010-07-27 20:44:37.420,2011-01-10 11:54:42.660,196.0,0,336584.617,2615.282383333333,47.443000000000005,67.5635,1481.1370500000003,1522.2121166666666,2231.6936166666665,301.5433833333334,45.36305000000001,147.64761666666666,1062.93755,3195.695566666667,1656.9174333333333,891.7666666666667,7.179666666666667,27.538116666666667,379.46200000000005,253.71428333333336,3.878933333333334,1285.1770000000001,20.0,0.0,0.0,0.0,0.0,0.0,0.0,8853.25,0.0,33767.08333333333,0.0,9.25,0.0,9.031378049538409,0.0,0.0,781.8,0.0,7.74
232,286579,2010-07-27 21:00:44.887,2019-09-01 02:51:18.723,1436.0,0,129.806,5.61,5.7615,13.910950000000001,7.039550000000001,13.501783333333334,14.11145,19.59926666666667,8.143400000000002,44.56216666666667,16.614500000000003,6.877333333333334,83.049,201.04726666666667,69.74645000000001,32.29905,732.946,23.133666666666667,87.85628333333334,19.951616666666666,19.0,1.0,10.0,13825.0,43749.0,1.0,0.005788873977178329,9947.111111111111,28787.0,162704.90151515152,3.0,25.36842105263158,39.0,32.51360488970697,0.0,0.005788873977178329,1401.8947368421052,2070.0,18.732456140350877
237,19006,2010-07-27 21:18:39.403,2019-08-31 17:09:23.470,130.0,0,765615.087,79.64678333333335,71.93288333333334,1351.9667166666668,10423.293233333334,9799.815216666668,8255.804216666667,23678.8219,11423.964883333334,4017.961883333334,17609.379233333333,2252.1314333333335,643.8604,86.59505,4404.344333333333,2150.162,4420.55705,1769.9605666666669,241.1742166666667,738.7646666666667,8.0,12.0,0.6923076923076923,286579.0,312479.0,12.0,0.0007892124330879885,9645.333333333334,70568.55,19006.0,2.9166666666666665,6.375,17.25,6.045954964153424,15.586270181856152,0.007383183653696371,704.625,1022.25,5.222222222222222
242,222063,2010-07-27 21:36:11.267,2019-09-01 03:57:37.820,1912.0,0,21761.096,29.109,19.32345,17.502833333333335,487.96233333333333,876.2213833333334,6775.559616666667,5420.155216666667,55.76623333333334,156.32726666666667,2156.4764,914.3503833333333,159.53078333333332,936.8292166666668,108.85988333333334,319.31228333333337,258.01078333333334,642.5855,29.65016666666667,1461.2329333333334,20.0,0.0,0.0,0.0,0.0,0.0,0.0,7219.6,0.0,124442.05555555555,0.0,11.3,0.0,9.80923302973168,0.0,0.0,1260.05,0.0,7.535714285714285
247,5730,2010-07-27 21:56:25.567,2019-06-20 19:25:44.927,68.0,0,226.36300000000003,1.8114500000000002,1105.0684333333334,63.621233333333336,8.100666666666667,48.33488333333334,5.471216666666667,19.719283333333337,5.9893833333333335,7.261333333333334,3.0345000000000004,1.854066666666667,4.350333333333334,2.9286666666666665,6019.3328833333335,1165.9397166666668,4458.1070666666665,3160.8179333333333,3411.1296166666666,2982.757716666667,20.0,0.0,0.0,0.0,0.0,0.0,0.0,7571.875,0.0,10022.9375,0.0,19.05,0.0,44.96838070420031,0.0,0.0,441.55,0.0,10.403333333333332
249,2517,2010-07-27 21:58:53.070,2012-02-02 23:43:09.523,41.0,0,941004.177,1531.5604333333333,4615.752833333334,6825.025733333334,1070.4619333333335,499.48740000000004,1047.3404333333335,1337.3909500000002,12.33205,12899.67395,3260.180216666667,398.8481666666667,1267.5394000000001,265.8165,35.0005,2329.9300000000003,544.8575500000001,2905.964716666667,1366.2646166666668,705.1955,9.0,11.0,0.8333333333333334,286579.0,286579.0,11.0,0.0074790290574897,10207.0,147630.45833333334,2517.0,2.8181818181818183,3.3333333333333335,26.09090909090909,2.3452078799117144,52.30383264246426,0.04440551007029875,736.1111111111111,702.8181818181819,2.6888888888888887
251,2950,2010-07-27 22:08:39.287,2018-11-05 20:34:59.070,32.0,0,8119.106000000001,70.91816666666666,1098.8462333333334,283.0063333333334,5394.9816,194.96373333333335,8643.154266666668,22135.97595,28942.3895,35242.81616666667,5629.709616666668,34433.567383333335,7328.86295,8753.682,8251.502266666668,20402.344500000003,2870.8075000000003,7010.107283333334,3159.6213833333336,5219.613333333334,12.0,8.0,1.4444444444444444,222063.0,286579.0,8.0,0.00021761386922825024,4677.0,63341.933333333334,11018.412393162393,2.25,15.416666666666666,22.5,19.090494223486452,42.50042016599029,0.00867322774589545,2151.0833333333335,1041.5,11.64973544973545
264,111821,2010-07-27 22:38:16.220,2019-08-28 02:07:43.113,777.0,0,19075.453,1476.7704,1679.2172666666668,94229.24866666667,14.465900000000001,18990.7715,9801.7996,1521.3271166666668,7195.214783333334,397.18210000000005,137056.26345000003,53.65366666666667,2876.1735,5746.228050000001,174.03733333333332,2233.4582833333334,5640.645716666667,2934.964116666667,2569.621666666667,6144.95095,10.0,10.0,1.0,286579.0,286579.0,9.0,5.666010568559578e-05,33835.4,113777.38461538461,111821.0,1.6,4.8,8.1,3.32665998663324,7.27934673503666,0.028699625930592835,694.3,593.0,4.65
271,1545,2010-07-27 22:55:19.987,2019-06-21 11:14:39.207,39.0,0,377.87,29.160383333333336,74.60005000000001,8168.644116666667,7.4672833333333335,5029.839883333334,454.3372166666667,3108.8712333333333,414.2867166666667,40676.56888333334,1961.2536666666667,16023.44845,18733.225783333335,229357.99038333335,6814.004216666667,21936.194783333336,446285.85928333335,26058.055933333337,2417.8932833333333,11964.19095,15.0,5.0,2.6666666666666665,10542.0,286579.0,5.0,0.013633124994568053,6090.666666666667,113416.69230769231,29599.176298701295,3.4,5.666666666666667,10.8,5.367450401216933,7.758865896508329,0.06372091916065116,874.2666666666667,714.2,2.567566137566138
274,113632,2010-07-27 23:03:23.703,2019-08-28 16:12:53.303,819.0,0,17897.484,635.4036,12.498733333333336,81.83338333333334,193.02621666666667,178.73995000000002,79.22333333333334,18.410716666666666,887.8000666666667,4824.697666666668,1588.8311666666668,1724.6415000000002,2526.8760500000003,473.8171166666667,426.3002166666667,17730.098,833.8373333333334,576.4453833333334,58.64856666666667,3916.8076,20.0,0.0,0.0,0.0,0.0,0.0,0.0,44936.1,0.0,70364.28125,0.0,10.9,0.0,10.987552766174717,0.0,0.0,783.45,0.0,9.099999999999998
