Id,Reputation,CreationDate,LastAccessDate,numPosts,is_churn,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9,gap10,gap11,gap12,num_answers,num_questions,ans_que_ratio,accepted_answerer_rep,max_rep_answerer,num_que_answered,time_for_first_ans,rep_questioner,rep_answerers,rep_co_answerers,num_answers_recvd,ans_score,que_score,ans_stddev,que_stddev,answering_speed,ans_comments,que_comments,relative_rank_pos
51,7999,2010-07-20 19:21:33.223,2019-08-30 04:41:15.113,53.0,0,265.26,15.109666666666667,8.749500000000001,15.693333333333333,57.00916666666667,8.870166666666668,7.6547833333333335,17.621833333333335,5.364050000000001,22.31345,20.359283333333334,9.890666666666668,8.0,4.0,1.8,5775.0,30582.0,4.0,0.029775766149072867,2971.3333333333335,6292.8,6324.711111111112,7.0,51.0,30.5,61.80845989252373,33.04037933599835,0.06867782929146511,1357.625,509.0,49.641666666666666
56,4301,2010-07-20 19:23:54.217,2019-07-31 21:59:01.333,29.0,0,225.216,6.190616666666667,13.289116666666668,7.3741,86.47623333333334,611.2529333333333,25.83206666666667,3.94705,268.583,1157.5413833333334,11.1059,66.7766,10.0,2.0,3.6666666666666665,3474.0,24417.0,2.0,0.07101822978776794,4388.666666666667,8227.5,6583.183333333333,3.0,17.9,17.5,26.442600309181227,13.435028842544403,0.0691447674434809,673.4,1447.5,15.912263993316625
72,30582,2010-07-20 19:41:06.357,2019-08-05 22:01:53.803,498.0,0,1026.386,12.993783333333335,37.201550000000005,14.466166666666668,16.307616666666668,79.60661666666667,18.240666666666666,337.0595,83.87476666666666,1143.024666666667,190.77295,85.94921666666667,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5776.666666666667,0.0,24011.92769607843,0.0,41.666666666666664,0.0,52.011071082525454,0.0,0.0,890.0833333333334,0.0,30.86388888888889
73,5775,2010-07-20 19:42:51.877,2013-12-01 04:08:32.473,32.0,0,3365.8230000000003,59.68566666666667,58.28616666666667,50.24705000000001,116.19473333333333,684.0104333333334,675.19495,64.83716666666666,72.78988333333334,476.70745,65.80171666666666,829.7152333333335,6.0,6.0,1.0,24417.0,134579.0,6.0,0.015535028317120156,5963.0,27851.78947368421,15772.633333333333,6.166666666666667,22.333333333333332,31.5,23.346662859318172,32.874001885988875,0.013353552576497374,1092.8333333333333,618.3333333333334,15.133333333333333
76,6599,2010-07-20 19:44:54.913,2016-08-08 23:28:45.420,24.0,0,1450.7540000000001,12.462333333333333,69.58583333333334,63.83016666666667,21.089833333333335,19.860599999999998,22.8774,410.0087666666667,51.46383333333334,592.5731166666667,202.5066666666667,703.6597833333333,9.0,3.0,2.5,222063.0,286579.0,3.0,0.00022863654367840394,5516.666666666667,103645.0,29704.416666666668,3.0,34.55555555555556,22.666666666666668,36.49695573301666,24.193663082165408,0.02116995220391021,911.8888888888889,928.6666666666666,31.01234567901234
89,7205,2010-07-20 20:11:38.860,2019-08-27 19:08:34.413,46.0,0,44026.563,21.640333333333334,7.818733333333333,98.94366666666669,146.99955,2.38105,4.157666666666667,24.425733333333334,362.98850000000004,82.81288333333333,10.265833333333335,503.05783333333335,11.0,1.0,6.0,0.0,0.0,1.0,0.0,3271.0,0.0,20327.5,2.0,20.545454545454547,33.0,20.96837445470505,0.0,0.0,448.27272727272725,599.0,10.825974025974025
92,781,2010-07-20 20:14:52.470,2019-08-12 14:40:28.930,18.0,0,329.75300000000004,28.290066666666668,1447.2026,2217.4567833333335,5787.429883333333,41.55145,114419.984,16594.139333333336,234719.81711666667,75158.78171666666,54.09628333333333,48469.935933333334,8.0,4.0,1.8,62775.0,312479.0,4.0,0.011865380729662577,15681.5,87614.0,781.0,3.0,9.125,5.25,14.045207621920623,7.889866919029751,0.006445994856242035,1344.75,824.5,4.802083333333333
96,2993,2010-07-20 20:25:37.483,2019-08-28 07:28:50.037,60.0,0,534.8000000000001,3.4091166666666672,19.064500000000002,34.722166666666666,7.401783333333333,68.76805,58.488283333333335,75.557,912.4653833333334,386.0762833333334,144.2375,198.21855000000002,10.0,2.0,3.6666666666666665,24417.0,24417.0,2.0,0.14665211551787138,5275.4,13839.25,9122.7,4.5,13.0,39.5,26.587382136812362,34.64823227814083,0.0398084204934373,563.4,482.5,11.039579831932773
99,857,2010-07-20 20:44:17.127,2019-06-02 02:12:39.433,28.0,0,5031.263,32.525000000000006,49.38928333333333,64.32816666666666,339.1977666666667,2312.0354500000003,227.92450000000002,241.68021666666667,766.5225000000002,376.66583333333335,1262.0945666666667,129.6256,9.0,3.0,2.5,24417.0,24417.0,3.0,0.0012805736332435833,18178.5,6428.583333333333,0.0,7.333333333333333,12.777777777777779,34.333333333333336,15.738311359369035,33.85754470326124,0.010780269641876034,1246.0,377.0,4.204191033138401
100,3474,2010-07-20 20:48:22.373,2018-10-04 13:01:05.743,27.0,0,43847.964,24.9921,225.9051166666667,1219.32095,36.84571666666667,106.08938333333334,300.2819,1007.2708833333334,20.715716666666665,153.28266666666667,1142.9694000000002,2488.1555000000003,9.0,3.0,2.5,35224.0,69037.0,3.0,0.0005103749024343944,4590.714285714285,30960.285714285714,10805.5,3.3333333333333335,16.0,27.0,25.034975534240093,17.578395831246947,0.041356722481716776,1156.888888888889,519.0,11.181808278867102
104,1420,2010-07-20 20:55:40.483,2019-08-30 18:19:04.073,12.0,1,653.1270000000001,112.15395,51.97593333333334,1250.0054000000002,6730.901383333334,37576.12100000001,6282.874616666667,9.8835,4.948383333333334,86169.92916666667,19104.804283333335,784102.9813833333,1.0,11.0,0.16666666666666666,32084.0,312479.0,11.0,0.061210004942244184,1420.0,46642.58536585366,5050.8,6.818181818181818,2.0,25.09090909090909,0.0,19.40337365230359,0.022237966800006885,1643.0,356.45454545454544,0.4444444444444444
106,3747,2010-07-20 21:06:09.213,2017-11-08 01:59:52.013,18.0,0,139.994,11.394666666666668,14.144166666666669,0.46226666666666666,297.18961666666667,148.47283333333334,162.40900000000002,1253.4805000000001,258.58250000000004,6.444883333333334,126.81523333333334,2386.979766666667,5.0,7.0,0.75,7999.0,222063.0,7.0,0.02218706218521115,2206.5,29991.08,4398.9,12.142857142857142,8.4,71.42857142857143,8.384509526501834,45.26167305368912,0.06486904339400637,445.4,349.85714285714283,7.033333333333334
120,2033,2010-07-20 22:14:22.863,2019-06-18 22:35:39.210,26.0,0,3334.2400000000002,816.3040666666668,99.14116666666668,474.60805,241.96161666666666,2878.1991666666668,2177.4327166666667,606.1027166666667,1285.0089,6.964,207.0952166666667,2866.3328833333335,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8920.222222222223,0.0,12138.0,0.0,9.083333333333334,0.0,14.804534522376663,0.0,0.0,766.0,0.0,5.671626984126984
121,253,2010-07-20 22:16:31.863,2016-04-26 17:48:19.430,32.0,0,9423.094000000001,17.119716666666665,407.88783333333333,696.8031666666667,1131.98945,809.3990500000001,1510.2507833333334,1447.3677166666669,3.935666666666667,1021.3361666666667,1736.7572166666666,1262.3185666666666,7.0,5.0,1.3333333333333333,24417.0,62775.0,5.0,0.0004955748936624715,555.0,13546.90909090909,6761.9,2.4,9.428571428571429,15.2,6.7788185513687385,16.26960356001338,0.029264265210355387,1037.2857142857142,1584.4,6.0
123,5838,2010-07-20 23:04:55.970,2019-06-11 16:08:38.860,89.0,0,365.53000000000003,81.81521666666667,98.77340000000001,32.27116666666667,55.56100000000001,175.528,72.51360000000001,220.8619,93.28193333333334,8.322066666666666,497.0781,118.69416666666667,9.0,3.0,2.5,13394.0,24417.0,3.0,0.0012341683625054169,4173.428571428572,10138.833333333334,24876.31333333333,3.3333333333333335,7.888888888888889,27.666666666666668,8.417904199449595,19.00876990584434,0.026110556950783338,854.8888888888889,385.3333333333333,5.766666666666667
130,2582,2010-07-20 23:49:24.087,2019-08-31 02:39:42.973,30.0,0,789.1930000000001,118920.94671666667,6438.946166666667,4243.581783333333,11792.212716666667,21527.854333333333,8342.038333333334,9833.598733333334,36336.93538333334,4528.594500000001,80215.69388333334,4190.685066666667,9.0,3.0,2.5,30582.0,312479.0,3.0,0.017952968608137262,5673.0,81056.125,17718.3,5.0,11.444444444444445,18.333333333333332,11.663094691280602,14.977761292440647,0.014915005517176335,1162.3333333333333,617.3333333333334,8.222222222222221
136,6068,2010-07-21 00:23:43.783,2019-08-29 05:28:58.897,42.0,0,1610.4170000000001,11.865666666666668,1008.9392166666668,93.54906666666668,1850.9523333333336,266.99205,535.7601666666667,1.3307833333333334,0.6447666666666667,0.25766666666666665,128.28273333333334,199.15043333333332,11.0,1.0,6.0,286579.0,286579.0,1.0,0.014354077287615277,3306.2,76468.0,56385.25,5.0,14.454545454545455,139.0,16.699482844469383,0.0,0.00014926313900535566,583.7272727272727,147.0,7.744949494949495
139,17838,2010-07-21 01:34:19.790,2014-02-26 05:52:00.410,135.0,0,21104.933,9695.942116666667,3471.7378833333337,14127.564066666668,3166.231,14.947333333333335,5452.348433333334,19124.002233333336,12816.707383333334,4395.53295,57.480050000000006,4243.545,11.0,1.0,6.0,0.0,71134.0,1.0,0.05431387991201152,15923.2,24969.666666666668,13881.125,4.0,15.727272727272727,9.0,26.81824345139297,0.0,0.027190044149979845,1002.3636363636364,344.0,14.636363636363637
145,4107,2010-07-21 03:04:03.600,2013-04-22 02:36:22.793,26.0,0,943.2800000000001,22.31661666666667,42.23955,48.86995,59.61833333333334,2025.935666666667,9106.16805,12776.037450000002,15316.038666666667,7154.639,57157.043,10004.404216666668,3.0,9.0,0.4,286579.0,315958.0,9.0,8.358285013307307e-05,5284.333333333333,43281.434782608696,16362.598039215685,7.222222222222222,147.33333333333334,56.666666666666664,145.51403139674653,98.68763853695154,0.03809942640980115,625.6666666666666,998.1111111111111,146.83333333333334
152,13825,2010-07-21 04:13:51.943,2019-08-31 23:56:01.313,122.0,0,188347.67,548.3867333333334,828.7219333333335,1458.0742833333336,4357.054833333334,2861.1534500000002,25.690600000000003,3595.197566666667,33.51766666666667,820.2908333333334,147.23783333333333,50.750933333333336,10.0,2.0,3.6666666666666665,19770.0,19770.0,2.0,0.0003142730870175587,45165.142857142855,11543.666666666666,54509.11111111112,1.5,12.7,15.0,8.680117766738217,4.242640687119285,0.009979179540849047,506.8,613.0,12.15
160,2133,2010-07-21 07:18:19.487,2017-04-07 01:52:40.367,29.0,0,104008.633,1301.7040000000002,170.76738333333336,2006.9425666666668,2040.7333833333334,62.30938333333334,2406.273666666667,512.2449,10205.401000000002,153.91733333333335,1330.7236000000003,655.3607833333334,6.0,6.0,1.0,24417.0,315958.0,6.0,0.03561965686595106,30582.0,55293.0,0.0,7.666666666666667,15.666666666666666,25.666666666666668,17.084105673598096,31.538336460039655,0.002500204864040771,1644.5,2360.1666666666665,14.222222222222221
163,3565,2010-07-21 08:13:39.290,2019-08-28 07:15:07.707,39.0,0,519180.08700000006,3235.4823333333334,2582.0135500000006,14592.808283333336,2.9858833333333337,29.731383333333333,24333.549283333337,50.66695000000001,47331.25533333334,18637.901166666667,43476.29233333333,47506.732,8.0,4.0,1.8,19770.0,19770.0,4.0,0.014665052641835907,5265.5,6930.571428571428,6284.166666666666,2.75,4.375,8.5,7.854707414756362,6.757711644237764,0.011127129231832464,623.125,769.75,2.9419642857142856
171,6044,2010-07-21 12:03:21.157,2019-07-30 12:08:18.060,45.0,0,8913.41,19.120383333333336,1276.6173333333334,1581.63655,320.05178333333333,1189.3474500000002,2434.034166666667,242.73038333333335,1296.1033833333336,1495.8745666666666,9080.264433333334,1426.75395,9.0,3.0,2.5,24417.0,113632.0,3.0,0.007662863630018553,4580.833333333333,34413.875,15323.958333333334,5.333333333333333,20.11111111111111,31.333333333333332,15.169413670643673,20.79262689833426,0.0029910542857907963,1267.2222222222222,263.6666666666667,20.11111111111111
172,1973,2010-07-21 12:04:25.587,2019-08-19 17:36:02.450,50.0,0,706.293,205.57955,151.02640000000002,1300.17855,160.70355,1277.263,3.34995,15355.49805,314.80723333333333,1115.3038833333335,1610.018616666667,13747.467216666668,10.0,2.0,3.6666666666666665,13394.0,19770.0,2.0,0.007519092385396343,4411.0,9093.5,11686.766666666668,5.0,6.4,9.5,4.427188724235731,9.192388155425117,0.005278050142027739,469.6,1341.0,3.833333333333333
173,18711,2010-07-21 12:37:43.490,2019-08-30 19:17:21.277,142.0,0,280.1,16.741283333333335,340.89660000000003,56.142833333333336,981.1301666666667,1444.2477333333334,2463.314766666667,4772.165116666667,23687.252,19.490383333333334,11644.050400000002,2308.2175,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8850.5,0.0,15388.375,0.0,13.833333333333334,0.0,12.925192689496203,0.0,0.0,875.4166666666666,0.0,12.305555555555557
176,1914,2010-07-21 13:19:14.133,2015-03-15 04:31:26.797,20.0,0,549244.697,5.501716666666667,7.456,11.339400000000001,68.71716666666667,52.031666666666666,24.053550000000005,77.30183333333335,12.221833333333334,7747.805216666667,4372.255566666668,64.21971666666667,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9779.25,0.0,10838.833333333334,0.0,10.583333333333334,0.0,24.25042954946022,0.0,0.0,665.5,0.0,9.854166666666666
181,669,2010-07-21 17:41:37.893,2019-04-26 02:22:27.123,14.0,1,414079.55700000003,537.2382166666667,7213.369066666667,18434.335333333336,10313.716383333334,1406.4203833333333,101492.1279,60.12038333333334,15008.133883333334,32265.110566666666,8694.886266666666,13029.70295,3.0,9.0,0.4,312479.0,312479.0,9.0,0.0029606833910810052,7999.0,71751.30769230769,0.0,3.6666666666666665,2.6666666666666665,8.222222222222221,3.7859388972001824,4.493822920904254,0.026248513546147757,1105.0,640.8888888888889,2.6666666666666665
196,3936,2010-07-23 03:40:59.740,2019-08-28 03:46:33.133,46.0,0,916700.7400000001,3064.4655000000002,1230.0816666666667,8669.609283333333,118.61233333333334,23498.499933333333,7.418233333333334,7979.705383333334,10369.902116666668,8893.879933333335,1143.2362833333334,34543.43166666667,3.0,9.0,0.4,286579.0,286579.0,9.0,2.9382557904005398e-05,7999.0,113211.07692307692,0.0,2.111111111111111,3.3333333333333335,7.888888888888889,2.516611478423583,6.954215348341688,0.003242478223006032,1474.6666666666667,713.7777777777778,1.8333333333333333
205,35224,2010-07-27 19:20:58.870,2019-08-31 18:13:17.207,88.0,0,17274.997,348.26155000000006,897.8168833333334,88.63361666666668,288.16016666666667,2154.094716666667,304.48583333333335,114.57333333333334,827.6976166666667,406.06005000000005,850.9182333333334,3441.38905,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4254.0,0.0,35224.0,0.0,41.916666666666664,0.0,52.72304711385428,0.0,0.0,1269.6666666666667,0.0,40.75
215,629,2010-07-27 20:15:17.740,2017-08-23 15:16:34.597,16.0,0,291523.43,566.6972166666667,323.94711666666666,3.11895,10.494666666666667,13205.801933333334,428474.79311666667,7866.98855,133784.96283333335,142698.79845,92131.82071666668,480.60145000000006,5.0,7.0,0.75,346372.0,346372.0,7.0,0.057899832462699065,0.0,74645.76,0.0,6.571428571428571,3.8,31.285714285714285,3.8987177379235853,47.28887919202669,0.03779316308465271,398.2,746.5714285714286,2.227777777777778
221,107228,2010-07-27 20:29:40.420,2014-06-16 15:45:34.640,650.0,0,223.11,252.5886166666667,5.9766666666666675,91.86910000000002,6.610500000000001,26.164066666666667,813.6247166666667,2873.9478833333337,180.57206666666667,1528.3651666666667,365.78443333333337,1532.080666666667,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7770.2,0.0,62394.7,0.0,12.75,0.0,11.120210920171026,0.0,0.0,1476.4166666666667,0.0,11.055555555555557
223,2131,2010-07-27 20:39:40.943,2018-09-12 04:14:56.337,25.0,0,874445.2300000001,3217.3929500000004,829.1212166666667,107.04983333333334,4172.0475,261.32550000000003,2034.5128333333334,130491.67606666667,11539.319933333334,14262.9509,68.20626666666666,50440.35,10.0,2.0,3.6666666666666665,47313.0,47313.0,2.0,0.0033484568246070503,17639.85714285714,47313.0,2194.25,1.0,10.6,23.0,11.47170431975999,31.11269837220809,0.007081610575159674,611.1,343.0,10.2
226,19770,2010-07-27 20:44:37.420,2011-01-10 11:54:42.660,196.0,0,336584.617,2615.282383333333,47.443000000000005,67.5635,1481.1370500000003,1522.2121166666666,2231.6936166666665,301.5433833333334,45.36305000000001,147.64761666666666,1062.93755,3195.695566666667,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8575.42857142857,0.0,15151.125,0.0,6.416666666666667,0.0,4.461111425588377,0.0,0.0,1065.25,0.0,5.791666666666667
232,286579,2010-07-27 21:00:44.887,2019-09-01 02:51:18.723,1436.0,0,129.806,5.61,5.7615,13.910950000000001,7.039550000000001,13.501783333333334,14.11145,19.59926666666667,8.143400000000002,44.56216666666667,16.614500000000003,6.877333333333334,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8486.0,0.0,153059.7818627451,0.0,31.25,0.0,38.739514710434875,0.0,0.0,1019.3333333333334,0.0,24.98611111111111
233,953,2010-07-27 21:02:39.857,2019-08-21 16:31:24.280,15.0,0,942.34,15.223166666666668,113.76516666666667,8443.181383333334,1008.3027833333333,1756.0025,1299.1528333333333,1243.241266666667,514.8561166666667,5.1993833333333335,4086.7536666666665,2596.6571166666668,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2852.3333333333335,0.0,7328.5,0.0,9.25,0.0,9.205976319760984,0.0,0.0,907.8333333333334,0.0,8.016666666666667
237,19006,2010-07-27 21:18:39.403,2019-08-31 17:09:23.470,130.0,0,765615.087,79.64678333333335,71.93288333333334,1351.9667166666668,10423.293233333334,9799.815216666668,8255.804216666667,23678.8219,11423.964883333334,4017.961883333334,17609.379233333333,2252.1314333333335,4.0,8.0,0.5555555555555556,286579.0,286579.0,8.0,0.0017581665284641956,1099.5,92078.4,19006.0,2.875,5.5,18.625,4.509249752822894,16.894102944096034,0.003954588299807424,622.25,981.0,4.527777777777778
242,222063,2010-07-27 21:36:11.267,2019-09-01 03:57:37.820,1912.0,0,21761.096,29.109,19.32345,17.502833333333335,487.96233333333333,876.2213833333334,6775.559616666667,5420.155216666667,55.76623333333334,156.32726666666667,2156.4764,914.3503833333333,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5318.6,0.0,110259.44444444444,0.0,13.5,0.0,11.220922016888403,0.0,0.0,1197.8333333333333,0.0,9.027777777777777
247,5730,2010-07-27 21:56:25.567,2019-06-20 19:25:44.927,68.0,0,226.36300000000003,1.8114500000000002,1105.0684333333334,63.621233333333336,8.100666666666667,48.33488333333334,5.471216666666667,19.719283333333337,5.9893833333333335,7.261333333333334,3.0345000000000004,1.854066666666667,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8654.5,0.0,4128.166666666667,0.0,26.083333333333332,0.0,57.757263743632414,0.0,0.0,469.3333333333333,0.0,22.06607142857143
249,2517,2010-07-27 21:58:53.070,2012-02-02 23:43:09.523,41.0,0,941004.177,1531.5604333333333,4615.752833333334,6825.025733333334,1070.4619333333335,499.48740000000004,1047.3404333333335,1337.3909500000002,12.33205,12899.67395,3260.180216666667,398.8481666666667,5.0,7.0,0.75,286579.0,286579.0,7.0,0.014067215029037412,2993.0,135538.36363636365,0.0,1.7142857142857142,3.8,8.0,2.949576240750525,5.32290647422377,0.025866747314665005,498.2,713.4285714285714,3.5
251,2950,2010-07-27 22:08:39.287,2018-11-05 20:34:59.070,32.0,0,8119.106000000001,70.91816666666666,1098.8462333333334,283.0063333333334,5394.9816,194.96373333333335,8643.154266666668,22135.97595,28942.3895,35242.81616666667,5629.709616666668,34433.567383333335,7.0,5.0,1.3333333333333333,222063.0,222063.0,5.0,0.00013680269815633244,5929.0,57500.27272727273,10426.75,2.8,10.285714285714286,30.6,9.516902257112267,54.15533214744418,0.007799236620773263,1475.4285714285713,751.8,3.8738095238095234
263,1898,2010-07-27 22:32:24.477,2019-07-02 15:04:15.210,19.0,0,7741.150000000001,877.4661,35.960233333333335,7.773716666666667,8.764833333333334,250.47428333333335,61.57038333333334,9.145716666666667,3007.2003333333337,63.78128333333334,7555.451783333334,1397.6392666666666,10.0,2.0,3.6666666666666665,24417.0,113632.0,2.0,0.021892417014056753,8749.714285714286,35144.8,31424.888888888887,8.5,11.6,22.5,8.604908160140027,0.7071067811865476,0.004177859535305089,569.9,668.5,7.283333333333334
264,111821,2010-07-27 22:38:16.220,2019-08-28 02:07:43.113,777.0,0,19075.453,1476.7704,1679.2172666666668,94229.24866666667,14.465900000000001,18990.7715,9801.7996,1521.3271166666668,7195.214783333334,397.18210000000005,137056.26345000003,53.65366666666667,3.0,9.0,0.4,286579.0,286579.0,8.0,5.0371609692622536e-05,818.5,99377.25,84769.0,1.6666666666666667,7.333333333333333,8.777777777777779,4.618802153517007,7.378647873726218,0.03348183342021747,558.0,545.7777777777778,6.833333333333333
271,1545,2010-07-27 22:55:19.987,2019-06-21 11:14:39.207,39.0,0,377.87,29.160383333333336,74.60005000000001,8168.644116666667,7.4672833333333335,5029.839883333334,454.3372166666667,3108.8712333333333,414.2867166666667,40676.56888333334,1961.2536666666667,16023.44845,11.0,1.0,6.0,10542.0,286579.0,1.0,0.12735419536558085,6572.25,109234.33333333333,28491.19607843137,3.0,5.454545454545454,7.0,4.655397649259112,0.0,0.06372091916065116,878.7272727272727,533.0,2.207697756788666
272,769,2010-07-27 23:00:04.300,2019-05-19 14:52:31.040,12.0,1,549.253,1230.9608333333335,17.648500000000002,12.510166666666667,131.33906666666667,4.962000000000001,25.457383333333333,158227.81555,38.84395,73.43683333333334,193494.76688333333,332057.9512833333,8.0,4.0,1.8,346372.0,346372.0,4.0,0.01389848350750932,3701.0,141283.2,4128.166666666667,1.25,5.5,7.0,9.98570406702931,9.38083151964686,0.0,635.375,499.75,4.516666666666667
274,113632,2010-07-27 23:03:23.703,2019-08-28 16:12:53.303,819.0,0,17897.484,635.4036,12.498733333333336,81.83338333333334,193.02621666666667,178.73995000000002,79.22333333333334,18.410716666666666,887.8000666666667,4824.697666666668,1588.8311666666668,1724.6415000000002,12.0,0.0,0.0,0.0,0.0,0.0,0.0,24018.5,0.0,58979.458333333336,0.0,6.916666666666667,0.0,5.384461369758747,0.0,0.0,550.1666666666666,0.0,4.583333333333333
